ano,codigo,estacao,uf,regiao,latitude,longitude,altitude_m,temperaturas_validas,datetime_validos,cobertura_temp,cobertura_temp_pct,observacoes,temperatura_min_c,temperatura_max_c,primeiro_datetime,ultimo_datetime,coordenada_valida,dentro_dominio_era5,flag_temperatura_suspeita,possui_observacoes,elegivel_pareamento,motivo_elegibilidade,deslocamento_max_coord_km,coordenada_suspeita
2003,A306,SOBRAL,CE,NE,-3.73166666,-40.34555555,109.62,6215,7752,0.8017285861713106,80.17285861713106,6215.0,21.2,38.7,2003-02-12 00:00:00,2003-12-31 23:00:00,True,True,False,True,True,aprovada,1.8226245690124117,False
2003,A203,SAO LUIS,MA,NE,-2.52694443,-44.21305555,56.0,6637,8088,0.8205984174085065,82.05984174085064,6637.0,22.1,33.7,2003-01-30 19:00:00,2003-12-31 23:00:00,True,True,False,True,True,aprovada,0.0690129366816504,False
2003,A307,PETROLINA,PE,NE,-9.38805555,-40.48944444,370.46,7516,7536,0.9973460721868365,99.73460721868365,7516.0,17.9,37.7,2003-02-21 15:00:00,2003-12-31 23:00:00,True,True,False,True,True,aprovada,3.7179319584217754,False
2003,A308,PARNAIBA,PI,NE,-3.08638888,-41.78333333,79.5,5495,7896,0.6959219858156028,69.59219858156028,5495.0,21.1,37.3,2003-02-06 00:00:00,2003-12-31 23:00:00,True,True,False,True,True,aprovada,0.0436510150520628,False
2003,A302,ARQ.SAO PEDRO E SAO PAULO,RN,NE,0.9,-29.31666666,15.0,117,1440,0.08125,8.125,117.0,26.2,31.5,2003-11-02 18:00:00,2003-12-23 20:00:00,True,False,False,True,False,fora_dominio_era5,3.7534562667419262,False
2003,A304,NATAL,RN,NE,-5.9,-35.2,48.6,5007,7464,0.6708199356913184,67.08199356913184,5007.0,20.4,31.2,2003-02-24 00:00:00,2003-12-05 03:00:00,True,True,False,True,True,aprovada,7.037220622176299,True
2003,A409,ARACAJU,SE,NE,-10.95027777,-37.05,4.72,7722,7752,0.9961300309597523,99.61300309597523,7722.0,20.3,32.6,2003-02-13 00:00:00,2003-12-31 23:00:00,True,True,False,True,True,aprovada,0.544497767517889,False
2003,A101,MANAUS,AM,N,-3.10333333,-60.01638888,61.25,1958,8760,0.22351598173515982,22.35159817351598,1958.0,23.3,35.1,2003-01-01 00:00:00,2003-12-30 18:00:00,True,True,False,True,True,aprovada,0.0975457325471828,False
2003,A201,BELEM,PA,N,-1.41027777,-48.43833333,24.0,6279,8304,0.7561416184971098,75.61416184971098,6279.0,21.9,34.1,2003-01-20 12:00:00,2003-12-31 05:00:00,True,True,False,True,True,aprovada,0.1683185732488342,False
2003,A202,CASTANHAL,PA,N,-1.30083333,-47.93083332,65.0,7748,8208,0.9439571150097466,94.39571150097466,7748.0,20.8,36.1,2003-01-24 17:00:00,2003-12-31 23:00:00,True,True,False,True,True,aprovada,1.914533704378214,False
2003,A502,BARBACENA,MG,SE,-21.22888888,-43.76694443,1155.0,4085,8760,0.466324200913242,46.6324200913242,4085.0,8.4,32.9,2003-03-21 00:00:00,2003-12-31 23:00:00,True,True,False,True,True,aprovada,0.1061929278902358,False
2003,A505,ARAXA,MG,SE,-19.60555555,-46.94944444,1020.0,8757,8760,0.9996575342465753,99.96575342465754,8757.0,9.2,34.0,2003-01-01 00:00:00,2003-12-31 23:00:00,True,True,False,True,True,aprovada,0.0424338321828582,False
2003,A506,MONTES CLAROS,MG,SE,-16.71666666,-43.86666666,646.29,8519,8760,0.9724885844748858,97.24885844748859,8519.0,10.4,37.9,2003-01-01 00:00:00,2003-12-31 23:00:00,True,True,False,True,True,aprovada,4.16412602006024,False
