codigo,estacao,uf,regiao,anos_elegiveis,anos_cobertura_80,primeiro_ano_80,ultimo_ano_80,amplitude_periodo_anos,deslocamento_max_coord_km,coordenada_estavel_5km,candidata_tendencia_10a,candidata_tendencia_15a
A904,SORRISO,MT,CO,23,17,2002.0,2025.0,24,0.8802165393899265,True,True,True
A905,CAMPO NOVO DOS PARECIS,MT,CO,23,14,2002.0,2020.0,19,0.6341379998079806,True,True,False
A906,GUARANTA DO NORTE,MT,CO,22,14,2003.0,2024.0,22,1.6062247680342705,True,True,False
A907,RONDONOPOLIS,MT,CO,23,18,2003.0,2025.0,23,2.0096650125940627,True,True,True
A908,AGUA BOA,MT,CO,20,13,2006.0,2025.0,20,0.0674265948678319,True,True,False
A909,ALTO ARAGUAIA,MT,CO,15,13,2011.0,2025.0,15,0.0294830395395859,True,True,False
A910,APIACAS,MT,CO,19,10,2006.0,2023.0,18,0.0617744268236504,True,True,False
A911,SAPEZAL,MT,CO,8,5,2017.0,2025.0,9,356.8779305719894,False,False,False
A912,CAMPO VERDE,MT,CO,20,17,2006.0,2025.0,20,5.85564599918187,False,False,False
A913,COMODORO,MT,CO,19,13,2006.0,2023.0,18,0.0686777087063302,True,True,False
A914,JUARA,MT,CO,17,10,2006.0,2023.0,18,0.013608613075342,True,True,False
A915,PARANATINGA,MT,CO,18,10,2006.0,2024.0,19,0.0897424341404657,True,True,False
A916,QUERENCIA,MT,CO,17,11,2007.0,2024.0,18,4.292164706680202,True,True,False
A917,SINOP,MT,CO,19,11,2006.0,2024.0,19,0.0302147886660431,True,True,False
A919,COTRIGUACU,MT,CO,18,14,2007.0,2025.0,19,0.0433566968717439,True,True,False
A920,JUINA,MT,CO,20,13,2009.0,2024.0,16,4.639107414040749,True,True,False
A921,SAO FELIX  DO ARAGUAIA,MT,CO,16,6,2009.0,2020.0,12,0.0171759027248682,True,False,False
A922,VILA BELA DA SANTISSIMA TRINDADE,MT,CO,19,13,2006.0,2023.0,18,0.0298254432825368,True,True,False
A923,PRIMAVERA DO LESTE,MT,CO,8,4,2017.0,2023.0,7,0.0,True,False,False
A924,ALTA FLORESTA,MT,CO,17,9,2008.0,2024.0,17,26.77676480067433,False,False,False
A925,PORTO VELHO,RO,N,17,9,2007.0,2024.0,18,40.896726421473595,False,False,False
A926,CARLINDA,MT,CO,17,13,2008.0,2020.0,13,5.593495419580957,False,False,False
A927,BRASNORTE (MUNDO NOVO),MT,CO,17,9,2008.0,2023.0,16,42.430911202056386,False,False,False
A928,NOVA MARINGA,MT,CO,17,14,2008.0,2024.0,17,7.542045248854603,False,False,False
A929,NOVA UBIRATA,MT,CO,17,10,2008.0,2023.0,16,37.719050918575505,False,False,False
A930,GAUCHA DO NORTE,MT,CO,18,10,2009.0,2023.0,15,0.0208591309031251,True,True,False
A931,SANTO ANTONIO DO LESTE,MT,CO,18,15,2008.0,2025.0,18,0.3215911417370743,True,True,True
A932,GUIRATINGA,MT,CO,18,14,2008.0,2023.0,16,0.0,True,True,False
A933,ITIQUIRA,MT,CO,16,11,2008.0,2022.0,15,38.140025722573974,False,False,False
A934,ALTO TAQUARI,MT,CO,18,14,2008.0,2024.0,17,2.8490961685222738,True,True,False
A935,PORTO ESTRELA,MT,CO,17,10,2008.0,2023.0,16,29.774519466611512,False,False,False
A936,SALTO DO CEU,MT,CO,17,13,2008.0,2025.0,18,1.8021226501965537,True,True,False
A937,PONTES E LACERDA,MT,CO,16,13,2008.0,2023.0,16,1.8542098930301556,True,True,False
A938,VILHENA,RO,N,18,13,2008.0,2024.0,17,0.0308877693873735,True,True,False
A939,CACOAL,RO,N,18,15,2008.0,2025.0,18,0.002288285967785,True,True,True
A940,ARIQUEMES,RO,N,15,9,2008.0,2019.0,12,0.0147190641916234,True,False,False
A941,CACERES,MT,CO,9,7,2012.0,2020.0,9,0.0428364789237385,True,False,False
A942,SAO JOSE DO XINGU,MT,CO,5,2,2019.0,2020.0,2,0.0,True,False,False
A943,SERRA NOVA DOURADA,MT,CO,7,2,2020.0,2023.0,4,0.0,True,False,False
A944,ROSARIO OESTE,MT,CO,6,4,2019.0,2025.0,7,0.0,True,False,False
A945,BARRA DO GARCAS,MT,CO,1,0,,,0,0.0,True,False,False
A947,NOVO SANTO ANTONIO,MT,CO,1,1,2025.0,2025.0,1,0.0,True,False,False
A949,DIAMANTINO,MT,CO,1,0,,,0,0.0,True,False,False
A950,ITANHANGA,MT,CO,1,1,2025.0,2025.0,1,0.0,True,False,False
A954,COCALINHO,MT,CO,1,1,2025.0,2025.0,1,0.0,True,False,False
A955,LUCAS DO RIO VERDE,MT,CO,1,1,2025.0,2025.0,1,0.0,True,False,False
B803,CAMPINA DA LAGOA,PR,S,10,5,2016.0,2025.0,10,0.2247255249934517,True,False,False
B804,LARANJEIRAS DO SUL,PR,S,10,7,2016.0,2024.0,9,0.9353426238684112,True,False,False
B806,COLOMBO,PR,S,10,10,2016.0,2025.0,10,0.0356553196639215,True,True,False
B807,PORTO ALEGRE- BELEM NOVO,RS,S,3,3,2022.0,2024.0,3,0.0,True,False,False
B808,CACHOEIRINHA,RS,S,1,0,,,0,0.0,True,False,False
B809,SAPUCAIA DO SUL,RS,S,1,0,,,0,0.0,True,False,False
B810,PARQUE ELDORADO,RS,S,1,0,,,0,0.0,True,False,False
B811,SERTAO SANTANA,RS,S,1,0,,,0,0.0,True,False,False
B812,CHARQUEADAS,RS,S,1,0,,,0,0.0,True,False,False
B813,MINAS DO LEAO,RS,S,1,0,,,0,0.0,True,False,False
B814,MONTENEGRO,RS,S,1,0,,,0,0.0,True,False,False
B816,SANTA MARIA DO HERVAL,RS,S,1,0,,,0,0.0,True,False,False
B817,CAXIAS DO SUL - CRIUVA,RS,S,1,0,,,0,0.0,True,False,False
B818,CAXIAS DO SUL - AEROPORTO,RS,S,1,0,,,0,0.0,True,False,False
B819,ROLANTE,RS,S,1,1,2025.0,2025.0,1,0.0,True,False,False
B820,SAO FRANCISCO DE PAULA,RS,S,1,0,,,0,0.0,True,False,False
B821,SANTANA DA BOA VISTA,RS,S,1,0,,,0,0.0,True,False,False
B822,CACHOEIRA DO SUL,RS,S,1,0,,,0,0.0,True,False,False
B823,PINHEIRO MACHADO,RS,S,1,0,,,0,0.0,True,False,False
B825,PORTO ALEGRE - BELEM NOVO,RS,S,1,0,,,0,0.0,True,False,False
B826,HERVAL,RS,S,1,1,2025.0,2025.0,1,0.0,True,False,False
B827,BAGE - CENTRO,RS,S,1,0,,,0,0.0,True,False,False
B828,ACEGUA,RS,S,1,0,,,0,0.0,True,False,False
B829,SANTA VITORIA DO PALMAR (RESERVA DO TAIM),RS,S,1,0,,,0,0.0,True,False,False
B830,SANTA VITORIA DO PALMAR (CENTRO),RS,S,1,1,2025.0,2025.0,1,0.0,True,False,False
B832,CAPAO DA CANOA,RS,S,1,0,,,0,0.0,True,False,False
B836,PALMARES DO SUL,RS,S,1,1,2025.0,2025.0,1,0.0,True,False,False
B839,SANTO ANTONIO DA PATRULHA,RS,S,1,1,2025.0,2025.0,1,0.0,True,False,False
B841,TORRES,RS,S,1,1,2025.0,2025.0,1,0.0,True,False,False
C891,CRIOSFERA,SP,SE,0,0,,,0,0.0,True,False,False
F501,BELO HORIZONTE - CERCADINHO,MG,SE,12,12,2014.0,2025.0,12,0.005628396120512,True,True,False
S101,FORTE PRINCIPE,RO,N,1,0,,,0,0.0,True,False,False
S102,PEF IPIRANGA,AM,N,2,0,,,0,0.0,True,False,False
S103,CRMN MANAUS,AM,N,2,0,,,0,0.0,True,False,False
S104,DTCEA VILHENA,RO,N,2,0,,,0,0.0,True,False,False
S105,DTCEA TABATINGA,AM,N,1,0,,,0,0.0,True,False,False
S107,DOM ELISEU,PA,N,2,0,,,0,0.0,True,False,False
S108,SAO BENTO,MA,NE,2,0,,,0,0.0,True,False,False
S110,DTCEA GUAJARA-MIRIM,RO,N,2,2,2017.0,2018.0,2,0.0,True,False,False
S111,ULIANOPOLIS,PA,N,0,0,,,0,0.0,True,False,False
S113,BALIZA,RR,N,2,0,,,0,0.0,True,False,False
S114,PACARAIMA,RR,N,2,0,,,0,0.0,True,False,False
S115,PEF YAUARETE,AM,N,1,0,,,0,0.0,True,False,False
S116,PEF ESTIRAO DO EQUADOR,AM,N,1,0,,,0,0.0,True,False,False
S117,DTCEA TEFE,AM,N,2,2,2017.0,2018.0,2,0.0,True,False,False
S120,DTCEA JACAREACANGA,PA,N,2,2,2017.0,2018.0,2,0.0,True,False,False
S121,SANTA ISABEL DO RIO NEGRO,AM,N,1,0,,,0,0.0,True,False,False
S122,EB_PEF_BONFIM,MG,SE,1,0,,,0,0.0,True,False,False
S701,ANGELICA,MS,CO,4,4,2018.0,2021.0,4,0.0132196588059967,True,False,False
S702,ARAL MOREIRA,MS,CO,4,3,2019.0,2021.0,3,0.0058969386750988,True,False,False
S703,BANDEIRANTES,MS,CO,1,1,2018.0,2018.0,1,0.0041841409726217,True,False,False
S704,BONITO,MS,CO,4,2,2018.0,2020.0,3,0.0077002132734937,True,False,False
S705,BRASILANDIA,MS,CO,2,1,2018.0,2018.0,1,0.003403650665009,True,False,False
S706,CAARAPO,MS,CO,4,2,2018.0,2020.0,3,0.0188589381922555,True,False,False
S707,CAMAPUA,MS,CO,3,1,2018.0,2018.0,1,0.0046185392366547,True,False,False
S708,FATIMA DO SUL,MS,CO,4,1,2018.0,2018.0,1,0.0046085094935186,True,False,False
S709,IGUATEMI,MS,CO,4,3,2018.0,2020.0,3,0.0021115806392683,True,False,False
S710,ITAPORA,MS,CO,4,4,2018.0,2021.0,4,0.0084180013361059,True,False,False
S711,LAGUNA CARAPA,MS,CO,4,2,2018.0,2019.0,2,0.0136062583405249,True,False,False
S712,NOVA ALVORADA DO SUL,MS,CO,4,2,2018.0,2020.0,3,0.0157291178688571,True,False,False
S713,NOVA ANDRADINA,MS,CO,4,1,2018.0,2018.0,1,0.0054380247644244,True,False,False
S714,PEDRO GOMES,MS,CO,4,1,2018.0,2018.0,1,0.0110859927846585,True,False,False
S715,RIBAS DO RIO PARDO,MS,CO,4,3,2018.0,2021.0,4,0.0041808159274112,True,False,False
S716,SANTA RITA DO PARDO,MS,CO,4,3,2019.0,2021.0,3,0.0118226786509405,True,False,False
S717,SELVIRIA,MS,CO,3,2,2018.0,2019.0,2,0.0042240671982633,True,False,False
