ano,codigo,estacao,uf,regiao,latitude_inmet,longitude_inmet,altitude_inmet_m,latitude_era5,longitude_era5,grid_index,distancia_centro_km,alerta_distancia,observacoes_inmet,cobertura_temp
2013,A203,SAO LUIS,MA,NE,-2.52694443,-44.21305555,56.0,-2.5,-44.25,5593,5.081347157966228,False,8413.0,0.9603881278538812
2013,A204,BALSAS,MA,NE,-7.45527777,-46.02749999,254.0,-7.5,-46.0,8806,5.824244241518934,False,7527.0,0.8592465753424657
2013,A205,CAROLINA,MA,NE,-7.33722221,-47.45972222,192.0,-7.25,-47.5,8639,10.667698110475106,False,8745.0,0.9982876712328768
2013,A206,CHAPADINHA,MA,NE,-3.74277777,-43.35194444,91.0,-3.75,-43.25,6402,11.339968196737487,False,8744.0,0.9981735159817352
2013,A207,GRAJAU,MA,NE,-5.82472221,-46.15944444,230.0,-5.75,-46.25,7678,13.015209873613175,False,8746.0,0.9984018264840184
2013,A209,MEDICILANDIA,PA,N,-3.51083333,-52.96361111,251.0,-3.5,-53.0,6202,4.21451661582699,False,8746.0,0.9984018264840184
2013,A210,PACAJA,PA,N,-3.8436111,-50.63805555,108.0,-3.75,-50.75,6372,16.20537962966991,False,8103.0,0.925
2013,A211,PLACAS,PA,N,-3.8811111,-54.2461111,96.0,-4.0,-54.25,6519,13.226897914703612,False,7555.0,0.8624429223744292
2013,A212,PARAGOMINAS,PA,N,-3.01027777,-47.34305555,101.0,-3.0,-47.25,5903,10.396096768011619,False,8736.0,0.9972602739726028
2013,A213,TOME ACU,PA,N,-2.6,-48.36666666,38.0,-2.5,-48.25,5577,17.076379957064574,False,7652.0,0.8735159817351598
2013,A214,RONDON DO PARA,PA,N,-4.82749999,-48.17333332,203.0,-4.75,-48.25,7026,12.100898033153976,False,8738.0,0.997488584474886
2013,A215,SALINOPOLIS,PA,N,-0.6186111,-47.35666666,41.0,-0.5,-47.25,4293,17.737368943919297,False,8032.0,0.9168949771689496
2013,A217,FAROL de SANTANA,MA,NE,-2.27083332,-43.62388888,8.0,-2.25,-43.5,5435,13.958683461236287,False,8744.0,0.9981735159817352
2013,A218,PREGUICAS,MA,NE,-2.59249999,-42.70722222,0.1,-2.5,-42.75,5599,11.330213710063697,False,7184.0,0.8200913242009132
2013,A219,TURIACU,MA,NE,-1.66166666,-45.37277777,41.0,-1.75,-45.25,5106,16.813563473914083,False,8746.0,0.9984018264840184
2013,A220,BACABAL,MA,NE,-4.24305555,-44.79499999,28.0,-4.25,-44.75,6718,5.049433582385044,False,6163.0,0.7035388127853881
2013,A221,BARRA DO CORDA,MA,NE,-5.50666666,-45.23694444,153.0,-5.5,-45.25,7521,1.6240737437697843,False,8635.0,0.985730593607306
2013,A222,COLINAS,MA,NE,-6.03333333,-44.23333333,179.0,-6.0,-44.25,7847,4.1394403763186345,False,8729.0,0.996461187214612
2013,A223,ALTO PARNAIBA,MA,NE,-9.10805555,-45.93194443,281.0,-9.0,-46.0,9772,14.149706200957272,False,7597.0,0.8672374429223745
2013,A224,ESTREITO,MA,NE,-6.65333333,-47.41833332,180.0,-6.75,-47.5,8317,14.031330068237628,False,8743.0,0.9980593607305936
2013,A225,IMPERATRIZ,MA,NE,-5.55555555,-47.45972222,126.0,-5.5,-47.5,7512,7.618011394958087,False,8738.0,0.997488584474886
2013,A226,BRAGANCA,PA,N,-1.04527777,-46.78277777,33.0,-1.0,-46.75,4617,6.215115080908156,False,8686.0,0.9915525114155253
2013,A227,SOURE,PA,N,-0.81111111,-48.51583333,11.0,-0.75,-48.5,4449,7.01958570688309,False,8746.0,0.9984018264840184
2013,A229,TUCURUI,PA,N,-3.82277777,-49.67499999,148.0,-3.75,-49.75,6376,11.60754926726801,False,8732.0,0.9968036529680364
2013,A230,SERRA DOS CARAJAS,PA,N,-6.07749999,-50.14222221,719.0,-6.0,-50.25,7823,14.707095602723776,False,7068.0,0.8068493150684931
2013,A231,ITAITUBA,PA,N,-4.27638888,-55.99305555,13.0,-4.25,-56.0,6673,3.033673795757491,False,5403.0,0.6167808219178083
2013,A232,OBIDOS,PA,N,-5.36583333,-49.12527777,96.0,-5.25,-49.25,7344,18.88348761712832,False,8746.0,0.9984018264840184
2013,A233,SANTANA DO ARAGUAIA,PA,N,-9.3386111,-50.35027777,168.0,-9.25,-50.25,9916,14.770651500630963,False,8746.0,0.9984018264840184
2013,A235,NOVO REPARTIMENTO,PA,N,-4.23444444,-49.94277777,106.0,-4.25,-50.0,6697,6.576924897986393,False,8741.0,0.9978310502283104
2013,A236,CAMETA,PA,N,-2.2486111,-49.49305555,22.0,-2.25,-49.5,5411,0.7868978428562735,False,8734.0,0.9970319634703196
2013,A237,CAXIAS,MA,NE,-4.82138888,-43.3436111,76.0,-4.75,-43.25,7046,13.061714006194686,False,7679.0,0.8765981735159817
2013,A238,BURITICUPU,MA,NE,-4.32055554,-46.44972221,175.0,-4.25,-46.5,6711,9.624527348624053,False,8722.0,0.995662100456621
2013,A239,MONTE ALEGRE,PA,N,-2.0,-54.07583332,96.0,-2.0,-54.0,5232,8.427155376510768,False,8639.0,0.9861872146118722
2013,A240,MARABA,PA,N,-5.16722221,-49.37916666,116.0,-5.25,-49.5,7343,16.24077349527085,False,8746.0,0.9984018264840184
2013,A241,CONCEICAO DO ARAGUAIA,PA,N,-8.25916666,-49.27416666,180.0,-8.25,-49.25,9276,2.8480197618315253,False,8746.0,0.9984018264840184
2013,A242,OIAPOQUE,AP,N,3.81361111,-51.8625,21.0,3.75,-51.75,1538,14.346993695027749,False,5855.0,0.66837899543379
2013,A246,MINA DO PALITO,PA,N,-6.31972221,-55.78722221,261.0,-6.25,-55.75,7962,8.77671967186772,False,8745.0,0.9982876712328768
2013,A248,CAPITAO POCO,PA,N,-1.73472221,-47.0575,81.0,-1.75,-47.0,5099,6.612699797504521,False,8738.0,0.997488584474886
2013,A249,MACAPA,AP,N,0.03527777,-51.0886111,27.0,0.0,-51.0,3956,10.605263702714335,False,367.0,0.7645833333333333
2013,A301,RECIFE,PE,NE,-8.05916666,-34.95944444,10.0,-8.0,-35.0,9172,7.951307400735663,False,8735.0,0.9971461187214612
2013,A303,MACEIO,AL,NE,-9.55111111,-35.77027777,80.0,-9.5,-35.75,10135,6.102850229986803,False,8739.0,0.9976027397260274
2013,A304,NATAL,RN,NE,-5.9,-35.2,48.6,-6.0,-35.25,7883,12.418621597788269,False,8126.0,0.9276255707762556
2013,A305,FORTALEZA,CE,NE,-3.83222221,-38.53777777,26.45,-3.75,-38.5,6421,10.057723972102671,False,8740.0,0.997716894977169
2013,A306,SOBRAL,CE,NE,-3.73166666,-40.34555555,109.62,-3.75,-40.25,6414,10.796868768394305,False,8746.0,0.9984018264840184
2013,A307,PETROLINA,PE,NE,-9.38805555,-40.48944444,370.46,-9.5,-40.5,10116,12.501403239169816,False,8742.0,0.997945205479452
2013,A308,PARNAIBA,PI,NE,-3.08638888,-41.78333333,79.5,-3.0,-41.75,5925,10.29441727986661,False,7750.0,0.884703196347032
2013,A309,ARCO VERDE,PE,NE,-8.41694443,-37.08333333,680.7,-8.5,-37.0,9486,13.011448886449122,False,7721.0,0.881392694063927
2013,A310,AREIA,PB,NE,-6.97499999,-35.68499999,574.62,-7.0,-35.75,8525,7.693762872515994,False,8577.0,0.979109589041096
2013,A311,FLORIANO,PI,NE,-6.76666666,-43.01666666,123.27,-6.75,-43.0,8335,2.6118021665199564,False,8740.0,0.997716894977169
2013,A312,TERESINA,PI,NE,-5.07388888,-42.80694444,74.36,-5.0,-42.75,7209,10.358010780538203,False,7823.0,0.8930365296803653
2013,A313,CAMPINA GRANDE,PB,NE,-7.24249999,-35.88888888,547.56,-7.25,-36.0,8685,12.284673131247597,False,7136.0,0.8146118721461187
2013,A314,GUARAMIRANGA,CE,NE,-4.26111111,-38.19749999,38.2,-4.25,-38.25,6744,5.9513064990888065,False,8745.0,0.9982876712328768
2013,A315,BARBALHA,CE,NE,-7.31805554,-39.30166666,409.0,-7.25,-39.25,8672,9.47319962061156,False,8746.0,0.9984018264840184
2013,A316,CAICO,RN,NE,-6.45972222,-37.08888888,169.85,-6.5,-37.0,8198,10.793888020666571,False,8746.0,0.9984018264840184
2013,A317,MACAU,RN,NE,-5.15111111,-36.57305554,32.0,-5.25,-36.5,7395,13.65132962994738,False,8746.0,0.9984018264840184
2013,A318,MOSSORO,RN,NE,-4.90388888,-37.36694443,36.0,-5.0,-37.25,7231,16.794301215277432,False,8521.0,0.972716894977169
2013,A319,IGUATU,CE,NE,-6.39666666,-39.27027777,233.0,-6.5,-39.25,8189,11.7065664632955,False,7640.0,0.8721461187214612
2013,A320,JOAO PESSOA,PB,NE,-7.16583333,-34.81527777,47.0,-7.25,-34.75,8690,11.808756160832646,False,8063.0,0.920433789954338
2013,A321,PATOS,PB,NE,-7.07972221,-37.27249999,249.0,-7.0,-37.25,8519,9.205902342167867,False,7856.0,0.8968036529680365
2013,A322,GARANHUNS,PE,NE,-8.90694444,-36.49472221,822.76,-9.0,-36.5,9810,10.363547086883427,False,8615.0,0.9834474885844748
2013,A323,PAO DE ACUCAR,AL,NE,-9.76583333,-37.44777777,19.0,-9.75,-37.5,10289,5.987539478062484,False,7143.0,0.8154109589041096
2013,A324,TAUA,CE,NE,-6.01666666,-40.28166666,415.0,-6.0,-40.25,7863,3.9619916740863084,False,8740.0,0.997716894977169
2013,A325,QUIXERAMOBIM,CE,NE,-5.17305554,-39.28722221,232.0,-5.25,-39.25,7384,9.496939637850243,False,7489.0,0.8549086757990868
2013,A326,BOM JESUS DO PIAUI,PI,NE,-9.08333333,-44.31666666,415.0,-9.0,-44.25,9779,11.809274726398069,False,8683.0,0.9912100456621004
2013,A327,PALMEIRA DOS INDIOS,AL,NE,-9.42055554,-36.62027777,275.0,-9.5,-36.5,10132,15.876903769209235,False,8041.0,0.9179223744292238
2013,A328,SURUBIM,PE,NE,-7.83694444,-35.7961111,418.0,-7.75,-35.75,9008,10.92118622997365,False,8026.0,0.9162100456621004
2013,A329,CABROBO,PE,NE,-8.50305555,-39.31388888,337.0,-8.5,-39.25,9477,7.034278604686887,False,8391.0,0.9578767123287673
2013,A330,PAULISTANA,PI,NE,-8.07999999,-41.07999999,374.22,-8.0,-41.0,9148,12.518609895098091,False,8016.0,0.915068493150685
2013,A331,SAO JOAO DO PIAUI,PI,NE,-8.36472222,-42.25083333,235.0,-8.25,-42.25,9304,12.756875971758115,False,8739.0,0.9976027397260274
2013,A332,MORADA NOVA,CE,NE,-5.13638888,-38.35638888,43.6,-5.25,-38.25,7388,17.274056469117014,False,7950.0,0.9075342465753424
2013,A333,SAO GONCALO,PB,NE,-6.75666666,-38.22749999,233.06,-6.75,-38.25,8354,2.5927632699858463,False,8639.0,0.9861872146118722
2013,A334,MONTEIRO,PB,NE,-7.89138888,-37.11527777,603.66,-8.0,-37.0,9164,17.52210075625328,False,8744.0,0.9981735159817352
2013,A335,PIRIPIRI,PI,NE,-4.26388888,-41.77805554,161.2,-4.25,-41.75,6730,3.4732710499324693,False,8739.0,0.9976027397260274
2013,A336,ALVORADA DO GURGUEIA,PI,NE,-8.44305555,-43.86472222,270.0,-8.5,-43.75,9459,14.117057515868911,False,8117.0,0.9265981735159816
2013,A337,CARACOL,PI,NE,-9.2861111,-43.32444443,523.0,-9.25,-43.25,9944,9.103227781431256,False,7436.0,0.8488584474885845
2013,A338,ESPERANTINA,PI,NE,-3.90083333,-42.23694444,65.0,-4.0,-42.25,6567,11.121546627541836,False,8745.0,0.9982876712328768
2013,A339,JAGUARUANA,CE,NE,-4.85333333,-37.77694443,12.0,-4.75,-37.75,7068,11.871704723976425,False,8743.0,0.9980593607305936
2013,A340,APODI,RN,NE,-5.62638888,-37.815,150.0,-5.75,-37.75,7712,15.51289018845138,False,7934.0,0.9057077625570776
2013,A341,CARUARU,PE,NE,-8.2361111,-35.98583333,550.0,-8.25,-36.0,9329,2.1944361330691264,False,8366.0,0.9550228310502284
2013,A342,CRATEUS,CE,NE,-5.1861111,-40.66999999,291.0,-5.25,-40.75,7378,11.355438705733107,False,8745.0,0.9982876712328768
2013,A343,PICOS,PI,NE,-7.07083332,-41.40416666,233.0,-7.0,-41.5,8502,13.186633796832966,False,8745.0,0.9982876712328768
2013,A344,CALCANHAR,RN,NE,-5.16,-35.45416666,17.0,-5.25,-35.5,7399,11.221013855554151,False,5857.0,0.6686073059360731
2013,A345,SAO RAIMUNDO NONATO,PI,NE,-9.03305554,-42.70055555,402.0,-9.0,-42.75,9785,6.557094577665776,False,8647.0,0.9871004566210044
2013,A346,URUCUI,PI,NE,-7.47472221,-44.34472221,393.0,-7.5,-44.25,8813,10.814493933028508,False,8746.0,0.9984018264840184
2013,A347,CAMPOS SALES,CE,NE,-7.07805554,-40.36305555,572.0,-7.0,-40.25,8507,15.198491258115821,False,7363.0,0.8405251141552511
2013,A348,CABACEIRAS,PB,NE,-7.48333333,-36.28638888,436.0,-7.5,-36.25,8845,4.419103760320319,False,7726.0,0.8819634703196347
2013,A349,IBIMIRIM,PE,NE,-8.50944444,-37.71138888,448.0,-8.5,-37.75,9483,4.3740945613064035,False,8746.0,0.9984018264840184
2013,A350,SERRA TALHADA,PE,NE,-7.95361111,-38.29472221,461.0,-8.0,-38.25,9159,7.131661111645414,False,8746.0,0.9984018264840184
2013,A351,FLORESTA,PE,NE,-8.5936111,-38.58388888,332.0,-8.5,-38.5,9480,13.908253802273734,False,8737.0,0.9973744292237444
2013,A352,CAMARATUBA,PB,NE,-6.56083333,-35.13472221,136.0,-6.5,-35.25,8205,14.420151356294443,False,8739.0,0.9976027397260274
2013,A353,ARAPIRACA,AL,NE,-9.80416666,-36.61888888,241.0,-9.75,-36.5,10293,14.352778027247506,False,8746.0,0.9984018264840184
2013,A354,OEIRAS,PI,NE,-6.97416666,-42.14694444,156.0,-7.0,-42.25,8499,11.73129282418131,False,8745.0,0.9982876712328768
2013,A355,CORURIPE,AL,NE,-10.14527777,-36.28638888,74.0,-10.25,-36.25,10616,12.306734024475103,False,8746.0,0.9984018264840184
2013,A356,SAO LUIS DO QUITUNDE,AL,NE,-9.28749999,-35.56583333,19.0,-9.25,-35.5,9975,8.341737967136474,False,8595.0,0.9811643835616438
2013,A357,PALMARES,PE,NE,-8.66638888,-35.56805554,180.0,-8.75,-35.5,9653,11.932743774928793,False,8744.0,0.9981735159817352
2013,A358,JAGUARIBE,CE,NE,-5.90527777,-38.62777777,184.0,-6.0,-38.75,7869,17.136280126242916,False,8746.0,0.9984018264840184
2013,A359,ITAPIPOCA,CE,NE,-3.48388888,-39.58833333,102.0,-3.5,-39.5,6256,9.966329192895952,False,7722.0,0.8815068493150685
2013,A360,ACARAU,CE,NE,-3.12083332,-40.08694444,76.0,-3.0,-40.0,5932,16.544720833286107,False,8744.0,0.9981735159817352
2013,A361,CASTELO DO PIAUI,PI,NE,-5.34916666,-41.51222222,286.0,-5.25,-41.5,7375,11.109570914517926,False,7815.0,0.8921232876712328
2013,A362,SAO PEDRO DO PIAUI,PI,NE,-5.91111111,-42.7186111,287.0,-6.0,-42.75,7853,10.47590488114993,False,8602.0,0.9819634703196348
2013,A363,VALENCA DO PIAUI,PI,NE,-6.39916666,-41.73999999,301.0,-6.5,-41.75,8179,11.266482219825,False,8745.0,0.9982876712328768
2013,A364,GILBUES,PI,NE,-9.87472221,-45.34638888,425.0,-9.75,-45.25,10258,17.43197096152006,False,7597.0,0.8672374429223745
2013,A365,CANTO DO BURITI,PI,NE,-8.11777777,-42.00888888,308.0,-8.0,-42.0,9144,13.13282269988353,False,8346.0,0.9527397260273972
2013,A366,OURICURI,PE,NE,-7.88472221,-40.10111111,464.0,-8.0,-40.0,9152,16.97946581815508,False,7833.0,0.8941780821917809
2013,A367,SANTA CRUZ,RN,NE,-6.22777777,-36.02638888,237.0,-6.25,-36.0,8041,3.8228737239159005,False,8744.0,0.9981735159817352
2013,A401,SALVADOR,BA,NE,-13.01666666,-38.51666666,51.41,-13.0,-38.5,12378,2.5874811367889103,False,7674.0,0.876027397260274
2013,A402,BARREIRAS,BA,NE,-12.15,-45.01666666,470.37,-12.25,-45.0,11869,11.266082519300161,False,8728.0,0.9963470319634704
2013,A404,LUIZ EDUARDO MAGALHAES,BA,NE,-12.15222222,-45.82972221,754.04,-12.25,-45.75,11866,13.902605555152325,False,8417.0,0.9608447488584476
2013,A405,CARAVELAS,BA,NE,-17.73333333,-39.26666666,2.88,-17.75,-39.25,15434,2.5593272588675533,False,7178.0,0.8194063926940639
2013,A406,CRUZ DAS ALMAS,BA,NE,-12.65,-39.15,225.87,-12.75,-39.25,12214,15.534184952457371,False,8737.0,0.9973744292237444
2013,A407,ITIRUCU,BA,NE,-13.52833332,-40.11972221,755.61,-13.5,-40.0,12694,13.321825104071337,False,8744.0,0.9981735159817352
2013,A408,ITABERABA,BA,NE,-12.51666666,-40.3,249.89,-12.5,-40.25,12049,5.735455331309945,False,8740.0,0.997716894977169
2013,A409,ARACAJU,SE,NE,-10.95027777,-37.05,4.72,-11.0,-37.0,11096,7.769095876652661,False,8737.0,0.9973744292237444
2013,A410,ILHEUS,BA,NE,-14.65944444,-39.1811111,78.0,-14.75,-39.25,13502,12.501515926422778,False,7624.0,0.8703196347031964
2013,A412,MACAJUBA,BA,NE,-12.11666666,-40.18333333,380.0,-12.0,-40.25,11727,14.860916451930818,False,8746.0,0.9984018264840184
2013,A413,FEIRA DE SANTANA,BA,NE,-12.19583333,-38.96722221,231.0,-12.25,-39.0,11893,6.997567349930752,False,8145.0,0.9297945205479452
2013,A414,VITORIA DA CONQUISTA,BA,NE,-14.8861111,-40.80138888,874.81,-15.0,-40.75,13657,13.815023902201892,False,8728.0,0.9963470319634704
2013,A415,SANTA RITA DE CASSIA,BA,NE,-11.01999999,-44.52499999,450.0,-11.0,-44.5,11066,3.5201685764358395,False,8746.0,0.9984018264840184
2013,A416,CORRENTINA,BA,NE,-13.33222221,-44.61722221,549.0,-13.25,-44.5,12515,15.63676202648652,False,8746.0,0.9984018264840184
2013,A417,ITABAIANINHA,SE,NE,-11.27249999,-37.79472221,208.0,-11.25,-37.75,11254,5.481423333452844,False,8725.0,0.9960045662100456
2013,A418,BOM JESUS DA LAPA,BA,NE,-13.41666666,-43.18416666,440.0,-13.5,-43.25,12681,11.685387107338032,False,8727.0,0.9962328767123289
2013,A419,POCO VERDE,SE,NE,-10.73749999,-38.10777777,362.0,-10.75,-38.0,10931,11.856037256641356,False,7782.0,0.8883561643835617
2013,A420,CARIRA,SE,NE,-10.39944444,-37.74722221,308.0,-10.5,-37.75,10771,11.185408726366232,False,7380.0,0.8424657534246576
2013,A421,BREJO GRANDE,SE,NE,-10.47944443,-36.48194443,6.11,-10.5,-36.5,10776,3.020189180182817,False,8727.0,0.9962328767123289
2013,A422,ABROLHOS,BA,NE,-17.96416666,-38.6961111,25.0,-18.0,-38.75,15597,6.954153641764594,False,6559.0,0.7487442922374429
2013,A423,REMANSO,BA,NE,-9.60277777,-42.10277777,401.0,-9.5,-42.0,10110,16.050536428017434,False,8734.0,0.9970319634703196
2013,A424,IRECE,BA,NE,-11.32888888,-41.86444444,755.0,-11.25,-41.75,11238,15.25401632922331,False,8314.0,0.9490867579908676
2013,A425,LENCOIS,BA,NE,-12.55722222,-41.38888888,438.74,-12.5,-41.5,12044,13.63630151130886,False,7947.0,0.9071917808219178
2013,A426,GUANAMBI,BA,NE,-14.20805555,-42.74944444,882.0,-14.25,-42.75,13166,4.664400862663041,False,8691.0,0.9921232876712328
2013,A427,PORTO SEGURO,BA,NE,-16.38916666,-39.18249999,85.0,-16.5,-39.25,14629,14.272505477965044,False,8585.0,0.9800228310502284
2013,A428,SENHOR DO BONFIM,BA,NE,-10.44305555,-40.14833333,539.0,-10.5,-40.25,10761,12.793408086916553,False,8716.0,0.9949771689497716
2013,A429,BARRA,BA,NE,-11.08472221,-43.13916666,403.0,-11.0,-43.25,11071,15.331714325840187,False,8742.0,0.997945205479452
2013,A430,PIATA,BA,NE,-13.15583333,-41.77416666,1290.0,-13.25,-41.75,12526,10.792754090495286,False,8737.0,0.9973744292237444
2013,A431,CONDE,BA,NE,-11.8,-37.59972221,31.9,-11.75,-37.5,11577,12.19622372219597,False,8107.0,0.9254566210045662
2013,A432,BURITIRAMA,BA,NE,-10.72305554,-43.65111111,506.5,-10.75,-43.75,10908,11.211218641496378,False,8746.0,0.9984018264840184
2013,A433,BRUMADO,BA,NE,-14.18166666,-41.67222221,470.0,-14.25,-41.75,13170,11.314615800019169,False,8725.0,0.9960045662100456
2013,A434,AMARGOSA,BA,NE,-13.00944444,-39.61694443,407.0,-13.0,-39.5,12374,12.713569332077878,False,8738.0,0.997488584474886
2013,A435,UAUA,BA,NE,-9.8336111,-39.49555555,453.0,-9.75,-39.5,10281,9.30988925504807,False,8715.0,0.9948630136986302
2013,A436,QUEIMADAS,BA,NE,-10.98472221,-39.61694443,315.0,-11.0,-39.5,11086,12.877607972719469,False,8264.0,0.94337899543379
2013,A437,UNA,BA,NE,-15.27999999,-39.0911111,74.0,-15.25,-39.0,13825,10.32726596208483,False,8746.0,0.9984018264840184
2013,A438,MARAU,BA,NE,-13.90722222,-38.97222221,10.0,-14.0,-39.0,13020,10.74311115755602,False,8746.0,0.9984018264840184
2013,A439,IBOTIRAMA,BA,NE,-12.19249999,-43.2125,430.0,-12.25,-43.25,11876,7.582073504157459,False,7330.0,0.83675799086758
2013,A440,JACOBINA,BA,NE,-11.205,-40.465,453.0,-11.25,-40.5,11243,6.293641602399378,False,8304.0,0.947945205479452
2013,A441,SERRINHA,BA,NE,-11.66444444,-39.02305554,339.0,-11.75,-39.0,11571,9.838990317591486,False,8731.0,0.996689497716895
2013,A442,EUCLIDES DA CUNHA,BA,NE,-10.53722221,-38.99666666,430.0,-10.5,-39.0,10766,4.15493891097665,False,8444.0,0.9639269406392694
2013,A443,DELFINO,BA,NE,-10.455,-41.20722222,637.0,-10.5,-41.25,10757,6.849493974863655,False,7666.0,0.8751141552511416
2013,A444,VALENCA,BA,NE,-13.3436111,-39.12666666,105.0,-13.25,-39.25,12536,16.925597237607665,False,7739.0,0.8834474885844749
2013,A445,IPIAU,BA,NE,-14.17138888,-39.69249999,125.0,-14.25,-39.75,13178,10.715599996095207,False,8746.0,0.9984018264840184
2013,A446,ITAPETINGA,BA,NE,-15.24472221,-40.22944443,269.0,-15.25,-40.25,13820,2.2819749680909664,False,8740.0,0.997716894977169
2013,A447,BELMONTE,BA,NE,-16.08805555,-39.21555555,88.0,-16.0,-39.25,14307,10.46036454243977,False,8745.0,0.9982876712328768
2013,A502,BARBACENA,MG,SE,-21.22888888,-43.76694443,1155.0,-21.25,-43.75,17670,2.9316581961479566,False,8738.0,0.997488584474886
2013,A505,ARAXA,MG,SE,-19.60555555,-46.94944444,1020.0,-19.5,-47.0,16530,12.877313135494113,False,7557.0,0.8626712328767123
2013,A506,MONTES CLAROS,MG,SE,-16.71666666,-43.86666666,646.29,-16.75,-43.75,14772,12.964557427394917,False,8745.0,0.9982876712328768
2013,A507,UBERLANDIA,MG,SE,-18.91722221,-48.25555555,869.0,-19.0,-48.25,16203,9.22300615401448,False,8733.0,0.996917808219178
2013,A508,ALMENARA,MG,SE,-16.16666666,-40.68777777,194.0,-16.25,-40.75,14462,11.40191467631017,False,8739.0,0.9976027397260274
2013,A509,MONTE VERDE,MG,SE,-22.86138888,-46.04333333,1500.0,-22.75,-46.0,18627,13.15825619880512,False,8746.0,0.9984018264840184
2013,A510,VICOSA,MG,SE,-20.76277777,-42.86388888,712.2,-20.75,-42.75,17352,11.926874832665975,False,8742.0,0.997945205479452
2013,A511,TIMOTEO,MG,SE,-19.5736111,-42.62222221,333.0,-19.5,-42.5,16548,15.200123065057634,False,7573.0,0.8644977168949771
2013,A512,ITUIUTABA,MG,SE,-18.95277777,-49.52499999,560.0,-19.0,-49.5,16198,5.872164032796663,False,8741.0,0.9978310502283104
2013,A513,OURO BRANCO,MG,SE,-20.54583333,-43.76944443,1061.0,-20.5,-43.75,17187,5.483969889038414,False,8733.0,0.996917808219178
2013,A514,SAO JOAO DEL REI,MG,SE,-21.22638888,-44.97944443,991.0,-21.25,-45.0,17665,3.381081922551243,False,8465.0,0.966324200913242
2013,A515,VARGINHA,MG,SE,-21.56638888,-45.40416666,955.0,-21.5,-45.5,17824,12.359297984547498,False,8745.0,0.9982876712328768
2013,A516,PASSOS,MG,SE,-20.74499999,-46.63388888,784.0,-20.75,-46.75,17336,12.086510426390488,False,8739.0,0.9976027397260274
2013,A517,MURIAE,MG,SE,-21.10472222,-42.37583332,297.0,-21.0,-42.5,17514,17.367322294908476,False,8736.0,0.9972602739726028
2013,A518,JUIZ DE FORA,MG,SE,-21.76999999,-43.36416666,950.0,-21.75,-43.25,17994,11.998108963847283,False,8739.0,0.9976027397260274
2013,A519,CAMPINA VERDE,MG,SE,-19.53916666,-49.51805554,555.2,-19.5,-49.5,16520,4.748477970059409,False,8603.0,0.9820776255707764
2013,A520,CONCEICAO DAS ALAGOAS,MG,SE,-19.98583333,-48.15138888,568.0,-20.0,-48.25,16847,10.423973904497867,False,6826.0,0.7792237442922374
2013,A521,PAMPULHA,MG,SE,-19.88416666,-43.96944443,869.0,-20.0,-44.0,16864,13.270188569585411,False,8739.0,0.9976027397260274
2013,A522,SERRA DOS AIMORES,MG,SE,-17.7986111,-40.24972221,208.0,-17.75,-40.25,15430,5.40539519735458,False,8745.0,0.9982876712328768
2013,A523,PATROCINIO,MG,SE,-18.99638888,-46.98583333,976.0,-19.0,-47.0,16208,1.54263318883535,False,8746.0,0.9984018264840184
2013,A524,FORMIGA,MG,SE,-20.45472222,-45.45388888,873.0,-20.5,-45.5,17180,6.958441116338794,False,8706.0,0.9938356164383562
2013,A525,SACRAMENTO,MG,SE,-19.87527777,-47.43416666,912.0,-20.0,-47.5,16850,15.481975104805949,False,8733.0,0.996917808219178
2013,A526,MONTALVANIA,MG,SE,-15.08583333,-44.01583333,512.0,-15.0,-44.0,13644,9.69450688186112,False,8746.0,0.9984018264840184
2013,A527,TEOFILO OTONI,MG,SE,-17.9,-41.51666666,475.0,-18.0,-41.5,15586,11.258409560534526,False,8740.0,0.997716894977169
2013,A528,TRES MARIAS,MG,SE,-18.20055555,-45.45972222,921.0,-18.25,-45.5,15731,6.951576115580918,False,8746.0,0.9984018264840184
2013,A529,PASSA QUATRO,MG,SE,-22.3961111,-44.96166666,1040.0,-22.5,-45.0,18470,12.205195613486673,False,8736.0,0.9972602739726028
2013,A530,CALDAS,MG,SE,-21.91805554,-46.38305554,1150.0,-22.0,-46.5,18142,15.115387735122248,False,8732.0,0.9968036529680364
2013,A531,MARIA DA FE,MG,SE,-22.31444444,-45.37277777,1276.33,-22.25,-45.25,18308,14.52372594771113,False,8731.0,0.996689497716895
2013,A532,GOVERNADOR VALADARES,MG,SE,-18.83027777,-41.97666666,214.0,-18.75,-42.0,16067,9.258270090479321,False,8436.0,0.963013698630137
2013,A533,GUANHAES,MG,SE,-18.78666666,-42.94305555,860.0,-18.75,-43.0,16063,7.250259271437699,False,8688.0,0.9917808219178084
2013,A534,AIMORES,MG,SE,-19.53277777,-41.09083333,83.74,-19.5,-41.0,16554,10.193768961920767,False,8746.0,0.9984018264840184
2013,A535,FLORESTAL,MG,SE,-19.88527778,-44.41694444,750.0,-20.0,-44.5,16862,15.430458204461335,False,8738.0,0.997488584474886
2013,A536,DORES DO INDAIA,MG,SE,-19.48166666,-45.59388888,722.0,-19.5,-45.5,16536,10.050631365019806,False,8734.0,0.9970319634703196
2013,A537,DIAMANTINA,MG,SE,-18.2311111,-43.64805555,1356.0,-18.25,-43.75,15738,10.96907442499347,False,8740.0,0.997716894977169
