codigo,anos_validos_tendencia,primeiro_ano_valido,ultimo_ano_valido,amplitude_anos,maior_sequencia_consecutiva,cobertura_calendario_mediana,cobertura_calendario_min,estacao,uf,regiao,coordenada_estavel_5km,rede_tendencia_10a,rede_tendencia_15a,rede_consecutiva_10a,rede_consecutiva_15a
A312,14,2008.0,2023.0,16,8,0.9480693415175787,0.8609589041095891,TERESINA,PI,NE,True,True,False,False,False
A313,15,2008.0,2025.0,18,7,0.9988615664845173,0.8146118721461187,CAMPINA GRANDE,PB,NE,True,True,True,False,False
A314,0,,,0,0,,,GUARAMIRANGA,CE,NE,False,False,False,False,False
A315,12,2008.0,2020.0,13,9,0.9737021857923498,0.8216894977168949,BARBALHA,CE,NE,True,True,False,False,False
A316,11,2007.0,2025.0,19,7,0.9984018264840183,0.8396118721461188,CAICO,RN,NE,True,True,False,False,False
A317,13,2007.0,2024.0,18,4,0.9502504553734062,0.8124429223744293,MACAU,RN,NE,True,True,False,False,False
A318,13,2008.0,2025.0,18,11,0.9908675799086758,0.8358378870673953,MOSSORO,RN,NE,True,True,False,True,False
A319,12,2008.0,2023.0,16,5,0.9024543378995433,0.8050228310502283,IGUATU,CE,NE,True,True,False,False,False
A320,13,2008.0,2024.0,17,5,0.9496575342465754,0.819634703196347,JOAO PESSOA,PB,NE,True,True,False,False,False
A321,13,2008.0,2025.0,18,8,0.983675799086758,0.8455479452054795,PATOS,PB,NE,True,True,False,False,False
A322,16,2008.0,2025.0,18,13,0.9981179978541308,0.8181506849315069,GARANHUNS,PE,NE,True,True,True,True,False
A323,14,2008.0,2024.0,17,12,0.9548668812535868,0.8032786885245902,PAO DE ACUCAR,AL,NE,True,True,False,True,False
A324,12,2008.0,2019.0,12,12,0.9963470319634703,0.9095890410958904,TAUA,CE,NE,True,True,False,True,False
A325,11,2008.0,2019.0,12,10,0.9779143897996357,0.8549086757990868,QUIXERAMOBIM,CE,NE,True,True,False,True,False
A326,15,2008.0,2024.0,17,7,0.9912100456621005,0.8378995433789954,BOM JESUS DO PIAUI,PI,NE,True,True,True,False,False
A327,14,2008.0,2024.0,17,11,0.9972074069915413,0.804337899543379,PALMEIRA DOS INDIOS,AL,NE,True,True,False,True,False
A328,13,2008.0,2023.0,16,12,0.9960045662100456,0.8129553734061931,SURUBIM,PE,NE,True,True,False,True,False
A329,17,2008.0,2025.0,18,14,0.9988584474885844,0.8523972602739726,CABROBO,PE,NE,True,True,True,True,False
A330,0,,,0,0,,,PAULISTANA,PI,NE,False,False,False,False,False
A331,14,2008.0,2024.0,17,12,0.9456115727225092,0.8039954337899543,SAO JOAO DO PIAUI,PI,NE,True,True,False,True,False
A332,0,,,0,0,,,MORADA NOVA,CE,NE,False,False,False,False,False
A333,0,,,0,0,,,SAO GONCALO,PB,NE,False,False,False,False,False
A334,14,2008.0,2023.0,16,10,0.9982305936073059,0.8486301369863014,MONTEIRO,PB,NE,True,True,False,True,False
A335,14,2008.0,2024.0,17,8,0.9900340282456271,0.8584474885844748,PIRIPIRI,PI,NE,True,True,False,False,False
A336,0,,,0,0,,,ALVORADA DO GURGUEIA,PI,NE,False,False,False,False,False
A337,14,2008.0,2021.0,14,14,0.9063441936771715,0.8114155251141553,CARACOL,PI,NE,True,True,False,True,False
A338,9,2008.0,2017.0,10,8,0.9714253187613844,0.8507990867579909,ESPERANTINA,PI,NE,True,False,False,False,False
A339,0,,,0,0,,,JAGUARUANA,CE,NE,False,False,False,False,False
A340,13,2008.0,2023.0,16,7,0.9779680365296803,0.8164383561643835,APODI,RN,NE,True,True,False,False,False
A341,0,,,0,0,,,CARUARU,PE,NE,False,False,False,False,False
A342,14,2009.0,2024.0,16,10,0.9993726139681114,0.9050546448087432,CRATEUS,CE,NE,True,True,False,True,False
A343,10,2010.0,2019.0,10,10,0.9686643835616439,0.8221461187214611,PICOS,PI,NE,True,True,False,True,False
A344,6,2009.0,2016.0,8,4,0.9343607305936072,0.8440346083788707,CALCANHAR,RN,NE,True,False,False,False,False
A345,12,2008.0,2023.0,16,8,0.9880857474361853,0.8354963570127505,SAO RAIMUNDO NONATO,PI,NE,True,True,False,False,False
A346,15,2008.0,2024.0,17,13,0.9986301369863013,0.8172814207650273,URUCUI,PI,NE,True,True,True,True,False
A347,13,2008.0,2023.0,16,12,0.94341985428051,0.8150045537340619,CAMPOS SALES,CE,NE,True,True,False,True,False
A348,15,2008.0,2023.0,16,13,0.9986301369863013,0.8365209471766849,CABACEIRAS,PB,NE,True,True,True,True,False
A349,16,2009.0,2025.0,17,15,0.9985730593607306,0.8552511415525114,IBIMIRIM,PE,NE,True,True,True,True,True
A350,13,2009.0,2023.0,15,12,0.9984018264840183,0.8355022831050228,SERRA TALHADA,PE,NE,True,True,False,True,False
A351,13,2009.0,2024.0,16,10,0.9931506849315068,0.8002283105022832,FLORESTA,PE,NE,True,True,False,True,False
A352,14,2009.0,2025.0,17,8,0.9361301369863013,0.8045309653916212,CAMARATUBA,PB,NE,True,True,False,False,False
A353,11,2009.0,2024.0,16,10,0.9980593607305936,0.822632058287796,ARAPIRACA,AL,NE,True,True,False,True,False
A354,14,2009.0,2025.0,17,11,0.9976027397260274,0.8070776255707762,OEIRAS,PI,NE,True,True,False,True,False
A355,13,2009.0,2025.0,17,5,0.9984018264840183,0.8067351598173516,CORURIPE,AL,NE,True,True,False,False,False
A356,11,2009.0,2023.0,15,8,0.9948630136986302,0.8214611872146119,SAO LUIS DO QUITUNDE,AL,NE,True,True,False,False,False
A357,13,2009.0,2025.0,17,8,0.9988584474885844,0.8220319634703196,PALMARES,PE,NE,True,True,False,False,False
A358,12,2009.0,2023.0,15,11,0.9986301369863013,0.8835616438356164,JAGUARIBE,CE,NE,True,True,False,True,False
A359,11,2009.0,2023.0,15,10,0.9897260273972602,0.8091324200913242,ITAPIPOCA,CE,NE,True,True,False,True,False
A360,9,2010.0,2023.0,14,6,0.9989754098360656,0.8356164383561644,ACARAU,CE,NE,True,False,False,False,False
A361,10,2010.0,2024.0,15,7,0.998972602739726,0.8921232876712328,CASTELO DO PIAUI,PI,NE,True,True,False,False,False
A362,8,2011.0,2018.0,8,8,0.9897831050228311,0.8600456621004566,SAO PEDRO DO PIAUI,PI,NE,True,False,False,False,False
A363,13,2010.0,2025.0,16,9,0.9990867579908675,0.8044520547945205,VALENCA DO PIAUI,PI,NE,True,True,False,False,False
A364,10,2010.0,2024.0,15,7,0.9988013698630136,0.8672374429223745,GILBUES,PI,NE,True,True,False,False,False
A365,0,,,0,0,,,CANTO DO BURITI,PI,NE,False,False,False,False,False
A366,10,2011.0,2025.0,15,4,0.904069977792749,0.8092465753424658,OURICURI,PE,NE,True,True,False,False,False
A367,10,2011.0,2023.0,13,9,0.9353310502283105,0.8271689497716895,SANTA CRUZ,RN,NE,True,True,False,False,False
A368,3,2019.0,2023.0,5,2,1.0,1.0,TIANGUA,CE,NE,True,False,False,False,False
A369,3,2019.0,2024.0,6,2,0.9554872495446266,0.9011415525114155,QUIXADA,CE,NE,True,False,False,False,False
A370,5,2018.0,2025.0,8,3,0.9646118721461188,0.8496575342465753,SALGUEIRO,PE,NE,True,False,False,False,False
A371,5,2018.0,2025.0,8,2,0.9744292237442922,0.8825342465753425,PIRANHAS,AL,NE,True,False,False,False,False
A372,3,2018.0,2025.0,8,2,0.9021689497716895,0.8134703196347032,IPANGUACU,RN,NE,True,False,False,False,False
A373,2,2018.0,2019.0,2,2,0.9763698630136987,0.9527397260273973,ITAPORANGA,PB,NE,True,False,False,False,False
A374,5,2019.0,2025.0,7,4,0.964041095890411,0.95525956284153,CORRENTE,PI,NE,True,False,False,False,False
A375,3,2020.0,2025.0,6,2,0.9810502283105023,0.975,BAIXA GRANDE DO RIBEIRO,PI,NE,True,False,False,False,False
A376,1,2023.0,2023.0,1,1,0.9271689497716895,0.9271689497716895,CAMPO MAIOR,PI,NE,True,False,False,False,False
A377,1,2020.0,2020.0,1,1,0.9883879781420765,0.9883879781420765,ANGICAL DO PIAUI,PI,NE,True,False,False,False,False
A401,22,2001.0,2025.0,25,17,0.9978881278538814,0.876027397260274,SALVADOR,BA,NE,True,True,True,True,True
A402,18,2007.0,2025.0,19,14,0.9832191780821917,0.8319672131147541,BARREIRAS,BA,NE,True,True,True,True,False
A404,18,2003.0,2025.0,23,8,0.9672700364298725,0.8202054794520548,LUIZ EDUARDO MAGALHAES,BA,NE,True,True,True,False,False
A405,14,2004.0,2025.0,22,9,0.9949843426404172,0.8089041095890411,CARAVELAS,BA,NE,True,True,False,False,False
A406,0,,,0,0,,,CRUZ DAS ALMAS,BA,NE,False,False,False,False,False
A407,17,2003.0,2022.0,20,13,0.9954462659380692,0.8539954337899544,ITIRUCU,BA,NE,True,True,True,True,False
A408,22,2003.0,2025.0,23,16,0.9993156922923372,0.8393670309653917,ITABERABA,BA,NE,True,True,True,True,True
A409,16,2003.0,2023.0,21,12,0.9981735159817351,0.8589041095890411,ARACAJU,SE,NE,True,True,True,True,False
A410,16,2003.0,2024.0,22,8,0.9420200489058562,0.8235159817351598,ILHEUS,BA,NE,True,True,True,False,False
A412,0,,,0,0,,,MACAJUBA,BA,NE,False,False,False,False,False
A413,12,2008.0,2022.0,15,7,0.9885971068193726,0.8010018214936248,FEIRA DE SANTANA,BA,NE,True,True,False,False,False
A414,16,2008.0,2025.0,18,7,0.9973204705941063,0.8288812785388128,VITORIA DA CONQUISTA,BA,NE,True,True,True,False,False
A415,10,2008.0,2019.0,12,7,0.9922586520947176,0.9091324200913242,SANTA RITA DE CASSIA,BA,NE,True,True,False,False,False
A416,13,2008.0,2025.0,18,4,0.9995433789954338,0.8514344262295082,CORRENTINA,BA,NE,True,True,False,False,False
A417,14,2008.0,2025.0,18,12,0.9970319634703196,0.8568493150684932,ITABAIANINHA,SE,NE,True,True,False,True,False
A418,0,,,0,0,,,BOM JESUS DA LAPA,BA,NE,False,False,False,False,False
A419,12,2009.0,2023.0,15,6,0.9960616438356165,0.8285388127853881,POCO VERDE,SE,NE,True,True,False,False,False
A420,10,2009.0,2020.0,12,7,0.9972602739726028,0.8424657534246576,CARIRA,SE,NE,True,True,False,False,False
A421,11,2009.0,2025.0,17,4,0.9996575342465753,0.8501141552511415,BREJO GRANDE,SE,NE,True,True,False,False,False
A422,6,2015.0,2020.0,6,6,0.8469073595828032,0.8172374429223744,ABROLHOS,BA,NE,True,False,False,False,False
A423,13,2009.0,2023.0,15,12,0.9974885844748859,0.85132058287796,REMANSO,BA,NE,True,True,False,True,False
A424,16,2009.0,2025.0,17,14,0.9980615440277466,0.8372040072859745,IRECE,BA,NE,True,True,True,True,False
A425,14,2009.0,2024.0,16,10,0.9994870811188462,0.9070776255707762,LENCOIS,BA,NE,True,True,False,True,False
A426,13,2009.0,2025.0,17,7,0.9921232876712329,0.8068493150684931,GUANAMBI,BA,NE,True,True,False,False,False
A427,12,2009.0,2023.0,15,11,0.96175799086758,0.8531420765027322,PORTO SEGURO,BA,NE,True,True,False,True,False
A428,15,2009.0,2025.0,17,7,0.9949771689497717,0.8319672131147541,SENHOR DO BONFIM,BA,NE,True,True,True,False,False
A429,14,2009.0,2025.0,17,12,0.9969178082191781,0.8106164383561644,BARRA,BA,NE,True,True,False,True,False
A430,16,2009.0,2024.0,16,16,0.9980593607305936,0.8800091074681239,PIATA,BA,NE,True,True,True,True,True
A431,0,,,0,0,,,CONDE,BA,NE,False,False,False,False,False
A432,10,2009.0,2019.0,11,9,0.9382420091324201,0.8365296803652968,BURITIRAMA,BA,NE,True,True,False,False,False
A433,17,2009.0,2025.0,17,17,0.9985159817351598,0.8378995433789954,BRUMADO,BA,NE,True,True,True,True,True
A434,15,2009.0,2025.0,17,13,0.9993169398907104,0.8017123287671233,AMARGOSA,BA,NE,True,True,True,True,False
A435,12,2009.0,2020.0,12,12,0.9840549130423935,0.8662100456621005,UAUA,BA,NE,True,True,False,True,False
A436,13,2009.0,2023.0,15,11,0.9886986301369863,0.8398401826484019,QUEIMADAS,BA,NE,True,True,False,True,False
A437,13,2009.0,2024.0,16,8,0.9972602739726028,0.8331050228310503,UNA,BA,NE,True,True,False,False,False
A438,12,2009.0,2022.0,14,10,0.9978881278538814,0.8327625570776256,MARAU,BA,NE,True,True,False,True,False
A439,15,2009.0,2025.0,17,9,0.9667808219178082,0.83675799086758,IBOTIRAMA,BA,NE,True,True,True,False,False
A440,10,2009.0,2019.0,11,8,0.9988013698630136,0.917351598173516,JACOBINA,BA,NE,True,True,False,False,False
A441,12,2009.0,2023.0,15,11,0.9986872146118722,0.9577625570776256,SERRINHA,BA,NE,True,True,False,True,False
A442,14,2009.0,2025.0,17,9,0.9970319634703196,0.8350456621004566,EUCLIDES DA CUNHA,BA,NE,True,True,False,False,False
A443,13,2009.0,2025.0,17,11,0.9988584474885844,0.8751141552511416,DELFINO,BA,NE,True,True,False,True,False
A444,12,2010.0,2023.0,14,11,0.9603828255607956,0.8079908675799087,VALENCA,BA,NE,True,True,False,True,False
A445,11,2010.0,2020.0,11,11,0.9984018264840183,0.8832191780821917,IPIAU,BA,NE,True,True,False,True,False
A446,13,2010.0,2024.0,15,8,0.9929417122040073,0.8387978142076503,ITAPETINGA,BA,NE,True,True,False,False,False
A447,13,2010.0,2025.0,16,9,0.9986301369863013,0.813752276867031,BELMONTE,BA,NE,True,True,False,False,False
A448,7,2016.0,2025.0,10,4,0.9806466302367942,0.8214611872146119,CURACA,BA,NE,True,False,False,False,False
A449,2,2019.0,2020.0,2,2,0.8588144384559723,0.8571265938069217,PILAO ARCADO,BA,NE,True,False,False,False,False
A450,7,2016.0,2024.0,9,6,0.9988584474885844,0.9602739726027397,JEREMOABO,BA,NE,True,False,False,False,False
A451,2,2018.0,2019.0,2,2,0.986472602739726,0.9817351598173516,ITABAIANA,SE,NE,True,False,False,False,False
A452,3,2018.0,2022.0,5,2,0.9998858447488584,0.9473744292237443,FORMOSO DO RIO PRETO,BA,NE,True,False,False,False,False
A453,6,2018.0,2024.0,7,4,0.9726598173515981,0.8363013698630137,NOSSA SENHORA DA GLORIA,SE,NE,True,False,False,False,False
A454,2,2017.0,2018.0,2,2,0.9410388127853881,0.8820776255707763,MACAUBAS,BA,NE,True,False,False,False,False
A455,0,,,0,0,,,ITAMARAJU,BA,NE,False,False,False,False,False
A456,6,2019.0,2025.0,7,4,0.903824200913242,0.8547945205479452,SALVADOR (RADIO FAROL),BA,NE,True,False,False,False,False
A458,6,2019.0,2025.0,7,5,0.9674086757990867,0.9496575342465754,RIBEIRA DO AMPARO,BA,NE,True,False,False,False,False
A502,20,2005.0,2025.0,21,13,0.9978906230506275,0.9356164383561644,BARBACENA,MG,SE,True,True,True,True,False
A505,21,2003.0,2024.0,22,16,0.9946347031963471,0.8626712328767123,ARAXA,MG,SE,True,True,True,True,True
A506,21,2003.0,2025.0,23,15,0.9988584474885844,0.9194063926940639,MONTES CLAROS,MG,SE,True,True,True,True,True
A507,20,2006.0,2025.0,20,20,0.9980593607305936,0.8007741347905283,UBERLANDIA,MG,SE,True,True,True,True,True
A508,20,2003.0,2025.0,23,8,0.9849495970257255,0.8135844748858447,ALMENARA,MG,SE,True,True,True,False,False
A509,21,2005.0,2025.0,21,21,0.9971461187214612,0.8197488584474886,MONTE VERDE,MG,SE,True,True,True,True,True
A510,20,2006.0,2025.0,20,20,0.999088317488834,0.877283105022831,VICOSA,MG,SE,True,True,True,True,True
A511,19,2006.0,2025.0,20,18,0.998972602739726,0.8022831050228311,TIMOTEO,MG,SE,True,True,True,True,True
A512,17,2007.0,2025.0,19,13,0.9972602739726028,0.8611111111111112,ITUIUTABA,MG,SE,True,True,True,True,False
A513,16,2007.0,2025.0,19,15,0.9989754098360656,0.9622146118721461,OURO BRANCO,MG,SE,True,True,True,True,True
A514,0,,,0,0,,,SAO JOAO DEL REI,MG,SE,False,False,False,False,False
A515,17,2007.0,2024.0,18,9,0.9992030965391621,0.9006849315068494,VARGINHA,MG,SE,True,True,True,False,False
A516,19,2007.0,2025.0,19,19,0.9896118721461187,0.8055555555555556,PASSOS,MG,SE,True,True,True,True,True
A517,18,2007.0,2025.0,19,10,0.9956090775257629,0.8651826484018265,MURIAE,MG,SE,True,True,True,True,False
A518,18,2008.0,2025.0,18,18,0.9990880055892407,0.9037671232876713,JUIZ DE FORA,MG,SE,True,True,True,True,True
A519,18,2007.0,2025.0,19,14,0.9954426790927464,0.8684931506849315,CAMPINA VERDE,MG,SE,True,True,True,True,False
A520,18,2007.0,2025.0,19,12,0.9972602739726028,0.9181506849315069,CONCEICAO DAS ALAGOAS,MG,SE,True,True,True,True,False
A521,19,2007.0,2025.0,19,19,0.9985159817351598,0.9618721461187215,PAMPULHA,MG,SE,True,True,True,True,True
A522,19,2007.0,2025.0,19,19,0.9918032786885246,0.8288934426229508,SERRA DOS AIMORES,MG,SE,True,True,True,True,True
A523,15,2008.0,2023.0,16,9,0.9994307832422586,0.9038812785388128,PATROCINIO,MG,SE,True,True,True,False,False
A524,19,2007.0,2025.0,19,19,0.996689497716895,0.8736301369863013,FORMIGA,MG,SE,True,True,True,True,True
A525,18,2007.0,2025.0,19,14,0.9986892419592285,0.8909817351598174,SACRAMENTO,MG,SE,True,True,True,True,False
A526,0,,,0,0,,,MONTALVANIA,MG,SE,False,False,False,False,False
A527,14,2007.0,2024.0,18,8,0.9943647540983607,0.8422131147540983,TEOFILO OTONI,MG,SE,True,True,False,False,False
A528,17,2007.0,2025.0,19,9,0.998972602739726,0.9624429223744292,TRES MARIAS,MG,SE,True,True,True,False,False
A529,15,2009.0,2024.0,16,8,0.9972602739726028,0.8732923497267759,PASSA QUATRO,MG,SE,True,True,True,False,False
A530,18,2007.0,2024.0,18,18,0.9978333894752601,0.9505707762557077,CALDAS,MG,SE,True,True,True,True,True
A531,18,2008.0,2025.0,18,18,0.9996010804201911,0.9828767123287672,MARIA DA FE,MG,SE,True,True,True,True,True
A532,17,2008.0,2025.0,18,10,0.9929417122040073,0.8335616438356165,GOVERNADOR VALADARES,MG,SE,True,True,True,True,False
A533,17,2008.0,2024.0,17,17,0.9951047358834244,0.9059360730593607,GUANHAES,MG,SE,True,True,True,True,True
A534,13,2008.0,2024.0,17,5,0.9949771689497717,0.8526255707762557,AIMORES,MG,SE,True,True,False,False,False
A535,16,2009.0,2025.0,17,15,0.9995440027946203,0.841324200913242,FLORESTAL,MG,SE,True,True,True,True,True
A536,18,2008.0,2025.0,18,18,0.9914383561643836,0.8639269406392694,DORES DO INDAIA,MG,SE,True,True,True,True,True
A537,18,2008.0,2025.0,18,18,0.9987456957856127,0.8954337899543379,DIAMANTINA,MG,SE,True,True,True,True,True
A538,17,2007.0,2025.0,19,14,0.9990867579908675,0.9084474885844749,CURVELO,MG,SE,True,True,True,True,False
A539,17,2008.0,2025.0,18,12,0.9986301369863013,0.8787671232876713,MOCAMBINHO,MG,SE,True,True,True,True,False
A540,18,2008.0,2025.0,18,18,0.9987458517354093,0.9034246575342466,MANTENA,MG,SE,True,True,True,True,True
A541,15,2008.0,2025.0,18,8,0.9994307832422586,0.8687386156648452,CAPELINHA,MG,SE,True,True,True,False,False
A542,17,2008.0,2025.0,18,15,0.977054794520548,0.8593607305936073,UNAI,MG,SE,True,True,True,True,True
A543,14,2008.0,2025.0,18,11,0.9960045662100456,0.8386986301369863,ESPINOSA,MG,SE,True,True,False,True,False
A544,15,2008.0,2025.0,18,9,0.9987442922374429,0.8715753424657534,BURITIS,MG,SE,True,True,True,False,False
A545,18,2008.0,2025.0,18,18,0.9654114267534994,0.8259335154826958,PIRAPORA,MG,SE,True,True,True,True,True
A546,14,2008.0,2025.0,18,7,0.9988584474885844,0.8633561643835617,GUARDA-MOR,MG,SE,True,True,False,False,False
A547,15,2008.0,2024.0,17,12,0.997716894977169,0.8950913242009132,SAO ROMAO,MG,SE,True,True,True,True,False
A548,14,2008.0,2023.0,16,8,0.9847602739726027,0.8627853881278539,CHAPADA GAUCHA,MG,SE,True,True,False,False,False
A549,17,2008.0,2025.0,18,12,0.9647260273972603,0.8581050228310503,AGUAS VERMELHAS,MG,SE,True,True,True,True,False
A550,16,2008.0,2024.0,17,9,0.997662936347531,0.9509132420091324,ITAOBIM,MG,SE,True,True,True,False,False
A551,18,2008.0,2025.0,18,18,0.9981164383561644,0.8431506849315068,RIO PARDO DE MINAS,MG,SE,True,True,True,True,True
A552,16,2008.0,2025.0,18,12,0.9971461187214612,0.8512557077625571,SALINAS,MG,SE,True,True,True,True,False
A553,17,2008.0,2025.0,18,14,0.988615664845173,0.8018264840182648,JOAO PINHEIRO,MG,SE,True,True,True,True,False
A554,17,2008.0,2025.0,18,12,0.9988615664845173,0.8585616438356164,CARATINGA,MG,SE,True,True,True,True,False
A555,17,2009.0,2025.0,17,17,0.9965846994535519,0.807648401826484,IBIRITE (ROLA MOCA),MG,SE,True,True,True,True,True
A556,13,2012.0,2025.0,14,8,0.9740437158469946,0.8419854280510018,MANHUACU,MG,SE,True,True,False,False,False
A557,12,2013.0,2025.0,13,8,0.9918949771689498,0.9095890410958904,CORONEL PACHECO,MG,SE,True,True,False,False,False
A559,8,2017.0,2025.0,9,4,0.9614800883299648,0.8728310502283105,JANUARIA,MG,SE,True,False,False,False,False
A560,4,2022.0,2025.0,4,4,0.9976027397260274,0.8848173515981735,POMPEU,MG,SE,True,False,False,False,False
A561,7,2016.0,2024.0,9,5,0.9998861566484517,0.9017123287671233,SAO SEBASTIAO DO PARAISO,MG,SE,True,False,False,False,False
A562,7,2018.0,2025.0,8,5,0.9821917808219178,0.8158675799086758,PATOS DE MINAS,MG,SE,True,False,False,False,False
A563,7,2017.0,2025.0,9,4,0.9711187214611872,0.9413706739526412,JANAUBA,MG,SE,True,False,False,False,False
A564,7,2018.0,2024.0,7,7,0.9996575342465753,0.984703196347032,DIVINOPOLIS,MG,SE,True,False,False,False,False
A565,7,2017.0,2025.0,9,4,0.9808219178082191,0.9666666666666667,BAMBUI,MG,SE,True,False,False,False,False
A566,0,,,0,0,,,ARACUAI,MG,SE,False,False,False,False,False
A567,8,2018.0,2025.0,8,8,0.9542808219178083,0.8294626593806922,MACHADO,MG,SE,True,False,False,False,False
A568,8,2018.0,2025.0,8,8,0.9761415525114155,0.8779680365296804,UBERABA,MG,SE,True,False,False,False,False
A569,8,2017.0,2025.0,9,5,0.9828767123287672,0.8608447488584475,SETE LAGOAS,MG,SE,True,False,False,False,False
A570,8,2018.0,2025.0,8,8,0.9985730593607306,0.9064207650273224,OLIVEIRA,MG,SE,True,False,False,False,False
A571,7,2019.0,2025.0,7,7,0.9933970856102003,0.8853597449908925,PARACATU,MG,SE,True,False,False,False,False
A572,0,,,0,0,,,BELO HORIZONTE - SANTO AGOSTINHO,MG,SE,True,False,False,False,False
A601,22,2002.0,2025.0,24,15,0.9986872146118722,0.853310502283105,ECOLOGIA AGRICOLA,RJ,SE,True,True,True,True,True
A602,20,2004.0,2024.0,21,18,0.9962328767123287,0.8484018264840183,MARAMBAIA,RJ,SE,True,True,True,True,True
A603,18,2005.0,2025.0,21,14,0.9970319634703196,0.8602739726027397,XEREM,RJ,SE,True,True,True,True,False
A604,17,2003.0,2025.0,23,10,0.9938356164383562,0.8287671232876712,CAMBUCI,RJ,SE,True,True,True,True,False
A606,19,2007.0,2025.0,19,19,0.9908925318761385,0.8061247723132969,ARRAIAL DO CABO,RJ,SE,True,True,True,True,True
A607,19,2007.0,2025.0,19,19,0.9989754098360656,0.8361872146118722,CAMPOS,RJ,SE,True,True,True,True,True
A608,19,2007.0,2025.0,19,19,0.9964611872146119,0.8018264840182648,MACAE,RJ,SE,True,True,True,True,True
A609,17,2007.0,2025.0,19,11,0.9942922374429224,0.8922374429223744,RESENDE,RJ,SE,True,True,True,True,False
A610,12,2007.0,2025.0,19,4,0.9988013698630137,0.8409817351598173,PICO DO COUTO,RJ,SE,True,True,False,False,False
A611,16,2007.0,2024.0,18,8,0.9970890410958904,0.8463114754098361,VALENCA,RJ,SE,True,True,True,False,False
A612,17,2007.0,2025.0,19,13,0.9971461187214612,0.8763698630136987,VITORIA,ES,SE,True,True,True,True,False
A613,18,2008.0,2025.0,18,18,0.9520579135164808,0.8464611872146118,SANTA TERESA,ES,SE,True,True,True,True,True
A614,19,2007.0,2025.0,19,19,0.9981735159817352,0.8551369863013699,LINHARES,ES,SE,True,True,True,True,True
A615,15,2007.0,2024.0,18,10,0.9993150684931507,0.9272831050228311,ALFREDO CHAVES,ES,SE,True,True,True,True,False
A616,19,2007.0,2025.0,19,19,0.9978310502283105,0.8584474885844748,SAO MATEUS,ES,SE,True,True,True,True,True
A617,18,2007.0,2025.0,19,13,0.9988024615115902,0.8663479052823315,ALEGRE,ES,SE,True,True,True,True,False
A618,19,2007.0,2025.0,19,19,0.9982876712328768,0.9167805100182149,TERESOPOLIS,RJ,SE,True,True,True,True,True
A619,18,2007.0,2025.0,19,14,0.9968607305936072,0.8463470319634703,PARATI,RJ,SE,True,True,True,True,False
A620,15,2009.0,2025.0,17,7,0.9974885844748859,0.8093123861566485,SAO TOME,RJ,SE,True,True,True,False,False
A621,18,2008.0,2025.0,18,18,0.9926493063353046,0.8902550091074681,VILA MILITAR,RJ,SE,True,True,True,True,True
A622,12,2009.0,2025.0,17,5,0.9993163160915238,0.9026255707762557,PRES. KENNEDY,ES,SE,True,True,False,False,False
A623,12,2009.0,2022.0,14,9,0.9984029181325947,0.8177367941712204,NOVA VENECIA,ES,SE,True,True,False,False,False
A624,15,2011.0,2025.0,15,15,0.9993150684931507,0.845662100456621,NOVA FRIBURGO,RJ,SE,True,True,True,True,True
A625,9,2017.0,2025.0,9,9,0.9994307832422586,0.8648401826484018,TRES RIOS,RJ,SE,True,False,False,False,False
A626,9,2017.0,2025.0,9,9,0.9897260273972602,0.8877504553734062,RIO CLARO,RJ,SE,True,False,False,False,False
A627,7,2019.0,2025.0,7,7,0.9988584474885844,0.8667808219178083,NITEROI,RJ,SE,True,False,False,False,False
A628,5,2018.0,2025.0,8,2,0.9881278538812786,0.9613013698630137,ANGRA DOS REIS,RJ,SE,True,False,False,False,False
A629,5,2019.0,2023.0,5,5,0.9997716894977169,0.9907534246575342,CARMO,RJ,SE,True,False,False,False,False
A630,6,2019.0,2025.0,7,4,0.9952054794520548,0.9167805100182149,SANTA MARIA MADALENA,RJ,SE,True,False,False,False,False
A631,4,2018.0,2023.0,6,2,0.9905251141552511,0.9858447488584475,ECOPORANGA,ES,SE,True,False,False,False,False
A632,6,2018.0,2025.0,8,3,0.9920662100456621,0.9867579908675799,MARILANDIA,ES,SE,True,False,False,False,False
A633,0,,,0,0,,,VENDA NOVA DO IMIGRANTE,ES,SE,False,False,False,False,False
A634,8,2017.0,2025.0,9,4,0.9645253200089827,0.8655251141552511,VILA VELHA,ES,SE,True,False,False,False,False
A635,4,2018.0,2021.0,4,4,0.9922945205479452,0.8302511415525115,ITATIAIA,RJ,SE,True,False,False,False,False
A636,8,2018.0,2025.0,8,8,0.9961187214611872,0.9084474885844749,RIO DE JANEIRO - JACAREPAGUA,RJ,SE,True,False,False,False,False
A637,3,2023.0,2025.0,3,3,0.9970400728597449,0.9881278538812786,Paty do Alferes - Avelar,RJ,SE,True,False,False,False,False
A652,17,2008.0,2025.0,18,16,0.996689497716895,0.9461520947176685,FORTE DE COPACABANA,RJ,SE,True,True,True,True,True
A657,13,2012.0,2025.0,14,8,0.988013698630137,0.8027397260273973,AFONSO CLAUDIO,ES,SE,True,True,False,False,False
A659,10,2016.0,2025.0,10,10,0.9982305936073059,0.9557077625570777,SILVA JARDIM,RJ,SE,True,True,False,True,False
A667,9,2016.0,2025.0,10,5,0.9788812785388128,0.8770547945205479,SAQUAREMA,RJ,SE,True,False,False,False,False
