ano,codigo,estacao,regiao,uf,latitude,longitude,altitude_m,data_fundacao,arquivo_origem,linhas_total,datetime_validos,temperaturas_validas,duplicados_datetime,primeiro_datetime_utc,ultimo_datetime_utc,distancia_ref_km,latitude_referencia,longitude_referencia
2025,A872,VENTANIA,S,PR,-24.28027777,-50.21027777,1093.41,15/04/11,2025/INMET_S_PR_A872_VENTANIA_01-01-2025_A_31-12-2025.CSV,8760,8760,8750,0,2025-01-01T00:00:00,2025-12-31T23:00:00,5.877338985614986,-24.23833333,-50.24555555
2016,A886,TUPANCIRETA,S,RS,-29.89388888,-53.82666666,462.0,2016-08-11,2016/INMET_S_RS_A886_TUPANCIRETA_11-08-2016_A_31-12-2016.CSV,3432,3432,3415,0,2016-08-11T00:00:00,2016-12-31T23:00:00,89.45026404921933,-29.08944444,-53.82666666
2017,A886,TUPANCIRETA,S,RS,-29.89388888,-53.82666666,462.0,2016-08-11,2017/INMET_S_RS_A886_TUPANCIRETA_01-01-2017_A_31-12-2017.CSV,8760,8760,8760,0,2017-01-01T00:00:00,2017-12-31T23:00:00,89.45026404921933,-29.08944444,-53.82666666
2018,A886,TUPANCIRETA,S,RS,-29.89388888,-53.82666666,462.0,2016-08-11,2018/INMET_S_RS_A886_TUPANCIRETA_01-01-2018_A_31-12-2018.CSV,8760,8760,8760,0,2018-01-01T00:00:00,2018-12-31T23:00:00,89.45026404921933,-29.08944444,-53.82666666
2019,A886,,,RS,-29.0893814,-53.82665025,462.0,11/08/16,2019/INMET_S_RS_A886_TUPANCIRETA_01-01-2019_A_31-12-2019.CSV,8760,8760,8379,0,2019-01-01T00:00:00,2019-12-31T23:00:00,0.007188810867215393,-29.08944444,-53.82666666
2020,A886,TUPANCIRETA,S,RS,-29.0893814,-53.82665025,462.0,11/08/16,INMET_S_RS_A886_TUPANCIRETA_01-01-2020_A_31-12-2020.CSV,8784,8784,8784,0,2020-01-01T00:00:00,2020-12-31T23:00:00,0.007188810867215393,-29.08944444,-53.82666666
2021,A886,TUPANCIRETA,S,RS,-29.0893814,-53.82665025,462.0,11/08/16,INMET_S_RS_A886_TUPANCIRETA_01-01-2021_A_31-12-2021.CSV,8760,8760,8744,0,2021-01-01T00:00:00,2021-12-31T23:00:00,0.007188810867215393,-29.08944444,-53.82666666
2022,A886,TUPANCIRETA,S,RS,-29.0893814,-53.82665025,462.0,11/08/16,INMET_S_RS_A886_TUPANCIRETA_01-01-2022_A_31-12-2022.CSV,8760,8760,8546,0,2022-01-01T00:00:00,2022-12-31T23:00:00,0.007188810867215393,-29.08944444,-53.82666666
2023,A886,TUPANCIRETA,S,RS,-29.08944444,-53.82666666,462.0,11/08/16,INMET_S_RS_A886_TUPANCIRETA_01-01-2023_A_31-12-2023.CSV,8760,8760,7136,0,2023-01-01T00:00:00,2023-12-31T23:00:00,0.0,-29.08944444,-53.82666666
2024,A886,TUPANCIRETA,S,RS,-29.08944444,-53.82666666,462.0,11/08/16,INMET_S_RS_A886_TUPANCIRETA_01-01-2024_A_31-12-2024.CSV,8784,8784,8783,0,2024-01-01T00:00:00,2024-12-31T23:00:00,0.0,-29.08944444,-53.82666666
2025,A886,TUPANCIRETA,S,RS,-29.08944444,-53.82666666,462.0,11/08/16,2025/INMET_S_RS_A886_TUPANCIRETA_01-01-2025_A_31-12-2025.CSV,8760,8760,8591,0,2025-01-01T00:00:00,2025-12-31T23:00:00,0.0,-29.08944444,-53.82666666
2019,A895,,,SC,-27.95527777,-52.63555555,680.0,19/02/19,2019/INMET_S_SC_A895_CHAPECO_19-02-2019_A_31-12-2019.CSV,7584,7584,7551,0,2019-02-19T00:00:00,2019-12-31T23:00:00,96.73601488726676,-27.0853111,-52.6357111
2020,A895,CHAPECO,S,SC,-27.0853111,-52.6357111,679.0,19/02/19,INMET_S_SC_A895_CHAPECO_01-01-2020_A_31-12-2020.CSV,8784,8784,8776,0,2020-01-01T00:00:00,2020-12-31T23:00:00,0.0,-27.0853111,-52.6357111
2021,A895,CHAPECO,S,SC,-27.0853111,-52.6357111,679.0,19/02/19,INMET_S_SC_A895_CHAPECO_01-01-2021_A_31-12-2021.CSV,8760,8760,8222,0,2021-01-01T00:00:00,2021-12-31T23:00:00,0.0,-27.0853111,-52.6357111
2022,A895,CHAPECO,S,SC,-27.0853111,-52.6357111,679.0,19/02/19,INMET_S_SC_A895_CHAPECO_01-01-2022_A_31-12-2022.CSV,8760,8760,8694,0,2022-01-01T00:00:00,2022-12-31T23:00:00,0.0,-27.0853111,-52.6357111
2023,A895,CHAPECO,S,SC,-27.0853111,-52.6357111,679.0,19/02/19,INMET_S_SC_A895_CHAPECO_01-01-2023_A_31-12-2023.CSV,8760,8760,8588,0,2023-01-01T00:00:00,2023-12-31T23:00:00,0.0,-27.0853111,-52.6357111
2024,A895,CHAPECO,S,SC,-27.0853111,-52.6357111,679.0,19/02/19,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,8784,8784,8610,0,2024-01-01T00:00:00,2024-12-31T23:00:00,0.0,-27.0853111,-52.6357111
2025,A895,CHAPECO,S,SC,-27.0853111,-52.6357111,679.0,19/02/19,2025/INMET_S_SC_A895_CHAPECO_01-01-2025_A_31-12-2025.CSV,8760,8760,3429,0,2025-01-01T00:00:00,2025-12-31T23:00:00,0.0,-27.0853111,-52.6357111
2002,A901,CUIABA,CO,MT,-15.55916666,-56.72944443,240.0,2002-12-08,2002/INMET_CO_MT_A901_CUIABA_08-12-2002_A_31-12-2002.CSV,576,576,248,0,2002-12-08T00:00:00,2002-12-31T23:00:00,0.0,-15.55916666,-56.72944443
2003,A901,CUIABA,CO,MT,-15.55916666,-56.72944443,240.0,2002-12-08,2003/INMET_CO_MT_A901_CUIABA_01-01-2003_A_31-12-2003.CSV,8760,8760,8539,0,2003-01-01T00:00:00,2003-12-31T23:00:00,0.0,-15.55916666,-56.72944443
2004,A901,CUIABA,CO,MT,-15.55916666,-56.72944443,240.0,2002-12-08,2004/INMET_CO_MT_A901_CUIABA_01-01-2004_A_31-12-2004.CSV,8784,8784,8715,0,2004-01-01T00:00:00,2004-12-31T23:00:00,0.0,-15.55916666,-56.72944443
2005,A901,CUIABA,CO,MT,-15.55916666,-56.72944443,240.0,2002-12-08,2005/INMET_CO_MT_A901_CUIABA_01-01-2005_A_31-12-2005.CSV,8760,8760,8339,0,2005-01-01T00:00:00,2005-12-31T23:00:00,0.0,-15.55916666,-56.72944443
2006,A901,CUIABA,CO,MT,-15.55916666,-56.72944443,240.0,2002-12-08,2006/INMET_CO_MT_A901_CUIABA_01-01-2006_A_31-12-2006.CSV,8760,8760,7243,0,2006-01-01T00:00:00,2006-12-31T23:00:00,0.0,-15.55916666,-56.72944443
2007,A901,CUIABA,CO,MT,-15.55916666,-56.72944443,240.0,2002-12-08,2007/INMET_CO_MT_A901_CUIABA_01-01-2007_A_31-12-2007.CSV,8760,8760,7568,0,2007-01-01T00:00:00,2007-12-31T23:00:00,0.0,-15.55916666,-56.72944443
2008,A901,CUIABA,CO,MT,-15.55916666,-56.72944443,240.0,2002-12-08,2008/INMET_CO_MT_A901_CUIABA_01-01-2008_A_31-12-2008.CSV,8784,8784,6690,0,2008-01-01T00:00:00,2008-12-31T23:00:00,0.0,-15.55916666,-56.72944443
2009,A901,CUIABA,CO,MT,-15.55916666,-56.72944443,240.0,2002-12-08,2009/INMET_CO_MT_A901_CUIABA_01-01-2009_A_31-12-2009.CSV,8760,8760,7978,0,2009-01-01T00:00:00,2009-12-31T23:00:00,0.0,-15.55916666,-56.72944443
2010,A901,CUIABA,CO,MT,-15.55916666,-56.72944443,240.0,2002-12-08,2010/INMET_CO_MT_A901_CUIABA_01-01-2010_A_31-12-2010.CSV,8760,8760,6137,0,2010-01-01T00:00:00,2010-12-31T23:00:00,0.0,-15.55916666,-56.72944443
2011,A901,CUIABA,CO,MT,-15.55916666,-56.72944443,240.0,2002-12-08,2011/INMET_CO_MT_A901_CUIABA_01-01-2011_A_31-12-2011.CSV,8760,8760,4488,0,2011-01-01T00:00:00,2011-12-31T23:00:00,0.0,-15.55916666,-56.72944443
2012,A901,CUIABA,CO,MT,-15.55916666,-56.72944443,240.0,2002-12-08,2012/INMET_CO_MT_A901_CUIABA_01-01-2012_A_31-12-2012.CSV,8784,8784,8779,0,2012-01-01T00:00:00,2012-12-31T23:00:00,0.0,-15.55916666,-56.72944443
2013,A901,CUIABA,CO,MT,-15.55916666,-56.72944443,240.0,2002-12-08,2013/INMET_CO_MT_A901_CUIABA_01-01-2013_A_31-12-2013.CSV,8760,8760,8740,0,2013-01-01T00:00:00,2013-12-31T23:00:00,0.0,-15.55916666,-56.72944443
2014,A901,CUIABA,CO,MT,-15.55916666,-56.72944443,240.0,2002-12-08,2014/INMET_CO_MT_A901_CUIABA_01-01-2014_A_31-12-2014.CSV,8760,8760,8105,0,2014-01-01T00:00:00,2014-12-31T23:00:00,0.0,-15.55916666,-56.72944443
2015,A901,CUIABA,CO,MT,-15.55916666,-56.72944443,240.0,2002-12-08,2015/INMET_CO_MT_A901_CUIABA_01-01-2015_A_31-12-2015.CSV,8760,8760,8756,0,2015-01-01T00:00:00,2015-12-31T23:00:00,0.0,-15.55916666,-56.72944443
2016,A901,CUIABA,CO,MT,-15.55916666,-56.72944443,240.0,2002-12-08,2016/INMET_CO_MT_A901_CUIABA_01-01-2016_A_31-12-2016.CSV,8784,8784,7790,0,2016-01-01T00:00:00,2016-12-31T23:00:00,0.0,-15.55916666,-56.72944443
2017,A901,CUIABA,CO,MT,-15.55916666,-56.72944443,240.0,2002-12-08,2017/INMET_CO_MT_A901_CUIABA_01-01-2017_A_31-12-2017.CSV,8760,8760,7489,0,2017-01-01T00:00:00,2017-12-31T23:00:00,0.0,-15.55916666,-56.72944443
2018,A901,CUIABA,CO,MT,-15.55916666,-56.72944443,240.0,2002-12-08,2018/INMET_CO_MT_A901_CUIABA_01-01-2018_A_31-12-2018.CSV,8760,8760,8160,0,2018-01-01T00:00:00,2018-12-31T23:00:00,0.0,-15.55916666,-56.72944443
2019,A901,,,MT,-15.559295,-56.062951,241.56,08/12/02,2019/INMET_CO_MT_A901_CUIABA_01-01-2019_A_31-12-2019.CSV,8760,8760,6175,0,2019-01-01T00:00:00,2019-12-31T23:00:00,71.39487474094877,-15.55916666,-56.72944443
2020,A901,CUIABA,CO,MT,-15.559295,-56.062951,241.56,08/12/02,INMET_CO_MT_A901_CUIABA_01-01-2020_A_31-12-2020.CSV,8784,8784,8563,0,2020-01-01T00:00:00,2020-12-31T23:00:00,71.39487474094877,-15.55916666,-56.72944443
2021,A901,CUIABA,CO,MT,-15.559295,-56.062951,241.56,08/12/02,INMET_CO_MT_A901_CUIABA_01-01-2021_A_31-12-2021.CSV,8760,8760,8341,0,2021-01-01T00:00:00,2021-12-31T23:00:00,71.39487474094877,-15.55916666,-56.72944443
2022,A901,CUIABA,CO,MT,-15.559295,-56.062951,241.56,08/12/02,INMET_CO_MT_A901_CUIABA_01-01-2022_A_31-12-2022.CSV,8760,8760,7352,0,2022-01-01T00:00:00,2022-12-31T23:00:00,71.39487474094877,-15.55916666,-56.72944443
2023,A901,CUIABA,CO,MT,-15.559295,-56.062951,241.56,08/12/02,INMET_CO_MT_A901_CUIABA_01-01-2023_A_31-12-2023.CSV,8760,8760,8121,0,2023-01-01T00:00:00,2023-12-31T23:00:00,71.39487474094877,-15.55916666,-56.72944443
2024,A901,CUIABA,CO,MT,-15.60694444,-56.06083333,184.0,08/12/02,INMET_CO_MT_A901_CUIABA_01-01-2024_A_31-12-2024.CSV,8784,8784,8183,0,2024-01-01T00:00:00,2024-12-31T23:00:00,71.81020675158352,-15.55916666,-56.72944443
2025,A901,CUIABA,CO,MT,-15.60694444,-56.06083333,184.0,08/12/02,2025/INMET_CO_MT_A901_CUIABA_01-01-2025_A_31-12-2025.CSV,8760,8760,6997,0,2025-01-01T00:00:00,2025-12-31T23:00:00,71.81020675158352,-15.55916666,-56.72944443
2017,A911,SAPEZAL,CO,MT,-10.16583333,-59.45111111,105.0,2017-10-20,2017/INMET_CO_MT_A911_SAPEZAL_20-10-2017_A_31-12-2017.CSV,1752,1752,1727,0,2017-10-20T00:00:00,2017-12-31T23:00:00,356.8779305719894,-13.30388888,-58.76333333
2018,A911,SAPEZAL,CO,MT,-10.16583333,-59.45111111,105.0,2017-10-20,2018/INMET_CO_MT_A911_SAPEZAL_01-01-2018_A_31-12-2018.CSV,8760,8760,8711,0,2018-01-01T00:00:00,2018-12-31T23:00:00,356.8779305719894,-13.30388888,-58.76333333
2019,A911,,,MT,-10.16583333,-59.45111111,105.0,20/10/17,2019/INMET_CO_MT_A911_SAPEZAL_01-01-2019_A_31-12-2019.CSV,8760,8760,6684,0,2019-01-01T00:00:00,2019-12-31T23:00:00,356.8779305719894,-13.30388888,-58.76333333
2020,A911,SAPEZAL,CO,MT,-13.30388888,-58.76333333,105.0,20/10/17,INMET_CO_MT_A911_SAPEZAL_01-01-2020_A_31-12-2020.CSV,8784,8784,7374,0,2020-01-01T00:00:00,2020-12-31T23:00:00,0.0,-13.30388888,-58.76333333
2021,A911,SAPEZAL,CO,MT,-13.30388888,-58.76333333,105.0,20/10/17,INMET_CO_MT_A911_SAPEZAL_01-01-2021_A_31-12-2021.CSV,8760,8760,5870,0,2021-01-01T00:00:00,2021-12-31T23:00:00,0.0,-13.30388888,-58.76333333
2022,A911,SAPEZAL,CO,MT,-13.30388888,-58.76333333,105.0,20/10/17,INMET_CO_MT_A911_SAPEZAL_01-01-2022_A_31-12-2022.CSV,8760,8760,0,0,2022-01-01T00:00:00,2022-12-31T23:00:00,0.0,-13.30388888,-58.76333333
2023,A911,SAPEZAL,CO,MT,-13.30388888,-58.76333333,105.0,20/10/17,INMET_CO_MT_A911_SAPEZAL_01-01-2023_A_31-12-2023.CSV,8760,8760,5216,0,2023-01-01T00:00:00,2023-12-31T23:00:00,0.0,-13.30388888,-58.76333333
2024,A911,SAPEZAL,CO,MT,-13.30388888,-58.76333333,105.0,20/10/17,INMET_CO_MT_A911_SAPEZAL_01-01-2024_A_31-12-2024.CSV,8784,8784,8784,0,2024-01-01T00:00:00,2024-12-31T23:00:00,0.0,-13.30388888,-58.76333333
2025,A911,SAPEZAL,CO,MT,-13.30388888,-58.76333333,105.0,20/10/17,2025/INMET_CO_MT_A911_SAPEZAL_01-01-2025_A_31-12-2025.CSV,8760,8760,8739,0,2025-01-01T00:00:00,2025-12-31T23:00:00,0.0,-13.30388888,-58.76333333
2006,A912,CAMPO VERDE,CO,MT,-15.52749999,-55.13555555,749.0,2006-11-21,2006/INMET_CO_MT_A912_CAMPO VERDE_21-11-2006_A_31-12-2006.CSV,984,984,929,0,2006-11-21T00:00:00,2006-12-31T23:00:00,0.0,-15.52749999,-55.13555555
2007,A912,CAMPO VERDE,CO,MT,-15.52749999,-55.13555555,749.0,2006-11-21,2007/INMET_CO_MT_A912_CAMPO VERDE_01-01-2007_A_31-12-2007.CSV,8760,8760,8707,0,2007-01-01T00:00:00,2007-12-31T23:00:00,0.0,-15.52749999,-55.13555555
2008,A912,CAMPO VERDE,CO,MT,-15.52749999,-55.13555555,749.0,2006-11-21,2008/INMET_CO_MT_A912_CAMPO VERDE_01-01-2008_A_31-12-2008.CSV,8784,8784,8710,0,2008-01-01T00:00:00,2008-12-31T23:00:00,0.0,-15.52749999,-55.13555555
2009,A912,CAMPO VERDE,CO,MT,-15.52749999,-55.13555555,749.0,2006-11-21,2009/INMET_CO_MT_A912_CAMPO VERDE_01-01-2009_A_31-12-2009.CSV,8760,8760,8736,0,2009-01-01T00:00:00,2009-12-31T23:00:00,0.0,-15.52749999,-55.13555555
2010,A912,CAMPO VERDE,CO,MT,-15.52749999,-55.13555555,749.0,2006-11-21,2010/INMET_CO_MT_A912_CAMPO VERDE_01-01-2010_A_31-12-2010.CSV,8760,8760,8748,0,2010-01-01T00:00:00,2010-12-31T23:00:00,0.0,-15.52749999,-55.13555555
2011,A912,CAMPO VERDE,CO,MT,-15.52749999,-55.13555555,749.0,2006-11-21,2011/INMET_CO_MT_A912_CAMPO VERDE_01-01-2011_A_31-12-2011.CSV,8760,8760,8702,0,2011-01-01T00:00:00,2011-12-31T23:00:00,0.0,-15.52749999,-55.13555555
2012,A912,CAMPO VERDE,CO,MT,-15.52749999,-55.13555555,749.0,2006-11-21,2012/INMET_CO_MT_A912_CAMPO VERDE_01-01-2012_A_31-12-2012.CSV,8784,8784,8708,0,2012-01-01T00:00:00,2012-12-31T23:00:00,0.0,-15.52749999,-55.13555555
2013,A912,CAMPO VERDE,CO,MT,-15.52749999,-55.13555555,749.0,2006-11-21,2013/INMET_CO_MT_A912_CAMPO VERDE_01-01-2013_A_31-12-2013.CSV,8760,8760,7496,0,2013-01-01T00:00:00,2013-12-31T23:00:00,0.0,-15.52749999,-55.13555555
2014,A912,CAMPO VERDE,CO,MT,-15.52749999,-55.13555555,749.0,2006-11-21,2014/INMET_CO_MT_A912_CAMPO VERDE_01-01-2014_A_31-12-2014.CSV,8760,8760,7277,0,2014-01-01T00:00:00,2014-12-31T23:00:00,0.0,-15.52749999,-55.13555555
2015,A912,CAMPO VERDE,CO,MT,-15.52749999,-55.13555555,749.0,2006-11-21,2015/INMET_CO_MT_A912_CAMPO VERDE_01-01-2015_A_31-12-2015.CSV,8760,8760,7630,0,2015-01-01T00:00:00,2015-12-31T23:00:00,0.0,-15.52749999,-55.13555555
2016,A912,CAMPO VERDE,CO,MT,-15.52749999,-55.13555555,749.0,2006-11-21,2016/INMET_CO_MT_A912_CAMPO VERDE_01-01-2016_A_31-12-2016.CSV,8784,8784,6451,0,2016-01-01T00:00:00,2016-12-31T23:00:00,0.0,-15.52749999,-55.13555555
2017,A912,CAMPO VERDE,CO,MT,-15.52749999,-55.13555555,749.0,2006-11-21,2017/INMET_CO_MT_A912_CAMPO VERDE_01-01-2017_A_31-12-2017.CSV,8760,8760,7586,0,2017-01-01T00:00:00,2017-12-31T23:00:00,0.0,-15.52749999,-55.13555555
2018,A912,CAMPO VERDE,CO,MT,-15.52749999,-55.13555555,749.0,2006-11-21,2018/INMET_CO_MT_A912_CAMPO VERDE_01-01-2018_A_31-12-2018.CSV,8760,8760,4893,0,2018-01-01T00:00:00,2018-12-31T23:00:00,0.0,-15.52749999,-55.13555555
2019,A912,,,MT,-15.531431,-55.135649,748.27,21/11/06,2019/INMET_CO_MT_A912_CAMPO VERDE_01-01-2019_A_31-12-2019.CSV,8760,8760,7674,0,2019-01-01T00:00:00,2019-12-31T23:00:00,0.4372236160298209,-15.52749999,-55.13555555
2020,A912,CAMPO VERDE,CO,MT,-15.53138888,-55.13555555,748.27,21/11/06,INMET_CO_MT_A912_CAMPO VERDE_01-01-2020_A_31-12-2020.CSV,8784,8784,8015,0,2020-01-01T00:00:00,2020-12-31T23:00:00,0.4324254355694092,-15.52749999,-55.13555555
2021,A912,CAMPO VERDE,CO,MT,-15.53138888,-55.13555555,748.27,21/11/06,INMET_CO_MT_A912_CAMPO VERDE_01-01-2021_A_31-12-2021.CSV,8760,8760,7516,0,2021-01-01T00:00:00,2021-12-31T23:00:00,0.4324254355694092,-15.52749999,-55.13555555
2022,A912,CAMPO VERDE,CO,MT,-15.53138888,-55.13555555,748.27,21/11/06,INMET_CO_MT_A912_CAMPO VERDE_01-01-2022_A_31-12-2022.CSV,8760,8760,5133,0,2022-01-01T00:00:00,2022-12-31T23:00:00,0.4324254355694092,-15.52749999,-55.13555555
2023,A912,CAMPO VERDE,CO,MT,-15.55888888,-55.17944443,747.0,21/11/06,INMET_CO_MT_A912_CAMPO VERDE_01-01-2023_A_31-12-2023.CSV,8760,8760,8431,0,2023-01-01T00:00:00,2023-12-31T23:00:00,5.85564599918187,-15.52749999,-55.13555555
2024,A912,CAMPO VERDE,CO,MT,-15.55888888,-55.17944443,747.0,21/11/06,INMET_CO_MT_A912_CAMPO VERDE_01-01-2024_A_31-12-2024.CSV,8784,8784,8413,0,2024-01-01T00:00:00,2024-12-31T23:00:00,5.85564599918187,-15.52749999,-55.13555555
2025,A912,CAMPO VERDE,CO,MT,-15.55888888,-55.17944443,747.0,21/11/06,2025/INMET_CO_MT_A912_CAMPO VERDE_01-01-2025_A_31-12-2025.CSV,8760,8760,7064,0,2025-01-01T00:00:00,2025-12-31T23:00:00,5.85564599918187,-15.52749999,-55.13555555
2007,A924,ALTA FLORESTA,CO,MT,-9.84944444,-56.1,289.0,2007-05-23,2007/INMET_CO_MT_A924_ALTA FLORESTA_23-05-2007_A_31-12-2007.CSV,5352,5352,2348,0,2007-05-23T00:00:00,2007-12-31T23:00:00,0.0,-9.84944444,-56.1
2008,A924,ALTA FLORESTA,CO,MT,-9.84944444,-56.1,289.0,2007-05-23,2008/INMET_CO_MT_A924_ALTA FLORESTA_01-01-2008_A_31-12-2008.CSV,8784,8784,7281,0,2008-01-01T00:00:00,2008-12-31T23:00:00,0.0,-9.84944444,-56.1
2009,A924,ALTA FLORESTA,CO,MT,-9.84944444,-56.1,289.0,2007-05-23,2009/INMET_CO_MT_A924_ALTA FLORESTA_01-01-2009_A_31-12-2009.CSV,8760,8760,5152,0,2009-01-01T00:00:00,2009-12-31T23:00:00,0.0,-9.84944444,-56.1
2010,A924,ALTA FLORESTA,CO,MT,-9.84944444,-56.1,289.0,2007-05-23,2010/INMET_CO_MT_A924_ALTA FLORESTA_01-01-2010_A_31-12-2010.CSV,8760,8760,8625,0,2010-01-01T00:00:00,2010-12-31T23:00:00,0.0,-9.84944444,-56.1
2011,A924,ALTA FLORESTA,CO,MT,-9.84944444,-56.1,289.0,2007-05-23,2011/INMET_CO_MT_A924_ALTA FLORESTA_01-01-2011_A_31-12-2011.CSV,8760,8760,7037,0,2011-01-01T00:00:00,2011-12-31T23:00:00,0.0,-9.84944444,-56.1
2012,A924,ALTA FLORESTA,CO,MT,-9.84944444,-56.1,289.0,2007-05-23,2012/INMET_CO_MT_A924_ALTA FLORESTA_01-01-2012_A_31-12-2012.CSV,8784,8784,7280,0,2012-01-01T00:00:00,2012-12-31T23:00:00,0.0,-9.84944444,-56.1
2013,A924,ALTA FLORESTA,CO,MT,-9.84944444,-56.1,289.0,2007-05-23,2013/INMET_CO_MT_A924_ALTA FLORESTA_01-01-2013_A_31-12-2013.CSV,8760,8760,8746,0,2013-01-01T00:00:00,2013-12-31T23:00:00,0.0,-9.84944444,-56.1
2014,A924,ALTA FLORESTA,CO,MT,-9.84944444,-56.1,289.0,2007-05-23,2014/INMET_CO_MT_A924_ALTA FLORESTA_01-01-2014_A_31-12-2014.CSV,8760,8760,8760,0,2014-01-01T00:00:00,2014-12-31T23:00:00,0.0,-9.84944444,-56.1
2015,A924,ALTA FLORESTA,CO,MT,-9.84944444,-56.1,289.0,2007-05-23,2015/INMET_CO_MT_A924_ALTA FLORESTA_01-01-2015_A_31-12-2015.CSV,8760,8760,6683,0,2015-01-01T00:00:00,2015-12-31T23:00:00,0.0,-9.84944444,-56.1
2016,A924,ALTA FLORESTA,CO,MT,-9.84944444,-56.1,289.0,2007-05-23,2016/INMET_CO_MT_A924_ALTA FLORESTA_01-01-2016_A_31-12-2016.CSV,8784,8784,8122,0,2016-01-01T00:00:00,2016-12-31T23:00:00,0.0,-9.84944444,-56.1
2017,A924,ALTA FLORESTA,CO,MT,-9.84944444,-56.1,289.0,2007-05-23,2017/INMET_CO_MT_A924_ALTA FLORESTA_01-01-2017_A_31-12-2017.CSV,8760,8760,5035,0,2017-01-01T00:00:00,2017-12-31T23:00:00,0.0,-9.84944444,-56.1
2018,A924,ALTA FLORESTA,CO,MT,-9.84944444,-56.1,289.0,2007-05-23,2018/INMET_CO_MT_A924_ALTA FLORESTA_01-01-2018_A_31-12-2018.CSV,8760,8760,5382,0,2018-01-01T00:00:00,2018-12-31T23:00:00,0.0,-9.84944444,-56.1
2019,A924,,,MT,-10.077262,-56.179221,291.85,23/05/07,2019/INMET_CO_MT_A924_ALTA FLORESTA_01-01-2019_A_31-12-2019.CSV,8760,8760,8760,0,2019-01-01T00:00:00,2019-12-31T23:00:00,26.77676480067433,-9.84944444,-56.1
2020,A924,ALTA FLORESTA,CO,MT,-10.07722221,-56.17916666,291.85,23/05/07,INMET_CO_MT_A924_ALTA FLORESTA_01-01-2020_A_31-12-2020.CSV,8784,8784,5015,0,2020-01-01T00:00:00,2020-12-31T23:00:00,26.770651249845255,-9.84944444,-56.1
2021,A924,ALTA FLORESTA,CO,MT,-10.07722221,-56.17916666,291.85,23/05/07,INMET_CO_MT_A924_ALTA FLORESTA_01-01-2021_A_31-12-2021.CSV,8760,8760,0,0,2021-01-01T00:00:00,2021-12-31T23:00:00,26.770651249845255,-9.84944444,-56.1
2022,A924,ALTA FLORESTA,CO,MT,-10.07722221,-56.17916666,291.85,23/05/07,INMET_CO_MT_A924_ALTA FLORESTA_01-01-2022_A_31-12-2022.CSV,8760,8760,1612,0,2022-01-01T00:00:00,2022-12-31T23:00:00,26.770651249845255,-9.84944444,-56.1
2023,A924,ALTA FLORESTA,CO,MT,-10.07722221,-56.17916666,291.85,23/05/07,INMET_CO_MT_A924_ALTA FLORESTA_01-01-2023_A_31-12-2023.CSV,8760,8760,5129,0,2023-01-01T00:00:00,2023-12-31T23:00:00,26.770651249845255,-9.84944444,-56.1
2024,A924,ALTA FLORESTA,CO,MT,-10.07722221,-56.17916666,291.85,23/05/07,INMET_CO_MT_A924_ALTA FLORESTA_01-01-2024_A_31-12-2024.CSV,8784,8784,8282,0,2024-01-01T00:00:00,2024-12-31T23:00:00,26.770651249845255,-9.84944444,-56.1
2025,A924,ALTA FLORESTA,CO,MT,-10.07722221,-56.17916666,291.85,23/05/07,2025/INMET_CO_MT_A924_ALTA FLORESTA_01-01-2025_A_31-12-2025.CSV,8760,8760,0,0,2025-01-01T00:00:00,2025-12-31T23:00:00,26.770651249845255,-9.84944444,-56.1
2007,A925,PORTO VELHO,N,RO,-8.76388888,-63.47499999,98.0,2007-07-11,2007/INMET_N_RO_A925_PORTO VELHO_11-07-2007_A_31-12-2007.CSV,4176,4176,4081,0,2007-07-11T00:00:00,2007-12-31T23:00:00,0.0,-8.76388888,-63.47499999
2008,A925,PORTO VELHO,N,RO,-8.76388888,-63.47499999,98.0,2007-07-11,2008/INMET_N_RO_A925_PORTO VELHO_01-01-2008_A_31-12-2008.CSV,8784,8784,8561,0,2008-01-01T00:00:00,2008-12-31T23:00:00,0.0,-8.76388888,-63.47499999
2009,A925,PORTO VELHO,N,RO,-8.76388888,-63.47499999,98.0,2007-07-11,2009/INMET_N_RO_A925_PORTO VELHO_01-01-2009_A_31-12-2009.CSV,8760,8760,8646,0,2009-01-01T00:00:00,2009-12-31T23:00:00,0.0,-8.76388888,-63.47499999
2010,A925,PORTO VELHO,N,RO,-8.76388888,-63.47499999,98.0,2007-07-11,2010/INMET_N_RO_A925_PORTO VELHO_01-01-2010_A_31-12-2010.CSV,8760,8760,6907,0,2010-01-01T00:00:00,2010-12-31T23:00:00,0.0,-8.76388888,-63.47499999
2011,A925,PORTO VELHO,N,RO,-8.76388888,-63.47499999,98.0,2007-07-11,2011/INMET_N_RO_A925_PORTO VELHO_01-01-2011_A_31-12-2011.CSV,8760,8760,4937,0,2011-01-01T00:00:00,2011-12-31T23:00:00,0.0,-8.76388888,-63.47499999
2012,A925,PORTO VELHO,N,RO,-8.76388888,-63.47499999,98.0,2007-07-11,2012/INMET_N_RO_A925_PORTO VELHO_01-01-2012_A_31-12-2012.CSV,8784,8784,8132,0,2012-01-01T00:00:00,2012-12-31T23:00:00,0.0,-8.76388888,-63.47499999
