rede,nome_rede,n_estacoes,sen_inmet_mediana_c_decada,sen_era5_mediana_c_decada,sen_delta_mediana_c_decada,pct_inmet_slope_positivo,pct_era5_slope_positivo,pct_mesmo_sinal_inmet_era5,n_inmet_fdr05,n_era5_fdr05,n_delta_fdr05
principal_15a,>=15 anos válidos,45,0.8749985694885254,0.903063322368421,0.031476338704427086,88.88888888888889,100.0,88.88888888888889,0,0,0
sensibilidade_10a,>=10 anos válidos,214,0.8333333333333333,0.7386783119681832,0.03822580973307292,85.04672897196261,92.05607476635514,81.77570093457945,0,0,0
principal_consecutiva_15a,>=15 anos consecutivos,9,1.3333333333333333,1.2786865234375,-0.03441810607910156,88.88888888888889,100.0,88.88888888888889,3,1,1
sensibilidade_consecutiva_10a,>=10 anos consecutivos,27,1.2363666187633169,1.2786865234375,0.06058999470302037,85.18518518518519,88.88888888888889,74.07407407407408,0,0,1
