registros_estacao_ano,pares_totais,pareamentos_incompletos,metadata_ausente,bias_mediano_estacao_ano,mae_mediano_estacao_ano,rmse_mediano_estacao_ano,correlacao_mediana_estacao_ano
9716,71927348,0,587,-0.3867273488043699,1.431057813728042,1.8328617555366205,0.9369810868615758
