codigo,estacao,uf,regiao,latitude,longitude,altitude_m,n_pares,anos_com_dados,primeiro_ano,ultimo_ano,media_inmet_c,media_era5_c,bias_c,mae_c,rmse_c,correlacao_pearson,desvio_erro_c,erro_min_c,erro_p05_c,erro_mediana_c,erro_p95_c,erro_max_c,erro_abs_max_c,pct_abs_erro_gt5,pct_abs_erro_gt10,pct_abs_erro_gt20,n_celulas_era5_historico,mudou_celula_era5,deslocamento_max_coord_km,amostra_interpretavel,pares_removidos_qc,pct_pares_removidos_qc,delta_bias_qc_c,delta_mae_qc_c,delta_rmse_qc_c,delta_correlacao_qc,n_abs_erro_gt5,n_abs_erro_gt10,n_abs_erro_gt20,n_pares_completa,anos_com_dados_completa,primeiro_ano_completa,ultimo_ano_completa,media_inmet_c_completa,media_era5_c_completa,bias_c_completa,mae_c_completa,rmse_c_completa,correlacao_pearson_completa,desvio_erro_c_completa,erro_min_c_completa,erro_p05_c_completa,erro_mediana_c_completa,erro_p95_c_completa,erro_max_c_completa,erro_abs_max_c_completa,n_abs_erro_gt5_completa,n_abs_erro_gt10_completa,n_abs_erro_gt20_completa,pct_abs_erro_gt5_completa,pct_abs_erro_gt10_completa,pct_abs_erro_gt20_completa,anos_presentes,anos_cobertura_80,anos_cobertura_90,cobertura_mediana,coordenada_suspeita,dentro_dominio_era5
A360,ACARAU,CE,NE,-3.12083332,-40.08694444,76.0,106130,15,2009,2024,27.366988593388783,27.4176851439002,0.050696545105326486,1.1877794990724388,1.4574274521959,0.946294109664483,1.4565523089764116,-7.90151309967041,-2.4660738587379454,0.20190220326185226,2.190918445587158,7.164990425109863,7.90151309967041,0.13474041270140394,0.0,0.0,1,False,0.04615465858037,True,0,0.0,0.0,2.220446049250313e-16,-1.021405182655144e-14,1.865174681370263e-14,143.0,0.0,0.0,106130,15,2009,2024,27.366988593388783,27.4176851439002,0.050696545105326486,1.1877794990724386,1.4574274521959103,0.9462941096644644,1.4565523089764134,-7.90151309967041,-2.4660738587379454,0.20190220326185226,2.190918445587158,7.164990425109863,7.90151309967041,143.0,0.0,0.0,0.13474041270140394,0.0,0.0,17,10,8,0.8769406392694064,False,True
A361,CASTELO DO PIAUI,PI,NE,-5.34916666,-41.51222222,286.0,113240,15,2009,2025,28.65140850933901,28.810173827992948,0.15876531487914297,1.5055162079035367,1.9457590841192487,0.911873907120287,1.9392795567296814,-8.745214462280273,-2.4960958123207093,-0.1212642677128315,3.852539539337158,10.52543830871582,10.52543830871582,1.94012716354645,0.003532320734722713,0.0,1,False,0.0089098155055468,True,0,0.0,0.0,-2.220446049250313e-16,-1.7319479184152442e-14,-2.1094237467877974e-15,2197.0,4.0,0.0,113240,15,2009,2025,28.65140850933901,28.810173827992948,0.15876531487914297,1.505516207903537,1.945759084119266,0.9118739071202892,1.9392795567296814,-8.745214462280273,-2.4960958123207093,-0.1212642677128315,3.852539539337158,10.52543830871582,10.52543830871582,2197.0,4.0,0.0,1.94012716354645,0.003532320734722713,0.0,17,11,10,0.9082191780821918,False,True
A362,SAO PEDRO DO PIAUI,PI,NE,-5.91111111,-42.7186111,287.0,80223,10,2009,2018,27.89832964772417,27.750044757868743,-0.1482848982627778,1.2836506669749526,1.621456881015129,0.9324110971952557,1.6146722592925538,-9.470507621765137,-2.679975152015686,-0.18500939011573792,2.5511576175689687,10.282468795776367,10.282468795776367,0.4188325043940017,0.0012465253106964337,0.0,1,False,0.0,True,0,0.0,2.7755575615628914e-17,0.0,-5.995204332975845e-15,1.3322676295501878e-15,336.0,1.0,0.0,80223,10,2009,2018,27.89832964772417,27.750044757868743,-0.14828489826277783,1.2836506669749526,1.621456881015135,0.9324110971952544,1.6146722592925515,-9.470507621765137,-2.679975152015686,-0.18500939011573792,2.5511576175689687,10.282468795776367,10.282468795776367,336.0,1.0,0.0,0.4188325043940017,0.0012465253106964337,0.0,10,9,8,0.98545076170849,False,True
A363,VALENCA DO PIAUI,PI,NE,-6.39916666,-41.73999999,301.0,126534,16,2009,2025,28.26782840449171,27.813054998416128,-0.4547734112858521,1.410718494979196,1.7657056641754374,0.9363411120834894,1.7061420345142093,-10.666210174560547,-3.108935785293579,-0.5094066560268402,2.3480375528335538,9.203221321105957,10.666210174560547,0.6456762609259171,0.0007903014209619548,0.0,1,False,2.8901262907225593,True,0,0.0,-5.551115123125783e-17,2.220446049250313e-16,-6.372680161348399e-14,4.6629367034256575e-15,817.0,1.0,0.0,126534,16,2009,2025,28.26782840449171,27.813054998416128,-0.454773411285852,1.4107184949791958,1.7657056641755011,0.9363411120834847,1.7061420345142149,-10.666210174560547,-3.108935785293579,-0.5094066560268402,2.3480375528335538,9.203221321105957,10.666210174560547,817.0,1.0,0.0,0.6456762609259171,0.0007903014209619548,0.0,17,14,12,0.9982876712328768,False,True
A364,GILBUES,PI,NE,-9.87472221,-45.34638888,425.0,116198,17,2009,2025,28.376144158347536,26.66912122410393,-1.7070229436239752,2.0692134624718324,2.525231930754013,0.9057646092219206,1.8608865563886752,-13.770214080810547,-4.56304624080658,-1.7436275482177734,1.3153397440910337,10.032322883605957,13.770214080810547,3.537066042444793,0.11101740133220882,0.0,2,True,0.0867182707983081,True,0,0.0,-2.220446049250313e-16,0.0,-4.884981308350689e-15,7.327471962526033e-15,4110.0,129.0,0.0,116198,17,2009,2025,28.376144158347536,26.66912122410393,-1.707022943623975,2.0692134624718324,2.525231930754018,0.9057646092219133,1.860886556388675,-13.770214080810547,-4.56304624080658,-1.7436275482177734,1.3153397440910337,10.032322883605957,13.770214080810547,4110.0,129.0,0.0,3.537066042444793,0.11101740133220882,0.0,17,11,10,0.9515981735159816,False,True
A365,CANTO DO BURITI,PI,NE,-8.11777777,-42.00888888,308.0,127087,16,2010,2025,28.27581026551725,28.01537561931783,-0.26043465254500026,1.361695229354958,1.7404040179590827,0.9196120397525633,1.7208147018436786,-10.851366996765137,-2.815385293960571,-0.40732383728027344,2.773901653289794,13.130223274230957,13.130223274230957,0.859253896936744,0.00865548797280603,0.0,2,True,106.44205033655231,True,0,0.0,0.0,0.0,-9.459100169806334e-14,-1.5543122344752192e-15,1092.0,11.0,0.0,127087,16,2010,2025,28.27581026551725,28.01537561931783,-0.26043465254500026,1.361695229354958,1.7404040179591773,0.9196120397525649,1.7208147018436777,-10.851366996765137,-2.815385293960571,-0.40732383728027344,2.773901653289794,13.130223274230957,13.130223274230957,1092.0,11.0,0.0,0.859253896936744,0.00865548797280603,0.0,16,14,13,0.9555415200738576,True,True
A366,OURICURI,PE,NE,-7.88472221,-40.10111111,464.0,107475,16,2010,2025,27.350122350207815,26.90026934735302,-0.4498530067557402,1.0954734313183119,1.4102654641198091,0.9461212598284232,1.3365992570885603,-9.557323455810547,-2.4890523910522457,-0.5082027316093445,1.7783270716667172,9.861473083496094,9.861473083496094,0.3684577808792743,0.0,0.0,1,False,0.2212771698986134,True,0,0.0,0.0,0.0,-9.992007221626409e-15,3.885780586188048e-15,396.0,0.0,0.0,107475,16,2010,2025,27.350122350207815,26.90026934735302,-0.4498530067557402,1.0954734313183119,1.4102654641198191,0.9461212598284193,1.3365992570885576,-9.557323455810547,-2.4890523910522457,-0.5082027316093445,1.7783270716667172,9.861473083496094,9.861473083496094,396.0,0.0,0.0,0.3684577808792743,0.0,0.0,16,11,7,0.8845319634703197,False,True
A367,SANTA CRUZ,RN,NE,-6.22777777,-36.02638888,237.0,95145,14,2010,2025,27.171260699146313,25.886738977036828,-1.2845217303368182,1.4273340554639409,1.6511942713157801,0.9641137067643236,1.0375248236954493,-9.287059783935547,-2.875566005706787,-1.3233394622802734,0.44429726004600584,8.434961318969727,9.287059783935547,0.2806243102632824,0.0,0.0,1,False,0.0435524041538118,True,0,0.0,0.0,0.0,2.6645352591003757e-15,5.551115123125783e-16,267.0,0.0,0.0,95145,14,2010,2025,27.171260699146313,25.886738977036828,-1.2845217303368182,1.4273340554639409,1.6511942713157775,0.9641137067643231,1.0375248236954484,-9.287059783935547,-2.875566005706787,-1.3233394622802734,0.44429726004600584,8.434961318969727,9.287059783935547,267.0,0.0,0.0,0.2806243102632824,0.0,0.0,16,11,9,0.9118768246126208,False,True
A368,TIANGUA,CE,NE,-3.73222221,-41.01194444,756.0,44441,7,2018,2024,23.789043898039644,25.191517392103123,1.4024734910695478,1.4927224013380243,1.8271310445982925,0.9367834834607873,1.1711134967531245,-5.487890243530273,-0.24858665466308594,1.2780765295028687,3.525635242462158,9.405323028564453,9.405323028564453,0.5692941202943228,0.0,0.0,1,False,0.0091955607952218,True,0,0.0,0.0,0.0,-1.6209256159527285e-14,2.7755575615628914e-15,253.0,0.0,0.0,44441,7,2018,2024,23.789043898039644,25.191517392103123,1.4024734910695478,1.4927224013380243,1.8271310445983087,0.9367834834607845,1.17111349675312,-5.487890243530273,-0.24858665466308594,1.2780765295028687,3.525635242462158,9.405323028564453,9.405323028564453,253.0,0.0,0.0,0.5692941202943228,0.0,0.0,8,4,4,0.7526714200164684,False,True
A369,QUIXADA,CE,NE,-4.97888888,-39.05722222,193.0,37973,6,2018,2025,28.160395537943916,27.67829227138601,-0.4821032727065003,1.012802539262642,1.3083938284703727,0.9554737821281654,1.2163510212834523,-7.513525009155273,-2.3575007438659665,-0.5231460332870483,1.6145902395248433,7.376025676727295,7.513525009155273,0.20540910647038688,0.0,0.0,1,False,0.0125493867214844,True,0,0.0,0.0,0.0,-1.3322676295501878e-15,-1.5543122344752192e-15,78.0,0.0,0.0,37973,6,2018,2025,28.160395537943916,27.67829227138601,-0.4821032727065003,1.012802539262642,1.308393828470374,0.9554737821281669,1.2163510212834545,-7.513525009155273,-2.3575007438659665,-0.5231460332870483,1.6145902395248433,7.376025676727295,7.513525009155273,78.0,0.0,0.0,0.20540910647038688,0.0,0.0,8,4,4,0.6470319634703197,False,True
A370,SALGUEIRO,PE,NE,-8.05805555,-39.0961111,447.0,53556,9,2017,2025,27.829578380640275,26.76972951532185,-1.0598488699740483,1.4776245416933653,1.7922478284267638,0.9416477767798244,1.445306768670904,-9.141063690185547,-3.2430416345596313,-1.1586666107177734,1.4987289309501648,7.832520008087158,9.141063690185547,0.4574650832773172,0.0,0.0,1,False,5.123469494945768e-05,True,0,0.0,0.0,0.0,9.103828801926284e-15,1.1102230246251565e-16,245.0,0.0,0.0,53556,9,2017,2025,27.829578380640275,26.76972951532185,-1.0598488699740483,1.4776245416933653,1.7922478284267547,0.9416477767798243,1.4453067686709076,-9.141063690185547,-3.2430416345596313,-1.1586666107177734,1.4987289309501648,7.832520008087158,9.141063690185547,245.0,0.0,0.0,0.4574650832773172,0.0,0.0,9,5,4,0.8496575342465753,False,True
A371,PIRANHAS,AL,NE,-9.62222221,-37.76722221,187.0,62202,9,2017,2025,27.557851830171522,26.62752882835815,-0.9303230092129756,1.172441079733569,1.5078341440557994,0.967132726089577,1.1866278025618286,-8.9609375,-2.9600998520851136,-0.851458340883255,0.7962258845567695,6.920799255371094,8.9609375,0.35368637664383784,0.0,0.0,1,False,0.0127260120685853,True,0,0.0,0.0,0.0,4.6629367034256575e-15,-2.4424906541753444e-15,220.0,0.0,0.0,62202,9,2017,2025,27.557851830171522,26.62752882835815,-0.9303230092129756,1.172441079733569,1.5078341440557947,0.9671327260895795,1.1866278025618278,-8.9609375,-2.9600998520851136,-0.851458340883255,0.7962258845567695,6.920799255371094,8.9609375,220.0,0.0,0.0,0.35368637664383784,0.0,0.0,9,6,5,0.9604963570127504,False,True
A372,IPANGUACU,RN,NE,-5.53499999,-36.87222221,19.0,49043,9,2017,2025,29.401113299702878,29.00418332409509,-0.39692998461202594,1.1993557609784975,1.5258669306436572,0.9416379141144078,1.4733501755335914,-9.760107040405273,-2.5233931303024293,-0.5498043298721313,2.232251405715944,23.130126953125,23.130126953125,0.4261566380523214,0.008156107905307587,0.004078053952653793,1,False,0.0178787306030276,True,0,0.0,0.0,0.0,-1.0658141036401503e-14,2.220446049250313e-16,209.0,4.0,2.0,49043,9,2017,2025,29.401113299702878,29.00418332409509,-0.39692998461202594,1.1993557609784975,1.5258669306436679,0.9416379141144076,1.4733501755335883,-9.760107040405273,-2.5233931303024293,-0.5498043298721313,2.232251405715944,23.130126953125,23.130126953125,209.0,4.0,2.0,0.4261566380523214,0.008156107905307587,0.004078053952653793,9,4,2,0.7168715846994536,False,True
A373,ITAPORANGA,PB,NE,-7.31833332,-38.14083333,292.0,32002,6,2017,2024,28.732388588750553,27.851455535242597,-0.8809330655242956,1.4021856508756918,1.694526276448702,0.9452921366981758,1.4475640621755628,-9.74501895904541,-2.8829293489456176,-1.0549724102020264,1.7570951282978038,11.374852180480957,11.374852180480957,0.3874757827635773,0.0031248046997062683,0.0,1,False,0.0308877693871967,True,0,0.0,0.0,0.0,-1.4210854715202004e-14,-4.9960036108132044e-15,124.0,1.0,0.0,32002,6,2017,2024,28.732388588750553,27.851455535242597,-0.8809330655242956,1.4021856508756918,1.6945262764487161,0.9452921366981808,1.4475640621755597,-9.74501895904541,-2.8829293489456176,-1.0549724102020264,1.7570951282978038,11.374852180480957,11.374852180480957,124.0,1.0,0.0,0.3874757827635773,0.0031248046997062683,0.0,9,3,3,0.6534608378870674,False,True
A374,CORRENTE,PI,NE,-10.42916666,-45.17305554,452.0,55576,8,2018,2025,27.011334029911268,26.283516886046556,-0.7278171432032589,1.9781256054709255,2.3663264831920645,0.921640199395355,2.251638171484311,-9.256152153015137,-3.7564327120780945,-1.1087398529052734,3.5662052035331726,10.153076171875,10.153076171875,2.3355405210882396,0.0017993378436735282,0.0,1,False,0.0,True,0,0.0,0.0,0.0,1.1723955140041653e-13,0.0,1298.0,1.0,0.0,55576,8,2018,2025,27.011334029911268,26.283516886046556,-0.7278171432032589,1.9781256054709255,2.3663264831919473,0.921640199395355,2.251638171484311,-9.256152153015137,-3.7564327120780945,-1.1087398529052734,3.5662052035331726,10.153076171875,10.153076171875,1298.0,1.0,0.0,2.3355405210882396,0.0017993378436735282,0.0,8,6,6,0.9600456621004566,False,True
A375,BAIXA GRANDE DO RIBEIRO,PI,NE,-8.333531,-45.094625,519.0,51014,8,2018,2025,27.239606768090297,27.042205526056033,-0.1974012484941576,1.170012217264884,1.5359980850084072,0.9301623945039795,1.5232755329141963,-6.97011661529541,-2.3296090722084046,-0.3744625002145767,2.486476242542266,10.174267768859863,10.174267768859863,0.7860587289763594,0.00392049241384718,0.0,1,False,0.4414617329194043,True,0,0.0,0.0,-2.220446049250313e-16,1.7763568394002505e-15,2.1094237467877974e-15,401.0,2.0,0.0,51014,8,2018,2025,27.239606768090297,27.042205526056033,-0.1974012484941576,1.1700122172648841,1.5359980850084054,0.9301623945039774,1.5232755329141998,-6.97011661529541,-2.3296090722084046,-0.3744625002145767,2.486476242542266,10.174267768859863,10.174267768859863,401.0,2.0,0.0,0.7860587289763594,0.00392049241384718,0.0,8,4,4,0.8809931506849316,False,True
A376,CAMPO MAIOR,PI,NE,-4.86416666,-42.14555555,125.0,34138,7,2018,2025,29.657194322676236,29.44669789545523,-0.21049643347337868,1.3702544935291934,1.994146822638722,0.8945997611279946,1.9830350460437,-13.60302734375,-2.6987917542457582,-0.3156255632638931,2.7636991858482323,11.952781677246094,13.60302734375,3.2515085828109442,0.2314136739117699,0.0,1,False,0.0,True,0,0.0,0.0,0.0,1.6209256159527285e-14,-6.661338147750939e-16,1110.0,79.0,0.0,34138,7,2018,2025,29.657194322676236,29.44669789545523,-0.21049643347337868,1.3702544935291934,1.9941468226387058,0.8945997611279952,1.9830350460437018,-13.60302734375,-2.6987917542457582,-0.3156255632638931,2.7636991858482323,11.952781677246094,13.60302734375,1110.0,79.0,0.0,3.2515085828109442,0.2314136739117699,0.0,8,1,1,0.4917524390548194,False,True
A377,ANGICAL DO PIAUI,PI,NE,-6.08944444,-42.72749999,183.0,19458,4,2019,2023,27.365068349751017,27.24862363711206,-0.11644471532538897,1.840885311881703,2.3021946488644467,0.8981590297544191,2.2993069680519937,-8.53041934967041,-3.326576793193817,-0.3347652405500412,4.345165443420407,9.20868968963623,9.20868968963623,3.4381745297563984,0.0,0.0,1,False,0.0,True,0,0.0,0.0,0.0,1.687538997430238e-14,-8.881784197001252e-16,669.0,0.0,0.0,19458,4,2019,2023,27.365068349751017,27.24862363711206,-0.11644471532538897,1.840885311881703,2.30219464886443,0.89815902975442,2.2993069680519924,-8.53041934967041,-3.326576793193817,-0.3347652405500412,4.345165443420407,9.20868968963623,9.20868968963623,669.0,0.0,0.0,3.4381745297563984,0.0,0.0,7,2,2,0.411986301369863,False,True
A401,SALVADOR,BA,NE,-13.01666666,-38.51666666,51.41,203736,26,2000,2025,26.459347389020248,25.680668432468117,-0.7786789584833309,1.6489613934855654,2.2517843150707284,0.6183000857124387,2.1128685697339984,-21.703609466552734,-4.4173702001571655,-0.2133052870631218,1.7695316076278687,5.04990291595459,21.703609466552734,2.635273098519653,0.1997683276396906,0.025523226135783564,1,False,1.7128560530155543,True,0,0.0,0.0,-2.220446049250313e-16,-9.325873406851315e-15,-2.220446049250313e-15,5369.0,407.0,52.0,203736,26,2000,2025,26.459347389020248,25.680668432468117,-0.7786789584833309,1.6489613934855656,2.2517843150707377,0.6183000857124409,2.112868569733998,-21.703609466552734,-4.4173702001571655,-0.2133052870631218,1.7695316076278687,5.04990291595459,21.703609466552734,5369.0,407.0,52.0,2.635273098519653,0.1997683276396906,0.025523226135783564,26,22,19,0.994473763006213,False,True
A402,BARREIRAS,BA,NE,-12.15,-45.01666666,470.37,176068,23,2001,2025,26.44251538553088,25.48985514295343,-0.9526602487581451,1.8661496220111047,2.2637674349334476,0.921286809423298,2.053559203303838,-10.816015243530273,-3.8967379570007323,-1.1485103368759155,2.7180608034133895,9.985349655151367,10.816015243530273,1.7896494536201921,0.0011359247563441398,0.0,2,True,3.029650583876989,True,1153,0.6506000981824953,-0.11504149991340618,-0.09670232012660374,-0.38490139423463177,0.034473271187571486,3151.0,2.0,0.0,177221,24,2001,2025,26.315424238032993,25.47780549551574,-0.837618748844739,1.9628519421377084,2.6486688291680793,0.8868135382357265,2.5127429286198257,-10.816015243530273,-3.8907711505889893,-1.1314449310302734,2.879068374633789,25.15161895751953,25.15161895751953,4296.0,1102.0,267.0,2.424091952985256,0.621822470249011,0.1506593462400054,25,18,17,0.9466894977168948,False,True
A404,LUIZ EDUARDO MAGALHAES,BA,NE,-12.15222222,-45.82972221,754.04,186267,24,2002,2025,24.59075251500965,24.152155053473685,-0.4385974685126048,1.4264370156905586,1.7955545806903428,0.9408914731203342,1.7411676509635556,-9.897069931030273,-3.062524032592773,-0.5641841888427734,2.541468238830565,11.20829963684082,11.20829963684082,0.8487815877208524,0.006979228741537686,0.0,1,False,0.0308877693871967,True,0,0.0,0.0,0.0,3.397282455352979e-14,3.4416913763379853e-15,1581.0,13.0,0.0,186267,24,2002,2025,24.59075251500965,24.152155053473685,-0.4385974685126048,1.4264370156905586,1.7955545806903088,0.9408914731203307,1.7411676509635503,-9.897069931030273,-3.062524032592773,-0.5641841888427734,2.541468238830565,11.20829963684082,11.20829963684082,1581.0,13.0,0.0,0.8487815877208524,0.006979228741537686,0.0,24,19,17,0.9588470319634704,False,True
A405,CARAVELAS,BA,NE,-17.73333333,-39.26666666,2.88,156413,23,2002,2025,25.34538433200333,24.903887949357344,-0.44149638558442034,1.7440608960261559,2.1715021828730876,0.7846687662608188,2.1261541743229873,-11.022167205810547,-3.841308116912842,-0.26767539978027344,3.0357609272003168,8.084912300109863,11.022167205810547,1.2096181263705703,0.000639333047764572,0.0,1,False,1.0907058639320626,True,0,0.0,0.0,0.0,4.884981308350689e-14,-2.886579864025407e-15,1892.0,1.0,0.0,156413,23,2002,2025,25.34538433200333,24.903887949357344,-0.44149638558442034,1.7440608960261559,2.1715021828730388,0.7846687662608217,2.1261541743229846,-11.022167205810547,-3.841308116912842,-0.26767539978027344,3.0357609272003168,8.084912300109863,11.022167205810547,1892.0,1.0,0.0,1.2096181263705703,0.000639333047764572,0.0,24,15,11,0.8558219178082191,False,True
A406,CRUZ DAS ALMAS,BA,NE,-12.65,-39.15,225.87,170758,23,2003,2025,24.633888308554205,24.197595206015066,-0.4362931037581152,0.9045687562316044,1.2065621606346126,0.9546763157947709,1.1249213242964027,-10.34731388092041,-2.3653316497802734,-0.3643062710762024,1.234724462032318,8.630664825439453,10.34731388092041,0.15460476229517797,0.0005856240996029469,0.0,2,True,7.157930775331779,True,0,0.0,-5.551115123125783e-17,0.0,-1.9984014443252818e-15,-1.4876988529977098e-14,264.0,1.0,0.0,170758,23,2003,2025,24.633888308554205,24.197595206015066,-0.43629310375811514,0.9045687562316044,1.2065621606346146,0.9546763157947857,1.1249213242964042,-10.34731388092041,-2.3653316497802734,-0.3643062710762024,1.234724462032318,8.630664825439453,10.34731388092041,264.0,1.0,0.0,0.15460476229517797,0.0005856240996029469,0.0,23,15,12,0.9098173515981736,True,True
A407,ITIRUCU,BA,NE,-13.52833332,-40.11972221,755.61,177490,23,2003,2025,21.565150713129402,21.4428619038737,-0.12228880883120437,0.9902506513316667,1.340002676193611,0.9500401021723351,1.334414722606234,-25.51806640625,-2.5700947642326355,0.08898963779211044,1.6735404074192037,10.833740234375,25.51806640625,0.3262155614400811,0.015212124626739536,0.0005634120232125753,1,False,0.0617744268238272,True,0,0.0,0.0,-1.1102230246251565e-16,-3.3084646133829665e-14,1.2656542480726785e-14,579.0,27.0,1.0,177490,23,2003,2025,21.565150713129402,21.4428619038737,-0.12228880883120437,0.9902506513316668,1.340002676193644,0.9500401021723225,1.3344147226062368,-25.51806640625,-2.5700947642326355,0.08898963779211044,1.6735404074192037,10.833740234375,25.51806640625,579.0,27.0,1.0,0.3262155614400811,0.015212124626739536,0.0005634120232125753,23,17,14,0.9895264116575592,False,True
A408,ITABERABA,BA,NE,-12.51666666,-40.3,249.89,194577,23,2003,2025,26.136820380842362,25.44863908344299,-0.6881813012888909,1.166301789943963,1.4854155452074898,0.9508195608229002,1.316387004021488,-8.043163299560547,-2.801708698272705,-0.7162472009658813,1.5274890899658202,10.212547302246094,10.212547302246094,0.27855296360823734,0.0005139353572107701,0.0,1,False,0.8345080810445551,True,0,0.0,0.0,0.0,-5.1958437552457326e-14,1.0103029524088925e-14,542.0,1.0,0.0,194577,23,2003,2025,26.136820380842362,25.44863908344299,-0.6881813012888909,1.166301789943963,1.4854155452075417,0.9508195608228901,1.3163870040214831,-8.043163299560547,-2.801708698272705,-0.7162472009658813,1.5274890899658202,10.212547302246094,10.212547302246094,542.0,1.0,0.0,0.27855296360823734,0.0005139353572107701,0.0,23,22,20,0.9990867579908675,False,True
A409,ARACAJU,SE,NE,-10.95027777,-37.05,4.72,164736,22,2003,2024,27.124694659067107,25.778351824322502,-1.3463428388512377,1.6353723182359885,2.1747714108728404,0.6115640291895198,1.7079254541694542,-14.830663681030273,-4.357140779495239,-0.9430660307407379,0.9798320978879929,5.745456218719482,14.830663681030273,2.077870046620047,0.002428127428127428,0.0,1,False,0.544497767517889,True,0,0.0,0.0,-2.220446049250313e-16,1.2434497875801753e-14,5.10702591327572e-15,3423.0,4.0,0.0,164736,22,2003,2024,27.124694659067107,25.778351824322502,-1.3463428388512377,1.6353723182359887,2.174771410872828,0.6115640291895147,1.7079254541694509,-14.830663681030273,-4.357140779495239,-0.9430660307407379,0.9798320978879929,5.745456218719482,14.830663681030273,3423.0,4.0,0.0,2.077870046620047,0.002428127428127428,0.0,23,16,12,0.98824200913242,False,True
A410,ILHEUS,BA,NE,-14.65944444,-39.1811111,78.0,156544,23,2003,2025,23.998977923962247,23.775897403281924,-0.22308051977276744,1.0953096020700595,1.371464120950482,0.9246338165019087,1.35320383319384,-14.915233612060547,-2.4051831483840944,-0.26037558913230896,2.04025435447693,7.833935737609863,14.915233612060547,0.04854865085854456,0.002555192150449714,0.0,1,False,0.0795231410288498,True,0,0.0,5.551115123125783e-17,2.220446049250313e-16,-1.2656542480726785e-14,1.887379141862766e-15,76.0,4.0,0.0,156544,23,2003,2025,23.998977923962247,23.775897403281924,-0.2230805197727675,1.0953096020700592,1.3714641209504947,0.9246338165019068,1.3532038331938343,-14.915233612060547,-2.4051831483840944,-0.26037558913230896,2.04025435447693,7.833935737609863,14.915233612060547,76.0,4.0,0.0,0.04854865085854456,0.002555192150449714,0.0,23,16,10,0.8703196347031964,False,True
A412,MACAJUBA,BA,NE,-12.11666666,-40.18333333,380.0,151611,21,2003,2024,25.348613883991845,24.613142788800577,-0.7354710981222086,1.2512458291560027,1.6100390017063229,0.947888918214963,1.4322434782552222,-18.000926971435547,-3.1128170490264893,-0.7241817712783813,1.6297855377197266,11.630271911621094,18.000926971435547,0.4241117069341934,0.0026383309918145783,0.0,2,True,18.653128063246083,True,0,0.0,0.0,0.0,-4.374278717023117e-14,-6.328271240363392e-15,643.0,4.0,0.0,151611,21,2003,2024,25.348613883991845,24.613142788800577,-0.7354710981222086,1.2512458291560027,1.6100390017063666,0.9478889182149693,1.4322434782552182,-18.000926971435547,-3.1128170490264893,-0.7241817712783813,1.6297855377197266,11.630271911621094,18.000926971435547,643.0,4.0,0.0,0.4241117069341934,0.0026383309918145783,0.0,23,16,14,0.926571038251366,True,True
A413,FEIRA DE SANTANA,BA,NE,-12.19583333,-38.96722221,231.0,135176,18,2007,2024,25.2800349147671,24.866503174716836,-0.41353174264590553,0.9444993738664144,1.2564048800738863,0.9601476207738298,1.186404287440385,-8.125097274780273,-2.4619938731193542,-0.3548091948032379,1.3763431310653687,9.46415901184082,9.46415901184082,0.1842042966207019,0.0,0.0,1,False,0.0444021701915749,True,0,0.0,-5.551115123125783e-17,1.1102230246251565e-16,9.103828801926284e-15,1.2989609388114332e-14,249.0,0.0,0.0,135176,18,2007,2024,25.2800349147671,24.866503174716836,-0.4135317426459055,0.9444993738664142,1.2564048800738772,0.9601476207738168,1.18640428744038,-8.125097274780273,-2.4619938731193542,-0.3548091948032379,1.3763431310653687,9.46415901184082,9.46415901184082,249.0,0.0,0.0,0.1842042966207019,0.0,0.0,19,13,11,0.9297945205479452,False,True
A414,VITORIA DA CONQUISTA,BA,NE,-14.8861111,-40.80138888,874.81,149548,19,2007,2025,21.146119639500256,20.951869818680066,-0.1942498218184473,0.9067157371451288,1.2060917660757704,0.9617625084274545,1.190350297053562,-8.102977752685547,-2.202829146385193,-0.13137168437242508,1.6244034886360157,11.089502334594727,11.089502334594727,0.18188140262658142,0.0006686816273036082,0.0,1,False,0.035801303375294,True,0,0.0,0.0,0.0,-8.881784197001252e-16,-4.884981308350689e-15,272.0,1.0,0.0,149548,19,2007,2025,21.146119639500256,20.951869818680066,-0.1942498218184473,0.9067157371451288,1.2060917660757713,0.9617625084274594,1.190350297053561,-8.102977752685547,-2.202829146385193,-0.13137168437242508,1.6244034886360157,11.089502334594727,11.089502334594727,272.0,1.0,0.0,0.18188140262658142,0.0006686816273036082,0.0,19,17,15,0.9963470319634704,False,True
A415,SANTA RITA DE CASSIA,BA,NE,-11.01999999,-44.52499999,450.0,117792,18,2007,2025,27.224398935207105,27.058424057713736,-0.1659748827204282,1.6958049671177229,2.1002854782392055,0.9366548889346987,2.0937260193045524,-8.641942977905273,-2.996264362335205,-0.4954494535923004,3.8088983058929435,11.205662727355957,11.205662727355957,2.0425835370823147,0.0008489540885628905,0.0,1,False,2.2315389790023836,True,0,0.0,0.0,0.0,-6.52811138479592e-14,3.885780586188048e-15,2406.0,1.0,0.0,117792,18,2007,2025,27.224398935207105,27.058424057713736,-0.1659748827204282,1.6958049671177229,2.100285478239271,0.9366548889346948,2.093726019304549,-8.641942977905273,-2.996264362335205,-0.4954494535923004,3.8088983058929435,11.205662727355957,11.205662727355957,2406.0,1.0,0.0,2.0425835370823147,0.0008489540885628905,0.0,19,11,11,0.9232876712328768,False,True
