codigo,estacao,uf,anos_total,anos_desempenho_extremo,bias_mediano_c,rmse_mediano_c,correlacao_mediana,bias_min_c,bias_max_c,rmse_max_c,pct_anos_desempenho_extremo,comportamento_persistente
A367,SANTA CRUZ,RN,14,0,-1.2627070086468388,1.6359650999688025,0.9642559344656002,-1.582220690890618,-1.0273040348147167,1.876941315258465,0.0,False
A368,TIANGUA,CE,7,0,1.2673533793228815,1.7377806870922108,0.9357107074984315,1.0307292606088738,1.718958002672275,2.096496771126956,0.0,False
A369,QUIXADA,CE,6,0,-0.4354709475957619,1.3032283692489766,0.956899964760229,-1.1285213907252254,-0.32817379438469596,1.676084393312489,0.0,False
A370,SALGUEIRO,PE,9,0,-1.133138089441882,1.7968808280957764,0.9413410595107307,-1.517199163209909,-0.5945923053087686,2.0004448356065523,0.0,False
A371,PIRANHAS,AL,9,0,-0.9724393214532117,1.4866961588270577,0.969630613221887,-1.191932693323371,-0.5067684613355941,1.6982556082701072,0.0,False
A372,IPANGUACU,RN,9,0,-0.3599978321818492,1.524202036711394,0.9363614261050707,-0.8334883836862678,-0.08846535745906167,1.7132505310091022,0.0,False
A373,ITAPORANGA,PB,6,0,-0.886233441478194,1.6917726724977258,0.9471324523301313,-1.3315510231737746,-0.7834578716342042,2.077977038157777,0.0,False
A374,CORRENTE,PI,8,0,-0.8280063034850642,2.2948018318811503,0.9288612217045575,-1.2552340337164436,-0.19718250736813098,2.6730751505803276,0.0,False
A375,BAIXA GRANDE DO RIBEIRO,PI,8,0,-0.2800018692221829,1.5105365980028207,0.9290869809206291,-0.5417683008469291,0.055578532690132604,1.6892167276800936,0.0,False
A376,CAMPO MAIOR,PI,7,0,-0.2857838239711971,1.7433781964785837,0.9211738516111704,-0.7446884237987844,0.2461296839881283,2.9131479501584825,0.0,False
A377,ANGICAL DO PIAUI,PI,4,0,-0.055309696404012336,2.298126864145571,0.905759949922841,-0.19281372267724822,-0.004885984505477564,2.36000641831227,0.0,False
A401,SALVADOR,BA,26,1,-0.6211801992488846,1.9903633083887717,0.6774835779729045,-3.026094318514949,-0.147695128593624,5.475019255960112,3.8461538461538463,False
A402,BARREIRAS,BA,24,1,-0.8376733948044273,2.24141919020645,0.9271105476115289,-1.5909335087487941,16.72970718936308,17.19735987802451,4.166666666666666,False
A404,LUIS EDUARDO MAGALHAES,BA,1,0,-0.516314211920552,2.4268502201338644,0.9243128585696047,-0.516314211920552,-0.516314211920552,2.4268502201338644,0.0,False
A404,LUIZ EDUARDO MAGALHAES,BA,23,0,-0.43862308162371294,1.7189778456332918,0.9427349194853905,-0.8549493826220863,-0.09056293333101977,2.01947152723999,0.0,False
A405,CARAVELAS,BA,23,0,-0.41132768187338203,2.0465606710197917,0.803330078985458,-1.0061883319393814,0.487758152516714,2.631415303864474,0.0,False
A406,CRUZ DAS ALMAS,BA,23,0,-0.4631990582823837,1.1962006982135176,0.9603170382359545,-0.817078196943471,0.014751783327697342,1.6175590937126374,0.0,False
