periodo,n_anos,tendencia_linear_c_por_ano,tendencia_linear_c_por_decada,r,r2,p_tendencia_linear,mann_kendall_S,mann_kendall_tau,mann_kendall_Z,mann_kendall_p,mann_kendall_resultado,sen_slope_c_por_ano,sen_slope_c_por_decada,sen_ic95_inferior,sen_ic95_superior,maior_temperatura_c,ano_maior_temperatura,data_hora_maior_utc,latitude_maior,longitude_maior
1995-2025,31,0.060724879032258025,0.6072487903225803,0.5698839971056273,0.32476777015708663,0.0008179556544264178,176,0.37849462365591396,2.9748026779666588,0.00293177066495498,crescente significativa,0.0661624999999999,0.661624999999999,0.019806249999999803,0.09396666666666675,42.9352,2020,2020-10-03 18:00,-21.25,-53.0
