registros_estacao_ano_total,pares_amostra_completa,anomalias_temporais_excluidas,pares_excluidos_principal,percentual_pares_excluidos,pares_validacao_principal,estacao_ano_resumo_min100,estacao_ano_tendencia_10a,estacao_ano_tendencia_15a,estacoes_tendencia_10a,estacoes_tendencia_15a
9716,71927348,4,25360,0.035257799300483034,71901988,9682,6204,4147,403,238
