rede,variavel,nome_variavel,codigo,estacao,uf,regiao,n_anos,ano_inicio,ano_fim,valor_inicial_c,valor_final_c,n,mk_s,mk_tau,mk_var_classica,mk_z_classico,mk_p_classico,sen_slope_c_ano,sen_slope_c_decada,rho1_rank_detrendido,limite_acf_aprox,n_lags_acf_significativos,fator_correcao_hamed_rao,mk_var_modificada,mk_z_modificado,mk_p_modificado,mk_p_modificado_fdr,significativo_classico_p05,significativo_modificado_p05,significativo_modificado_fdr05,classificacao_classica,classificacao_modificada,classificacao_modificada_fdr,mudou_significancia_com_correcao,delta_p_modificado_menos_classico
principal_consecutiva_15a,tmax_era5,Tmax ERA5,A002,GOIANIA,GO,Centro-Oeste,15,2010,2024,36.181297302246094,37.318504333496094,15,15,0.14285714285714285,408.3333333333333,0.6928203230275509,0.4884223166225936,0.06658087836371528,0.6658087836371528,-0.3470483005366726,0.5060605247526638,0,1.0,408.3333333333333,0.6928203230275509,0.4884223166225936,0.5494751062004178,False,False,False,sem_tendencia_significativa,sem_tendencia_significativa,sem_tendencia_significativa,False,0.0
principal_consecutiva_15a,tmax_era5,Tmax ERA5,A036,CRISTALINA,GO,Centro-Oeste,18,2008,2025,35.234275817871094,33.689842224121094,18,29,0.1895424836601307,697.0,1.0605756267099984,0.28888280402716404,0.05837673611111111,0.5837673611111112,-0.2422520661157025,0.4619679414498925,0,1.0,697.0,1.0605756267099984,0.28888280402716404,0.3714207480349252,False,False,False,sem_tendencia_significativa,sem_tendencia_significativa,sem_tendencia_significativa,False,0.0
principal_consecutiva_15a,tmax_era5,Tmax ERA5,A045,AGUAS EMENDADAS,DF,Centro-Oeste,17,2009,2025,31.252832412719727,33.337547302246094,17,36,0.2647058823529412,589.3333333333334,1.4417419705003605,0.14937517875498973,0.11142985026041666,1.1142985026041665,-0.30637254901960786,0.4753610900391235,0,1.0,589.3333333333334,1.4417419705003605,0.14937517875498973,0.2240627681324846,False,False,False,sem_tendencia_significativa,sem_tendencia_significativa,sem_tendencia_significativa,False,0.0
principal_consecutiva_15a,tmax_era5,Tmax ERA5,A101,MANAUS,AM,Norte,15,2011,2025,34.876121520996094,36.505271911621094,15,45,0.42857142857142855,408.3333333333333,2.1774353009437313,0.02944810421427424,0.12786865234375,1.2786865234375,0.05366726296958855,0.5060605247526638,0,1.0,408.3333333333333,2.1774353009437313,0.02944810421427424,0.08834431264282272,True,True,False,crescente,crescente,sem_tendencia_significativa,False,0.0
principal_consecutiva_15a,tmax_era5,Tmax ERA5,A507,UBERLANDIA,MG,Sudeste,17,2009,2025,32.295555114746094,34.299217224121094,17,50,0.36764705882352944,589.3333333333334,2.018438758700505,0.04354558621432192,0.173095703125,1.73095703125,-0.07352941176470588,0.4753610900391235,0,1.0,589.3333333333334,2.018438758700505,0.04354558621432192,0.09515006718929438,True,True,False,crescente,crescente,sem_tendencia_significativa,False,0.0
principal_consecutiva_15a,tmax_era5,Tmax ERA5,A521,PAMPULHA,MG,Sudeste,17,2009,2025,29.433496475219727,31.739648818969727,17,48,0.35294117647058826,589.3333333333334,1.9360535032433412,0.052861148438496874,0.21055491765340167,2.1055491765340166,0.061274509803921566,0.4753610900391235,0,1.0,589.3333333333334,1.9360535032433412,0.052861148438496874,0.09515006718929438,False,False,False,sem_tendencia_significativa,sem_tendencia_significativa,sem_tendencia_significativa,False,0.0
principal_consecutiva_15a,tmax_era5,Tmax ERA5,A531,MARIA DA FE,MG,Sudeste,18,2008,2025,28.164697647094727,29.855615615844727,18,63,0.4117647058823529,697.0,2.3484174591435676,0.018853377367019197,0.157745361328125,1.57745361328125,-0.13481404958677687,0.4619679414498925,0,1.0,697.0,2.3484174591435676,0.018853377367019197,0.08484019815158639,True,True,False,crescente,crescente,sem_tendencia_significativa,False,0.0
principal_consecutiva_15a,tmax_era5,Tmax ERA5,A801,PORTO ALEGRE,RS,Sul,19,2007,2025,34.965721130371094,38.545799255371094,19,87,0.5087719298245614,817.0,3.008759142727674,0.0026231698430960737,0.1613006591796875,1.613006591796875,0.08340649692712906,0.4496465758731267,0,1.0,817.0,3.008759142727674,0.0026231698430960737,0.023608528587864663,True,True,True,crescente,crescente,crescente,False,0.0
principal_consecutiva_15a,tmax_inmet,Tmax INMET,A001,BRASILIA,DF,Centro-Oeste,15,2011,2025,33.29999923706055,34.20000076293945,15,36,0.34285714285714286,405.3333333333333,1.73844871864787,0.0821317786187592,0.12857164655412948,1.2857164655412947,-0.2844364937388193,0.5060605247526638,0,1.0,405.3333333333333,1.73844871864787,0.0821317786187592,0.09663428805006258,False,False,False,sem_tendencia_significativa,sem_tendencia_significativa,sem_tendencia_significativa,False,0.0
principal_consecutiva_15a,tmax_inmet,Tmax INMET,A002,GOIANIA,GO,Centro-Oeste,15,2010,2024,37.20000076293945,41.099998474121094,15,50,0.47619047619047616,404.6666666666667,2.4358321819147144,0.014857575729617212,0.20833333333333334,2.0833333333333335,-0.16845878136200718,0.5060605247526638,0,1.0,404.6666666666667,2.4358321819147144,0.014857575729617212,0.044572727188851635,True,True,True,crescente,crescente,crescente,False,0.0
principal_consecutiva_15a,tmax_inmet,Tmax INMET,A036,CRISTALINA,GO,Centro-Oeste,18,2008,2025,34.400001525878906,34.29999923706055,18,68,0.4444444444444444,694.0,2.5432852203037632,0.010981554725508325,0.13333333333333333,1.3333333333333333,-0.246900826446281,0.4619679414498925,0,1.0,694.0,2.5432852203037632,0.010981554725508325,0.044572727188851635,True,True,True,crescente,crescente,crescente,False,0.0
principal_consecutiva_15a,tmax_inmet,Tmax INMET,A045,AGUAS EMENDADAS,DF,Centro-Oeste,17,2009,2025,33.599998474121094,35.900001525878906,17,65,0.47794117647058826,585.6666666666666,2.6445678906771675,0.008179529633231875,0.16547616322835285,1.6547616322835283,-0.34068627450980393,0.4753610900391235,0,1.0,585.6666666666666,2.6445678906771675,0.008179529633231875,0.044572727188851635,True,True,True,crescente,crescente,crescente,False,0.0
