ano,codigo,datetime_utc,grid_index,temp_inmet_c,temp_era5_c,erro_c,erro_abs,ranking
2003,A003,2003-09-11 14:00:00,15395,15.0,23.46206,8.462061,8.462060928344727,1
2003,A003,2003-09-13 21:00:00,15395,20.2,28.573145,8.373145,8.37314510345459,2
2003,A003,2003-08-26 16:00:00,15395,15.9,23.771143,7.871143,7.871142864227295,3
2003,A003,2003-08-26 17:00:00,15395,17.4,25.214014,7.814014,7.814013957977295,4
2003,A003,2003-09-29 16:00:00,15395,22.3,29.931787,7.6317873,7.631787300109863,5
2003,A003,2003-09-29 17:00:00,15395,23.0,30.617579,7.6175785,7.617578506469727,6
2003,A003,2003-06-23 05:00:00,15395,10.8,17.942774,7.1427736,7.142773628234863,7
2003,A003,2003-06-23 06:00:00,15395,10.5,17.502832,7.0028324,7.002832412719727,8
2003,A003,2003-09-11 13:00:00,15395,14.5,21.478174,6.978174,6.978174209594727,9
2003,A003,2003-08-26 15:00:00,15395,15.0,21.819483,6.819483,6.819482803344727,10
2003,A003,2003-09-11 15:00:00,15395,18.6,25.339258,6.7392583,6.739258289337158,11
2003,A003,2003-03-02 17:00:00,15395,22.1,28.743555,6.643555,6.643555164337158,12
2003,A003,2003-07-07 02:00:00,15395,14.1,20.717539,6.617539,6.617538928985596,13
2003,A003,2003-06-23 04:00:00,15395,11.7,18.306787,6.6067877,6.60678768157959,14
2003,A003,2003-07-07 01:00:00,15395,15.1,21.66926,6.56926,6.569260120391846,15
2003,A003,2003-03-10 17:00:00,15395,21.5,28.068995,6.5689945,6.568994522094727,16
2003,A003,2003-01-11 21:00:00,15395,22.2,28.754053,6.5540533,6.55405330657959,17
2003,A003,2003-03-02 16:00:00,15395,22.1,28.653711,6.5537114,6.553711414337158,18
2003,A003,2003-08-26 18:00:00,15395,19.8,26.312403,6.5124025,6.512402534484863,19
2003,A003,2003-08-18 07:00:00,15395,8.9,15.408106,6.5081058,6.508105754852295,20
2003,A101,2003-01-30 20:00:00,5852,31.2,24.5563,-6.6437006,6.64370059967041,1
2003,A101,2003-01-30 21:00:00,5852,31.2,24.70254,-6.4974604,6.49746036529541,2
2003,A101,2003-01-30 19:00:00,5852,31.0,24.647608,-6.352392,6.352392196655273,3
2003,A101,2003-11-17 18:00:00,5852,34.4,28.060938,-6.339062,6.339062213897705,4
2003,A101,2003-01-30 22:00:00,5852,30.7,24.724756,-5.9752436,5.97524356842041,5
2003,A101,2003-04-01 20:00:00,5852,31.8,26.297998,-5.502002,5.502001762390137,6
2003,A101,2003-12-30 18:00:00,5852,32.7,27.278955,-5.4210443,5.42104434967041,7
2003,A101,2003-03-01 18:00:00,5852,31.5,26.165186,-5.334814,5.334814071655273,8
2003,A101,2003-05-29 16:00:00,5852,29.9,24.56875,-5.3312497,5.331249713897705,9
2003,A101,2003-06-09 16:00:00,5852,29.9,24.58047,-5.319531,5.319530963897705,10
2003,A101,2003-11-17 20:00:00,5852,33.7,28.504297,-5.1957026,5.19570255279541,11
