rede,descricao_rede,codigo,variavel,descricao_variavel,n_anos,primeiro_ano,ultimo_ano,amplitude_anos,anos_faltantes_na_amplitude,valor_min_c,valor_mediano_c,valor_medio_c,valor_max_c,sen_slope_c_ano,sen_slope_c_decada,mk_s,mk_var_s,mk_z,mk_tau,mk_p,rho1_anos_consecutivos,n_pares_rho1,estacao,uf,regiao,mk_p_fdr,significativo_p05,significativo_fdr05,tendencia_mk_p05,tendencia_mk_fdr05,autocorrelacao_abs_ge_03
sensibilidade_10a,>=10 anos válidos,A519,delta_tmax,Diferença das máximas anuais ERA5 - INMET,12,2007,2025,19,7,-2.9715843200683594,-1.2990989685058594,-1.296669324239095,0.162109375,-0.061796677418244184,-0.6179667741824418,-18.0,212.66666666666666,-1.1657333182503609,-0.2727272727272727,0.24372228477217445,-0.30033339347826626,5,CAMPINA VERDE,MG,Sudeste,0.6674290512184655,False,False,sem_tendencia_significativa,sem_tendencia_significativa,True
sensibilidade_10a,>=10 anos válidos,A520,delta_tmax,Diferença das máximas anuais ERA5 - INMET,14,2008,2025,18,4,-2.8939476013183594,-2.3810558319091797,-2.245387213570731,-1.5238304138183594,0.004497528076171875,0.04497528076171875,3.0,333.6666666666667,0.10948978029027179,0.03296703296703297,0.9128140271840749,0.40002604837107353,10,CONCEICAO DAS ALAGOAS,MG,Sudeste,1.0,False,False,sem_tendencia_significativa,sem_tendencia_significativa,True
sensibilidade_10a,>=10 anos válidos,A521,delta_tmax,Diferença das máximas anuais ERA5 - INMET,18,2007,2025,19,1,-4.572118759155273,-3.2549314498901367,-3.3746832741631403,-1.8855476379394531,0.018246014912923176,0.18246014912923175,9.0,697.0,0.3030216076314281,0.058823529411764705,0.7618733947779847,-0.07038034604058391,16,PAMPULHA,MG,Sudeste,0.9647390916123593,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A522,delta_tmax,Diferença das máximas anuais ERA5 - INMET,12,2007,2025,19,7,-1.8705101013183594,-0.2660655975341797,-0.2722422281901042,1.155029296875,0.03244446974534255,0.32444469745342547,8.0,212.66666666666666,0.48000783692661914,0.12121212121212122,0.6312218204782533,0.624980921693815,8,SERRA DOS AIMORES,MG,Sudeste,0.9647390916123593,False,False,sem_tendencia_significativa,sem_tendencia_significativa,True
sensibilidade_10a,>=10 anos válidos,A523,delta_tmax,Diferença das máximas anuais ERA5 - INMET,12,2008,2023,16,4,-2.8680667877197266,-1.6531991958618164,-1.6249806086222331,-0.06650543212890625,0.08630970546177455,0.8630970546177454,20.0,212.66666666666666,1.302878414515109,0.30303030303030304,0.19261627432960213,-0.0366167808565332,9,PATROCINIO,MG,Sudeste,0.641734467629042,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A524,delta_tmax,Diferença das máximas anuais ERA5 - INMET,13,2007,2025,19,6,-2.5243186950683594,-1.8373069763183594,-1.6890411376953125,-0.18442535400390625,0.01468862806047712,0.1468862806047712,12.0,268.6666666666667,0.6710977636952193,0.15384615384615385,0.5021582515007487,-0.212370196832756,9,FORMIGA,MG,Sudeste,0.8808349657472149,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A525,delta_tmax,Diferença das máximas anuais ERA5 - INMET,15,2007,2025,19,4,-4.423439025878906,-1.182861328125,-1.4994087219238281,-0.369873046875,-0.0639190673828125,-0.639190673828125,-47.0,408.3333333333333,-2.27640963280481,-0.44761904761904764,0.022821503671488098,0.029367935089346264,11,SACRAMENTO,MG,Sudeste,0.3372956564378985,True,False,decrescente,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A527,delta_tmax,Diferença das máximas anuais ERA5 - INMET,10,2007,2023,17,7,-1.8642578125,-1.1207294464111328,-0.9462902069091796,0.034763336181640625,-0.04014248318142361,-0.4014248318142361,-9.0,125.0,-0.7155417527999327,-0.2,0.4742743507673296,-0.05776482572755201,6,TEOFILO OTONI,MG,Sudeste,0.8749544057259356,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A528,delta_tmax,Diferença das máximas anuais ERA5 - INMET,15,2007,2025,19,4,-3.702442169189453,0.040283203125,-0.31474711100260416,0.9376945495605469,0.01823743184407552,0.1823743184407552,5.0,408.3333333333333,0.19794866372215741,0.047619047619047616,0.8430852292699837,-0.1285714977355869,11,TRES MARIAS,MG,Sudeste,1.0,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A529,delta_tmax,Diferença das máximas anuais ERA5 - INMET,11,2009,2023,15,4,-4.043066024780273,-2.5086936950683594,-2.40028901533647,-1.207763671875,-0.11381855010986328,-1.1381855010986328,-21.0,165.0,-1.556997888323046,-0.38181818181818183,0.11947098677170073,-0.08543616838515228,8,PASSA QUATRO,MG,Sudeste,0.5113358233828792,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A530,delta_tmax,Diferença das máximas anuais ERA5 - INMET,15,2007,2024,18,3,-2.615234375,-1.7474632263183594,-1.7389818827311199,-0.8942413330078125,-0.03785371780395508,-0.3785371780395508,-21.0,408.3333333333333,-0.989743318610787,-0.2,0.3222995958719193,0.2691005439186954,11,CALDAS,MG,Sudeste,0.746523330877611,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A531,delta_tmax,Diferença das máximas anuais ERA5 - INMET,18,2008,2025,18,0,-2.044384002685547,-0.8088865280151367,-0.8023160298665365,-0.06337928771972656,-0.0034418106079101562,-0.03441810607910156,-1.0,697.0,0.0,-0.006535947712418301,1.0,0.1814828645016548,17,MARIA DA FE,MG,Sudeste,1.0,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A532,delta_tmax,Diferença das máximas anuais ERA5 - INMET,11,2008,2025,18,7,-3.524169921875,-1.90625,-1.4908169833096592,0.3650856018066406,0.054606119791666664,0.5460611979166666,13.0,165.0,0.9341987329938275,0.23636363636363636,0.3502013891792958,-0.06173761083150691,7,GOVERNADOR VALADARES,MG,Sudeste,0.7676285276712584,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A533,delta_tmax,Diferença das máximas anuais ERA5 - INMET,16,2008,2024,17,1,-2.6747093200683594,-0.8471698760986328,-0.9069781303405762,0.7400360107421875,-0.04577951431274414,-0.4577951431274414,-22.0,493.3333333333333,-0.9454728546705712,-0.18333333333333332,0.3444175229790722,-0.14942438609438377,14,GUANHAES,MG,Sudeste,0.7676285276712584,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A534,delta_tmax,Diferença das máximas anuais ERA5 - INMET,10,2008,2024,17,7,-2.7073745727539062,-1.3160400390625,-1.4847671508789062,-0.8332061767578125,0.06456671820746528,0.6456671820746528,15.0,125.0,1.2521980673998823,0.3333333333333333,0.2104977000553374,-0.6097741236377909,5,AIMORES,MG,Sudeste,0.641734467629042,False,False,sem_tendencia_significativa,sem_tendencia_significativa,True
sensibilidade_10a,>=10 anos válidos,A535,delta_tmax,Diferença das máximas anuais ERA5 - INMET,14,2009,2025,17,3,-6.027830123901367,-2.7640151977539062,-2.994664737156459,-1.8421897888183594,0.09733668240633878,0.9733668240633877,35.0,333.6666666666667,1.8613262649346203,0.38461538461538464,0.06269811626098264,0.29940982046205666,10,FLORESTAL,MG,Sudeste,0.45683574070356087,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A536,delta_tmax,Diferença das máximas anuais ERA5 - INMET,12,2008,2025,18,6,-2.9664573669433594,-1.6739501953125,-1.6700579325358074,-0.6659202575683594,-0.00923798301003196,-0.0923798301003196,-6.0,212.66666666666666,-0.34286274066187084,-0.09090909090909091,0.7317017232242102,-0.3958305922330722,6,DORES DO INDAIA,MG,Sudeste,0.9647390916123593,False,False,sem_tendencia_significativa,sem_tendencia_significativa,True
sensibilidade_10a,>=10 anos válidos,A537,delta_tmax,Diferença das máximas anuais ERA5 - INMET,14,2008,2025,18,4,-0.9885234832763672,0.7711658477783203,0.5158476148332868,2.3575172424316406,-0.026850960471413353,-0.26850960471413354,-11.0,333.6666666666667,-0.5474489014513589,-0.12087912087912088,0.5840703669455065,-0.07393884537117468,9,DIAMANTINA,MG,Sudeste,0.9446423725142699,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A538,delta_tmax,Diferença das máximas anuais ERA5 - INMET,15,2007,2025,19,4,-2.860645294189453,-1.6886749267578125,-1.8445457458496093,-0.910888671875,-0.04077744483947754,-0.4077744483947754,-29.0,408.3333333333333,-1.3856406460551018,-0.2761904761904762,0.16585666034290997,-0.07424876248655911,10,CURVELO,MG,Sudeste,0.5818577920226677,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A539,delta_tmax,Diferença das máximas anuais ERA5 - INMET,15,2008,2025,18,3,-3.148731231689453,-1.9052734375,-1.6844319661458333,1.8572235107421875,-0.03933143615722656,-0.3933143615722656,-23.0,408.3333333333333,-1.0887176504718656,-0.21904761904761905,0.2762784158080179,0.06446198371607227,13,MOCAMBINHO,MG,Sudeste,0.6807865878847438,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A540,delta_tmax,Diferença das máximas anuais ERA5 - INMET,14,2008,2025,18,4,-3.4732437133789062,-2.152589797973633,-2.2600533621651784,-0.8585968017578125,0.004654884338378906,0.04654884338378906,3.0,333.6666666666667,0.10948978029027179,0.03296703296703297,0.9128140271840749,-0.19895501613870156,9,MANTENA,MG,Sudeste,1.0,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A541,delta_tmax,Diferença das máximas anuais ERA5 - INMET,13,2008,2025,18,5,-2.327392578125,-1.2665557861328125,-1.2372461465688853,-0.14292144775390625,0.013472557067871094,0.13472557067871094,6.0,268.6666666666667,0.3050444380432815,0.07692307692307693,0.7603323075218762,-0.17318135884782906,10,CAPELINHA,MG,Sudeste,0.9647390916123593,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A542,delta_tmax,Diferença das máximas anuais ERA5 - INMET,12,2008,2025,18,6,-4.050930023193359,-2.8026123046875,-2.9382575352986655,-2.229736328125,0.006220436096191407,0.06220436096191406,2.0,212.66666666666666,0.06857254813237416,0.030303030303030304,0.9453298708327001,-0.5298596312645052,6,UNAI,MG,Sudeste,1.0,False,False,sem_tendencia_significativa,sem_tendencia_significativa,True
sensibilidade_10a,>=10 anos válidos,A546,delta_tmax,Diferença das máximas anuais ERA5 - INMET,11,2008,2024,17,6,-1.9994640350341797,-0.46421051025390625,-0.4417178414084695,0.9262199401855469,0.07116372244698661,0.7116372244698661,13.0,165.0,0.9341987329938275,0.23636363636363636,0.3502013891792958,0.08250739264515593,7,GUARDA-MOR,MG,Sudeste,0.7676285276712584,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A547,delta_tmax,Diferença das máximas anuais ERA5 - INMET,10,2008,2023,16,6,-5.3146514892578125,-2.416309356689453,-2.6983707427978514,-1.6197280883789062,-0.08867168426513672,-0.8867168426513672,-25.0,125.0,-2.146625258399798,-0.5555555555555556,0.0318231273864902,0.6260780021496448,4,SAO ROMAO,MG,Sudeste,0.36870633957371823,True,False,decrescente,sem_tendencia_significativa,True
sensibilidade_10a,>=10 anos válidos,A548,delta_tmax,Diferença das máximas anuais ERA5 - INMET,10,2008,2023,16,6,-1.8036155700683594,-0.8167743682861328,-0.6628776550292969,0.487548828125,0.001461029052734375,0.01461029052734375,1.0,125.0,0.0,0.022222222222222223,1.0,-0.21287792555893142,4,CHAPADA GAUCHA,MG,Sudeste,1.0,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A550,delta_tmax,Diferença das máximas anuais ERA5 - INMET,15,2008,2024,17,2,-5.115039825439453,-3.553516387939453,-3.61934076944987,-2.8028831481933594,-0.011560880220853366,-0.11560880220853366,-9.0,408.3333333333333,-0.39589732744431483,-0.08571428571428572,0.6921807727218765,-0.1381371310316736,13,ITAOBIM,MG,Sudeste,0.9647390916123593,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A551,delta_tmax,Diferença das máximas anuais ERA5 - INMET,13,2008,2025,18,5,-2.6065444946289062,-1.4767112731933594,-1.5345194889948919,-0.7851104736328125,0.005812486012776693,0.058124860127766936,12.0,268.6666666666667,0.6710977636952193,0.15384615384615385,0.5021582515007487,0.00830444361126226,9,RIO PARDO DE MINAS,MG,Sudeste,0.8808349657472149,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A552,delta_tmax,Diferença das máximas anuais ERA5 - INMET,12,2008,2025,18,6,-3.6827659606933594,-3.3139171600341797,-3.2348286310831704,-2.380908966064453,-0.02430880069732666,-0.2430880069732666,-20.0,212.66666666666666,-1.302878414515109,-0.30303030303030304,0.19261627432960213,-0.11224717076945614,8,SALINAS,MG,Sudeste,0.641734467629042,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A554,delta_tmax,Diferença das máximas anuais ERA5 - INMET,15,2008,2025,18,3,-4.151123046875,-2.991016387939453,-2.713702646891276,-0.9312515258789062,-0.06148052215576172,-0.6148052215576172,-19.0,408.3333333333333,-0.8907689867497083,-0.18095238095238095,0.3730531162514527,-0.18652688306975793,11,CARATINGA,MG,Sudeste,0.7676285276712584,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A555,delta_tmax,Diferença das máximas anuais ERA5 - INMET,15,2009,2024,16,1,-2.6859397888183594,-0.7698249816894531,-0.44472071329752605,1.9144515991210938,0.09155893325805664,0.9155893325805664,41.0,408.3333333333333,1.979486637221574,0.3904761904761905,0.047761242675103704,-0.5104715215858261,13,IBIRITE (ROLA MOCA),MG,Sudeste,0.4190563266521239,True,False,crescente,sem_tendencia_significativa,True
sensibilidade_10a,>=10 anos válidos,A557,delta_tmax,Diferença das máximas anuais ERA5 - INMET,10,2013,2025,13,3,-6.455810546875,-5.056423187255859,-4.8923694610595705,-3.32080078125,-0.22055138481987846,-2.205513848198785,-21.0,125.0,-1.7888543819998317,-0.4666666666666667,0.07363827012030268,0.768378500866529,7,CORONEL PACHECO,MG,Sudeste,0.45683574070356087,False,False,sem_tendencia_significativa,sem_tendencia_significativa,True
sensibilidade_10a,>=10 anos válidos,A601,delta_tmax,Diferença das máximas anuais ERA5 - INMET,19,2003,2025,23,4,-4.888332366943359,-3.368896484375,-3.401504717375103,-1.73193359375,-0.0096435546875,-0.096435546875,-5.0,817.0,-0.13994228570826392,-0.029239766081871343,0.8887055908352302,-0.08027406123153306,15,ECOLOGIA AGRICOLA,RJ,Sudeste,1.0,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A602,delta_tmax,Diferença das máximas anuais ERA5 - INMET,13,2004,2024,21,8,-6.57373046875,-5.027442932128906,-5.1096804692195015,-3.283008575439453,0.00211970837085278,0.0211970837085278,2.0,268.6666666666667,0.061008887608656304,0.02564102564102564,0.9513521309544037,-0.33984036068591994,7,MARAMBAIA,RJ,Sudeste,1.0,False,False,sem_tendencia_significativa,sem_tendencia_significativa,True
sensibilidade_10a,>=10 anos válidos,A603,delta_tmax,Diferença das máximas anuais ERA5 - INMET,13,2010,2025,16,3,-5.364307403564453,-4.445411682128906,-4.410435016338642,-3.062061309814453,0.04362472380050505,0.4362472380050505,16.0,268.6666666666667,0.9151333141298446,0.20512820512820512,0.36012164775537836,0.256945485425249,9,XEREM,RJ,Sudeste,0.7676285276712584,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A604,delta_tmax,Diferença das máximas anuais ERA5 - INMET,12,2007,2025,19,7,-3.3411636352539062,-2.1238784790039062,-2.1510839462280273,-0.9113311767578125,0.10747443112460049,1.074744311246005,34.0,212.66666666666666,2.2628940883683475,0.5151515151515151,0.02364221890919849,-0.42073954453856754,6,CAMBUCI,RJ,Sudeste,0.3372956564378985,True,False,crescente,sem_tendencia_significativa,True
sensibilidade_10a,>=10 anos válidos,A606,delta_tmax,Diferença das máximas anuais ERA5 - INMET,13,2007,2025,19,6,-7.06596565246582,-5.896631240844727,-5.543745921208308,-3.6402835845947266,-0.051565789557122564,-0.5156578955712257,-12.0,268.6666666666667,-0.6710977636952193,-0.15384615384615385,0.5021582515007487,0.32385451858035635,8,ARRAIAL DO CABO,RJ,Sudeste,0.8808349657472149,False,False,sem_tendencia_significativa,sem_tendencia_significativa,True
sensibilidade_10a,>=10 anos válidos,A607,delta_tmax,Diferença das máximas anuais ERA5 - INMET,15,2007,2025,19,4,-2.9154319763183594,0.2620582580566406,0.09711786905924479,1.4160614013671875,0.10490937666459517,1.0490937666459517,51.0,408.3333333333333,2.4743582965269675,0.4857142857142857,0.013347575926843172,0.7065960006021251,11,CAMPOS,RJ,Sudeste,0.3372956564378985,True,False,crescente,sem_tendencia_significativa,True
sensibilidade_10a,>=10 anos válidos,A608,delta_tmax,Diferença das máximas anuais ERA5 - INMET,10,2007,2023,17,7,-8.83598518371582,-7.4376726150512695,-7.590146255493164,-6.71757698059082,0.026959737141927082,0.2695973714192708,9.0,125.0,0.7155417527999327,0.2,0.4742743507673296,-0.2842397310329672,5,MACAE,RJ,Sudeste,0.8749544057259356,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A609,delta_tmax,Diferença das máximas anuais ERA5 - INMET,12,2007,2025,19,7,-7.35302734375,-4.756274223327637,-5.333272457122803,-3.9214344024658203,-0.09331498594365568,-0.9331498594365568,-28.0,212.66666666666666,-1.8514587995741025,-0.42424242424242425,0.06410357671243593,0.15287478775538954,8,RESENDE,RJ,Sudeste,0.45683574070356087,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A610,delta_tmax,Diferença das máximas anuais ERA5 - INMET,11,2007,2025,19,8,5.760593414306641,7.99370002746582,7.969378904862837,10.15458869934082,-0.06270245143345424,-0.6270245143345423,-5.0,165.0,-0.3113995776646092,-0.09090909090909091,0.7554968749288828,-0.1230143854844653,7,PICO DO COUTO,RJ,Sudeste,0.9647390916123593,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A611,delta_tmax,Diferença das máximas anuais ERA5 - INMET,14,2007,2024,18,4,-4.2631378173828125,-3.2393321990966797,-3.117694854736328,-1.5978546142578125,-0.03168083639705882,-0.3168083639705882,-19.0,333.6666666666667,-0.9854080226124461,-0.2087912087912088,0.3244236905215786,0.3156721534991249,10,VALENCA,RJ,Sudeste,0.746523330877611,False,False,sem_tendencia_significativa,sem_tendencia_significativa,True
sensibilidade_10a,>=10 anos válidos,A612,delta_tmax,Diferença das máximas anuais ERA5 - INMET,14,2007,2025,19,5,-7.605466842651367,-5.966894149780273,-6.0092909676688055,-5.15678596496582,-0.06201171875,-0.6201171875,-27.0,333.6666666666667,-1.4233671437735331,-0.2967032967032967,0.15462975196581533,-0.22108379882788065,10,VITORIA,ES,Sudeste,0.574678985797618,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A613,delta_tmax,Diferença das máximas anuais ERA5 - INMET,10,2008,2025,18,8,1.7169418334960938,3.1057605743408203,3.116419792175293,4.639060974121094,-0.029150009155273438,-0.2915000915527344,-11.0,125.0,-0.8944271909999159,-0.24444444444444444,0.3710933695226976,-0.6762861313730669,4,SANTA TERESA,ES,Sudeste,0.7676285276712584,False,False,sem_tendencia_significativa,sem_tendencia_significativa,True
sensibilidade_10a,>=10 anos válidos,A614,delta_tmax,Diferença das máximas anuais ERA5 - INMET,13,2007,2025,19,6,-1.6491241455078125,-1.1242218017578125,-1.0735218341533954,-0.07065582275390625,0.028723893661844246,0.28723893661844246,26.0,268.6666666666667,1.5252221902164076,0.3333333333333333,0.1272036876310995,0.25697714311103476,8,LINHARES,ES,Sudeste,0.5337566500599077,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A615,delta_tmax,Diferença das máximas anuais ERA5 - INMET,14,2007,2024,18,4,-7.711423873901367,-5.394386291503906,-5.563411303928921,-3.83984375,-0.020585060119628906,-0.20585060119628906,-5.0,333.6666666666667,-0.21897956058054358,-0.054945054945054944,0.8266659696701553,-0.5471279302715888,9,ALFREDO CHAVES,ES,Sudeste,1.0,False,False,sem_tendencia_significativa,sem_tendencia_significativa,True
sensibilidade_10a,>=10 anos válidos,A616,delta_tmax,Diferença das máximas anuais ERA5 - INMET,16,2007,2025,19,3,-7.19218635559082,-5.892187118530273,-5.858910799026489,-4.503271102905273,0.000900109608968099,0.00900109608968099,0.0,493.3333333333333,0.0,0.0,1.0,-0.123276009627214,12,SAO MATEUS,ES,Sudeste,1.0,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A617,delta_tmax,Diferença das máximas anuais ERA5 - INMET,15,2007,2025,19,4,-7.021240234375,-5.892971038818359,-5.781091562906901,-4.149951934814453,0.06965351104736328,0.6965351104736328,37.0,408.3333333333333,1.7815379734994166,0.3523809523809524,0.07482460710308471,0.32558516965636924,10,ALEGRE,ES,Sudeste,0.45683574070356087,False,False,sem_tendencia_significativa,sem_tendencia_significativa,True
sensibilidade_10a,>=10 anos válidos,A618,delta_tmax,Diferença das máximas anuais ERA5 - INMET,14,2007,2023,17,3,-0.18413162231445312,2.546140670776367,2.2577483313424245,3.3375473022460938,0.09772600446428571,0.9772600446428571,43.0,333.6666666666667,2.2992853860957077,0.4725274725274725,0.021488739119677407,0.2130116899166102,10,TERESOPOLIS,RJ,Sudeste,0.3372956564378985,True,False,crescente,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A619,delta_tmax,Diferença das máximas anuais ERA5 - INMET,11,2009,2024,16,5,-7.402097702026367,-5.639209747314453,-5.780601501464844,-4.48486328125,0.004896436418805804,0.04896436418805804,3.0,165.0,0.1556997888323046,0.05454545454545454,0.8762696636277618,-0.01825423463389455,7,PARATI,RJ,Sudeste,1.0,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A620,delta_tmax,Diferença das máximas anuais ERA5 - INMET,10,2009,2023,15,5,-6.64482307434082,-5.179956436157227,-5.148725509643555,-2.7566394805908203,0.014036031869741587,0.14036031869741586,5.0,125.0,0.35777087639996635,0.1111111111111111,0.7205147871362553,-0.20952697142887566,7,SAO TOME,RJ,Sudeste,0.9647390916123593,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A621,delta_tmax,Diferença das máximas anuais ERA5 - INMET,12,2008,2025,18,6,-3.5467796325683594,-2.3346939086914062,-2.474907875061035,-1.67333984375,-0.007676601409912109,-0.0767660140991211,-2.0,212.66666666666666,-0.06857254813237416,-0.030303030303030304,0.9453298708327001,0.08458420667420997,8,VILA MILITAR,RJ,Sudeste,1.0,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A624,delta_tmax,Diferença das máximas anuais ERA5 - INMET,13,2011,2025,15,2,-0.8420886993408203,0.117919921875,-0.07085374685434195,0.47695350646972656,0.014484812996604226,0.14484812996604227,10.0,268.6666666666667,0.5490799884779067,0.1282051282051282,0.5829505577618919,0.16128991848214197,11,NOVA FRIBURGO,RJ,Sudeste,0.9446423725142699,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A652,delta_tmax,Diferença das máximas anuais ERA5 - INMET,14,2008,2023,16,2,-3.7801780700683594,-2.126758575439453,-2.1548987797328403,-0.0607452392578125,0.1633838653564453,1.6338386535644531,39.0,333.6666666666667,2.080305825515164,0.42857142857142855,0.03749749081571985,0.32109788451199067,11,FORTE DE COPACABANA,RJ,Sudeste,0.40122315172820233,True,False,crescente,sem_tendencia_significativa,True
sensibilidade_10a,>=10 anos válidos,A701,delta_tmax,Diferença das máximas anuais ERA5 - INMET,18,2007,2025,19,1,-4.503810882568359,-2.4025402069091797,-2.1190467410617404,0.6227531433105469,-0.033397674560546875,-0.33397674560546875,-19.0,697.0,-0.6817986171707132,-0.12418300653594772,0.49536629880308886,-0.1375887209174194,16,SAO PAULO - MIRANTE,SP,Sudeste,0.8808349657472149,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A703,delta_tmax,Diferença das máximas anuais ERA5 - INMET,18,2002,2025,24,6,-1.3355979919433594,-0.3340587615966797,-0.3516860538058811,0.5530738830566406,0.013502756754557291,0.1350275675455729,9.0,697.0,0.3030216076314281,0.058823529411764705,0.7618733947779847,-0.6749554750365234,14,PONTA PORA,MS,Centro-Oeste,0.9647390916123593,False,False,sem_tendencia_significativa,sem_tendencia_significativa,True
sensibilidade_10a,>=10 anos válidos,A704,delta_tmax,Diferença das máximas anuais ERA5 - INMET,11,2007,2025,19,8,-3.663330078125,-2.375732421875,-2.3995177529074927,-1.4188003540039062,-0.060289556329900566,-0.6028955632990056,-15.0,165.0,-1.0898985218261321,-0.2727272727272727,0.2757578478275093,0.06074536188999085,7,TRES LAGOAS,MS,Centro-Oeste,0.6807865878847438,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A705,delta_tmax,Diferença das máximas anuais ERA5 - INMET,13,2007,2025,19,6,-2.4098663330078125,-1.063720703125,-0.9269658602201022,0.7087860107421875,-0.03963470458984375,-0.3963470458984375,-20.0,268.6666666666667,-1.1591688645644698,-0.2564102564102564,0.2463873600292466,0.1439051635055711,8,BAURU,SP,Sudeste,0.6674290512184655,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A706,delta_tmax,Diferença das máximas anuais ERA5 - INMET,12,2007,2025,19,7,-11.097753524780273,2.3707027435302734,1.4091304143269856,3.375244140625,-0.004057861509777251,-0.04057861509777251,-2.0,212.66666666666666,-0.06857254813237416,-0.030303030303030304,0.9453298708327001,-0.20269407631434505,8,CAMPOS DO JORDAO,SP,Sudeste,1.0,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A707,delta_tmax,Diferença das máximas anuais ERA5 - INMET,16,2007,2025,19,3,-2.0529327392578125,-0.6242942810058594,-0.6971118450164795,0.768798828125,0.09795236587524414,0.9795236587524414,60.0,493.3333333333333,2.6563284964554144,0.5,0.007899662130493713,0.49603056554536107,12,PRESIDENTE PRUDENTE,SP,Sudeste,0.3372956564378985,True,False,crescente,sem_tendencia_significativa,True
sensibilidade_10a,>=10 anos válidos,A708,delta_tmax,Diferença das máximas anuais ERA5 - INMET,15,2004,2023,20,5,-1.1714363098144531,-0.7451667785644531,-0.5411699930826823,0.23813247680664062,-0.0048669179280598955,-0.048669179280598954,-5.0,408.3333333333333,-0.19794866372215741,-0.047619047619047616,0.8430852292699837,-0.13889033152862945,11,FRANCA,SP,Sudeste,1.0,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
