ano,amostra,area,n_pares,n_estacoes,media_inmet_c_pares,media_era5_c_pares,bias_pares_c,mae_pares_c,rmse_pares_c,correlacao_pares,erro_p05_pares_c,erro_mediana_pares_c,erro_p95_pares_c,n_abs_erro_gt5,n_abs_erro_gt10,pct_abs_erro_gt5,pct_abs_erro_gt10,n_estacoes_equilibradas,n_pares_mediana_estacao,bias_media_estacoes_c,bias_mediana_estacoes_c,mae_media_estacoes_c,mae_mediana_estacoes_c,rmse_equilibrado_estacoes_c,rmse_mediana_estacoes_c,correlacao_mediana_estacoes,n_pares_completa,bias_pares_c_completa,mae_pares_c_completa,rmse_pares_c_completa,correlacao_pares_completa,pares_removidos_qc,delta_bias_qc_c,delta_mae_qc_c,delta_rmse_qc_c,delta_correlacao_qc
2006,principal,Nordeste,146395,23,25.769616444473478,25.220135395406125,-0.549481053309416,1.2620315610382866,1.6573703705053127,0.92215582643871,-3.1204537153244014,-0.5180293917655945,1.9200940847396848,1321,21,0.9023532224461218,0.014344752211482634,22,6945.0,-0.642072506752683,-0.5566105311299114,1.3192896869069417,1.2140580272521537,1.7359144210843764,1.5453885672507854,0.9201814662362067,146395,-0.5494810533094159,1.2620315610382866,1.6573703705053136,0.9221558264387083,0,-1.1102230246251565e-16,0.0,-8.881784197001252e-16,1.6653345369377348e-15
2006,principal,Centro-Oeste,125214,35,25.018047501302192,24.667368962627,-0.35067854008583105,1.5207067387147437,1.9794502695402922,0.914409183562713,-3.4893404245376582,-0.3782222867012024,2.8496431112289415,2404,16,1.9199131087578067,0.012778123851965435,35,1633.0,-0.34721835402588863,-0.4697171960181313,1.469190300492765,1.4261845577011436,1.9370703235727114,1.8780613245958278,0.888796569905979,125214,-0.3506785400858311,1.5207067387147437,1.9794502695402854,0.9144091835627128,0,5.551115123125783e-17,0.0,6.8833827526759706e-15,1.1102230246251565e-16
2006,principal,Sudeste,226434,60,22.238023884965795,21.783250863994514,-0.4547730194799574,1.6751933212226384,2.2217797057546282,0.9007363856598802,-3.749137818813324,-0.5520260035991669,3.1734744071960392,7095,306,3.133363364159093,0.13513871591722093,60,3038.0,-0.4283892930690014,-0.4335545520550239,1.7912339778637916,1.5041483004698892,2.434739328358706,1.8942648258892927,0.9264935951377413,226434,-0.4547730194799574,1.6751933212226384,2.221779705754525,0.9007363856598775,0,0.0,0.0,1.0302869668521453e-13,2.7755575615628914e-15
2006,principal,Sul,94752,27,20.04373522454548,19.694186819127292,-0.3495484053206823,1.478329710483502,1.937213062641806,0.9469535382760618,-3.300563561916351,-0.4233638793230057,2.772854411602019,1783,31,1.8817544748395814,0.03271698750422155,27,2169.0,-0.30180444090726866,-0.4107005201140116,1.4671375294280746,1.4041559117485891,1.9106736116306464,1.8114401748398323,0.9346349206366523,94752,-0.3495484053206823,1.478329710483502,1.9372130626418074,0.9469535382760697,0,0.0,0.0,-1.3322676295501878e-15,-7.882583474838611e-15
2007,principal,Brasil,1625337,261,23.37263041128105,23.097370140080457,-0.2752602744024056,1.5921772353300654,2.1175992229970215,0.9359689838028248,-3.3835933208465576,-0.4042476713657379,3.345946216583252,45258,1324,2.7845302235782485,0.08146002952003184,261,7699.0,-0.29275535607221725,-0.31671454568403595,1.5853413596154264,1.4819697832245193,2.1032048402843495,1.8659781470531536,0.938628815186739,1625337,-0.2752602744024055,1.592177235330065,2.1175992229969336,0.9359689838028137,0,-5.551115123125783e-17,4.440892098500626e-16,8.79296635503124e-14,1.1102230246251565e-14
2007,principal,Norte,78467,12,27.2278690324644,26.864770517861285,-0.3630985226872575,1.7325467766627394,2.1995152835834064,0.8781819537725113,-3.5828755140304565,-0.4900386929512024,3.5583017587661736,2143,17,2.73108440490907,0.021665158601705176,12,8091.5,-0.22282530238447165,-0.15217386532354235,1.6515584205772749,1.5958470048139906,2.112000407048576,2.0161267009585004,0.9029259554213223,78467,-0.3630985226872575,1.7325467766627394,2.19951528358341,0.8781819537725093,0,0.0,0.0,-3.552713678800501e-15,1.9984014443252818e-15
2007,principal,Nordeste,269702,57,26.226390231663526,25.747803777659385,-0.478586460522279,1.3755094504557268,1.9504823252997598,0.9180280795192968,-3.0361503958702087,-0.5472652316093445,2.360183441638939,6218,418,2.3055075601960686,0.15498587329719468,57,5070.0,-0.5011772501495779,-0.5898897670770809,1.3893697973376216,1.249613694862516,1.9356608145819565,1.5958002553314463,0.9464549828866289,269702,-0.478586460522279,1.3755094504557268,1.9504823252997967,0.9180280795193011,0,0.0,0.0,-3.68594044175552e-14,-4.3298697960381105e-15
2007,principal,Centro-Oeste,355825,54,25.129262694659875,25.03791107036355,-0.09135162901441025,1.5754644906166901,2.045023855758221,0.924338488529336,-3.162382411956787,-0.23872032761573792,3.4987210750579822,7732,130,2.1729782898896928,0.036534813461673574,54,7976.5,-0.10035598836240786,-0.15179601471275483,1.5966595726203925,1.5771358626079075,2.07423517934636,2.0068146663565845,0.9272150721414156,355825,-0.09135162901441027,1.5754644906166901,2.045023855758248,0.9243384885293298,0,1.3877787807814457e-17,0.0,-2.6645352591003757e-14,6.217248937900877e-15
2007,principal,Sudeste,613024,94,22.553648958293795,22.2568496166388,-0.29679934327096846,1.726267868968427,2.2872790835833903,0.9059015823660355,-3.690031349658966,-0.4469768553972244,3.6528105139732325,23010,697,3.7535235162081744,0.11369864801378086,94,8183.0,-0.31400040540481533,-0.27437497922400467,1.71306297229069,1.4698606489025794,2.2524027675421543,1.8454120151809865,0.9415478132471602,613024,-0.29679934327096846,1.726267868968427,2.2872790835834116,0.9059015823660252,0,0.0,0.0,-2.1316282072803006e-14,1.021405182655144e-14
2007,principal,Sul,308319,44,19.49621625593415,19.25175056580405,-0.24446569059158585,1.4986617332317211,1.9625224763468272,0.9535614250470164,-3.2133125543594363,-0.3356441557407379,3.0019996643066404,6155,62,1.9963090176083862,0.020109042906859456,44,8409.5,-0.23256544472923696,-0.33593077629951607,1.534404069264285,1.4143725156858955,2.0125083873386456,1.8474151684045617,0.9558434169705091,308319,-0.24446569059158585,1.498661733231721,1.9625224763468416,0.953561425047021,0,0.0,2.220446049250313e-16,-1.4432899320127035e-14,-4.6629367034256575e-15
2008,principal,Brasil,2949233,415,23.42175951979055,23.071216382991633,-0.350543138897425,1.5264167072459358,2.0015314551036663,0.939992104046057,-3.3260250091552734,-0.45078086853027344,3.0078415870666473,60676,935,2.0573484699242144,0.03170315807533687,415,8116.0,-0.35760650901976954,-0.36096756572549116,1.5150233287264006,1.4408291527848347,1.986768881345127,1.8395005255866395,0.9349299224870538,2949233,-0.350543138897425,1.5264167072459354,2.001531455103659,0.9399921040460515,0,0.0,4.440892098500626e-16,7.105427357601002e-15,5.551115123125783e-15
2008,principal,Norte,278739,49,27.012735204322457,26.56756953774269,-0.4451656733323983,1.5512875171933962,1.99251871181762,0.8735708854522846,-3.590634346008301,-0.4468258023262024,2.7634330749511706,4696,35,1.6847301597551834,0.01255654931674434,49,6080.0,-0.4011825931415837,-0.3231519564108701,1.5299727175851452,1.5302523898758247,1.9724678435571474,1.968760009539913,0.894301219575132,278739,-0.44516567333239837,1.5512875171933962,1.9925187118176446,0.8735708854522752,0,5.551115123125783e-17,0.0,-2.4646951146678475e-14,9.325873406851315e-15
2008,principal,Nordeste,729428,115,25.968089239481625,25.493104890514402,-0.4749843519689108,1.3653052690203886,1.7848000584057424,0.9263677508689339,-3.080403518676758,-0.5454784333705902,2.4429025173187267,9867,15,1.3527037624001272,0.002056405841289339,115,7141.0,-0.5022454073608383,-0.48750525262110916,1.364607373883899,1.3110109880865097,1.7812913964466337,1.6028189683871068,0.944137481836422,729428,-0.47498435196891087,1.3653052690203888,1.7848000584057377,0.926367750868923,0,5.551115123125783e-17,-2.220446049250313e-16,4.6629367034256575e-15,1.0880185641326534e-14
2008,principal,Centro-Oeste,551720,75,24.679846659513203,24.440936006785286,-0.2389106545485758,1.5566256816799808,2.0412013547530075,0.9207895433059912,-3.2299365043640136,-0.3739742338657379,3.1964359283447266,10508,351,1.9045892844196333,0.06361922714420358,75,8362.0,-0.23247082931682067,-0.310468172054895,1.5627401902174538,1.5421835363875032,2.0545892573408464,1.981785896336375,0.9247328526572595,551720,-0.2389106545485758,1.5566256816799808,2.04120135475286,0.920789543305994,0,0.0,0.0,1.474376176702208e-13,-2.886579864025407e-15
2008,principal,Sudeste,849981,104,22.109576095517244,21.836506807402195,-0.27306928905561745,1.6645069936190462,2.1843186039285514,0.9067585820671585,-3.532226085662842,-0.39903220534324646,3.471680164337158,25252,413,2.97088993753978,0.04858932140836089,104,8736.0,-0.26177477796012494,-0.1957750758529297,1.6639140576394844,1.4738581920155014,2.1838987548380464,1.8467587426663425,0.9361215187144856,849981,-0.2730692890556175,1.6645069936190462,2.184318603928511,0.9067585820671566,0,5.551115123125783e-17,0.0,4.04121180963557e-14,1.887379141862766e-15
2008,principal,Sul,539365,72,18.903316491996595,18.53368557669566,-0.3696309158817657,1.4829317098723278,1.9402899899226365,0.9490521086436489,-3.260937213897705,-0.45224571228027344,2.78507113456726,10353,121,1.9194793877986152,0.022433787880192447,72,8265.5,-0.36570337814105286,-0.3962203042842313,1.4803276944766715,1.3776639052056052,1.9363265468966513,1.7866812186509224,0.9511410284981908,539365,-0.3696309158817657,1.482931709872328,1.9402899899227146,0.9490521086436378,0,0.0,-2.220446049250313e-16,-7.815970093361102e-14,1.1102230246251565e-14
