rede,codigo,estacao,uf,regiao,mk_p_delta_tmax,mk_p_tmax_era5,mk_p_tmax_inmet,mk_p_fdr_delta_tmax,mk_p_fdr_tmax_era5,mk_p_fdr_tmax_inmet,mk_tau_delta_tmax,mk_tau_tmax_era5,mk_tau_tmax_inmet,n_anos_delta_tmax,n_anos_tmax_era5,n_anos_tmax_inmet,sen_slope_c_ano_delta_tmax,sen_slope_c_ano_tmax_era5,sen_slope_c_ano_tmax_inmet,sen_slope_c_decada_delta_tmax,sen_slope_c_decada_tmax_era5,sen_slope_c_decada_tmax_inmet,significativo_fdr05_delta_tmax,significativo_fdr05_tmax_era5,significativo_fdr05_tmax_inmet,diferenca_sen_era5_menos_inmet_c_decada,mesmo_sinal_sen_inmet_era5,ambos_significativos_fdr
principal_15a,A708,FRANCA,SP,Sudeste,0.8430852292699837,0.16585666034290997,0.25445252615345604,0.9484708829287317,0.35540712930623564,0.4240875435890934,-0.047619047619047616,0.2761904761904762,0.22857142857142856,15,15,15,-0.0048669179280598955,0.100189208984375,0.10000038146972656,-0.048669179280598954,1.00189208984375,1.0000038146972656,False,False,False,0.001888275146484375,True,False
principal_15a,A747,PRADOPOLIS,SP,Sudeste,1.0,0.0791092150986985,0.027376765789661663,1.0,0.2966595566201194,0.12376516481550319,0.0,0.3333333333333333,0.4166666666666667,16,16,16,-0.0049114227294921875,0.22124481201171875,0.18375015258789062,-0.049114227294921875,2.2124481201171875,1.8375015258789062,False,False,False,0.37494659423828125,True,False
principal_15a,A801,PORTO ALEGRE,RS,Sul,0.23423926303398215,0.0026231698430961552,0.08589714493338899,0.5564718561394973,0.0867269771768492,0.21474286233347248,0.2046783625730994,0.5087719298245614,0.29239766081871343,19,19,19,0.05604347815880409,0.1613006591796875,0.13333257039388022,0.5604347815880408,1.613006591796875,1.3333257039388022,False,False,False,0.27968088785807277,True,False
principal_15a,A803,SANTA MARIA,RS,Sul,0.1982106190388427,0.047761242675103704,0.39806358667063246,0.5564718561394973,0.23825564832911458,0.5597769187555769,0.2571428571428571,0.3904761904761905,0.17142857142857143,15,15,15,0.05436992645263672,0.07156808035714286,0.022221883138020832,0.5436992645263672,0.7156808035714286,0.22221883138020831,False,False,False,0.4934619721912203,True,False
principal_15a,A806,FLORIANOPOLIS,SC,Sul,0.2349547837033433,0.9211586502250249,0.9604826860995309,0.5564718561394973,0.9211586502250249,0.9823118380563384,-0.23809523809523808,0.02857142857142857,0.01904761904761905,15,15,15,-0.10959482192993164,0.007666015625,0.007692190317007212,-1.0959482192993164,0.07666015625,0.07692190317007212,False,False,False,-0.00026174692007212286,True,False
principal_15a,A809,URUGUAIANA,RS,Sul,0.5526151250628485,0.2349547837033433,0.3730531162514527,0.8021832460589736,0.4066525102557865,0.5415287171392055,-0.12380952380952381,0.23809523809523808,0.18095238095238095,15,15,15,-0.035282135009765625,0.050628662109375,0.07142857142857142,-0.35282135009765625,0.50628662109375,0.7142857142857142,False,False,False,-0.2079990931919642,True,False
principal_15a,A839,PASSO FUNDO,RS,Sul,0.22413430196016673,0.11507464782117936,0.49742001598396635,0.5564718561394973,0.32364744699706693,0.621775019979958,0.23333333333333334,0.3,0.13333333333333333,16,16,16,0.04838226636250814,0.09880719866071429,0.08154755546933129,0.4838226636250814,0.9880719866071429,0.8154755546933129,False,False,False,0.17259643191383,True,False
principal_15a,A844,LAGOA VERMELHA,RS,Sul,0.48842231662259367,0.2762784158080179,0.7659681439026508,0.7961244087906785,0.44401888254860017,0.8597466142962713,0.14285714285714285,0.21904761904761905,0.06666666666666667,15,15,15,0.016324679056803387,0.0730730203481821,0.02857153756277902,0.16324679056803387,0.7307302034818209,0.2857153756277902,False,False,False,0.44501482785403074,True,False
principal_15a,A853,CRUZ ALTA,RS,Sul,0.022821503671488098,0.2349547837033433,0.7659681439026508,0.17116127753616073,0.4066525102557865,0.8597466142962713,0.44761904761904764,0.23809523809523808,-0.06666666666666667,15,15,15,0.07839339120047432,0.05611478365384615,-0.016666412353515625,0.7839339120047433,0.5611478365384616,-0.16666412353515625,False,False,False,0.7278119600736178,False,False
sensibilidade_10a,A001,BRASILIA,DF,Centro-Oeste,0.22996907772364034,0.20575410127305518,0.017623507832862633,0.6674290512184655,0.4899263139963653,0.22576626764433036,-0.2,0.21052631578947367,0.3894736842105263,20,20,20,-0.0257568359375,0.06726310229060625,0.1031250556310018,-0.257568359375,0.6726310229060626,1.031250556310018,False,False,False,-0.35861953340395547,True,False
sensibilidade_10a,A002,GOIANIA,GO,Centro-Oeste,0.018853377367019176,0.15005063655725911,0.03040833780507227,0.3372956564378985,0.447801807115027,0.23679272659798273,-0.4117647058823529,0.2549019607843137,0.3790849673202614,18,18,18,-0.10189125754616478,0.0841796875,0.16923082791841948,-1.0189125754616477,0.841796875,1.6923082791841948,False,False,False,-0.8505114041841948,True,False
sensibilidade_10a,A003,MORRINHOS,GO,Centro-Oeste,0.0528715926149876,0.4994612031040145,0.13654955508657116,0.4190563266521239,0.6978043235140274,0.3567046926933121,-0.36666666666666664,0.13333333333333333,0.2833333333333333,16,16,16,-0.06362197449157289,0.042510986328125,0.10000011656019422,-0.636219744915729,0.42510986328125,1.0000011656019423,False,False,False,-0.5748913023206923,True,False
sensibilidade_10a,A010,PARANA,TO,Norte,0.7554968749288828,0.2757578478275093,0.15857842388677296,0.9647390916123593,0.5361947462101079,0.38940767119774217,0.09090909090909091,0.2727272727272727,0.34545454545454546,11,11,11,0.02298008311878551,0.042277018229166664,0.046154022216796875,0.2298008311878551,0.42277018229166663,0.46154022216796875,False,False,False,-0.03877003987630212,True,False
sensibilidade_10a,A011,SAO SIMAO,GO,Centro-Oeste,0.21291190281150457,0.3502013891792958,0.24147691993853201,0.641734467629042,0.5827253056774516,0.4643703705627494,-0.3090909090909091,0.23636363636363636,0.2909090909090909,11,11,11,-0.03377056121826172,0.06640625,0.07999954223632813,-0.3377056121826172,0.6640625,0.7999954223632812,False,False,False,-0.13593292236328125,True,False
sensibilidade_10a,A012,LUZIANIA,GO,Centro-Oeste,0.6921807727218765,0.7665252995235718,0.48627925196705,0.9647390916123593,0.8679175349102877,0.674739747388408,0.08571428571428572,0.06666666666666667,0.14285714285714285,15,15,15,0.01755205790201823,0.025065104166666668,0.046666717529296874,0.1755205790201823,0.2506510416666667,0.46666717529296875,False,False,False,-0.21601613362630206,True,False
sensibilidade_10a,A014,GOIAS,GO,Centro-Oeste,0.14986074751304929,0.5371338571769024,0.169228567389673,0.574678985797618,0.7229348769550762,0.38940767119774217,-0.3333333333333333,0.15151515151515152,0.3181818181818182,12,12,12,-0.07492501395089285,0.06271597055288461,0.14125865322726588,-0.7492501395089285,0.627159705528846,1.412586532272659,False,False,False,-0.7854268267438129,True,False
sensibilidade_10a,A016,JATAI,GO,Centro-Oeste,0.3810744816092944,0.06269811626098264,0.11183791599029783,0.7766660863275143,0.3429541354115322,0.32342316245842884,0.18681318681318682,0.38461538461538464,0.32967032967032966,14,14,14,0.035807291666666664,0.1330413818359375,0.09285708836146764,0.35807291666666663,1.330413818359375,0.9285708836146764,False,False,False,0.40184293474469857,True,False
sensibilidade_10a,A019,GURUPI,TO,Norte,0.0867681727038757,0.43627492884052926,0.06170669002831274,0.4761125374007538,0.6574847519146004,0.29366917979502327,-0.41818181818181815,0.2,0.45454545454545453,11,11,11,-0.0676104227701823,0.049397786458333336,0.1090909784490412,-0.676104227701823,0.49397786458333337,1.090909784490412,False,False,False,-0.5969319199070787,True,False
sensibilidade_10a,A023,CAIAPONIA,GO,Centro-Oeste,0.8762696636277618,0.16112494928905177,0.06170669002831274,1.0,0.447801807115027,0.29366917979502327,-0.05454545454545454,0.34545454545454546,0.45454545454545453,11,11,11,-0.006088550274188702,0.08625139508928571,0.1928571973528181,-0.06088550274188702,0.8625139508928571,1.928571973528181,False,False,False,-1.0660580226353238,True,False
sensibilidade_10a,A024,ALTO PARAISO DE GOIAS,GO,Centro-Oeste,0.029272509186304526,0.16112494928905177,0.9377589428180784,0.3684892332864217,0.447801807115027,0.9648096815532152,0.5272727272727272,0.34545454545454546,-0.03636363636363636,11,11,11,0.11562995910644532,0.13525390625,-0.01999969482421875,1.1562995910644531,1.3525390625,-0.1999969482421875,False,False,False,1.5525360107421875,False,False
sensibilidade_10a,A027,PARAUNA,GO,Centro-Oeste,0.10740463633025377,0.04909798160926562,0.02004466862262746,0.4890338760569001,0.32834275201196383,0.22576626764433036,-0.4222222222222222,0.5111111111111111,0.6,10,10,10,-0.06489849090576172,0.21282196044921875,0.21428571428571427,-0.6489849090576172,2.1282196044921875,2.142857142857143,False,False,False,-0.014637538364955294,True,False
sensibilidade_10a,A033,PIRES DO RIO,GO,Centro-Oeste,0.012371581204524314,0.5829505577618919,0.05047365271802615,0.3372956564378985,0.7446004583347774,0.29366917979502327,-0.5384615384615384,0.1282051282051282,0.4230769230769231,13,13,13,-0.10972442626953124,0.04281068459535256,0.15357163974217006,-1.0972442626953125,0.4281068459535256,1.5357163974217005,False,False,False,-1.107609551468175,True,False
sensibilidade_10a,A034,CATALAO,GO,Centro-Oeste,0.6614159170078633,0.07980192864239073,0.07889898233093841,0.9647390916123593,0.38812756203344584,0.29366917979502327,-0.0989010989010989,0.3626373626373626,0.3626373626373626,14,14,14,-0.01695387704031808,0.15623121995192307,0.13750028610229492,-0.16953877040318083,1.5623121995192308,1.3750028610229492,False,False,False,0.18730933849628162,True,False
sensibilidade_10a,A035,ITUMBIARA,GO,Centro-Oeste,0.2757578478275093,0.11947098677170073,0.009970028375973423,0.6807865878847438,0.447801807115027,0.21967370445535767,-0.2727272727272727,0.38181818181818183,0.6181818181818182,11,11,11,-0.04798398699079241,0.10682091346153846,0.14444435967339408,-0.47983986990792415,1.0682091346153846,1.4444435967339408,False,False,False,-0.37623446211855627,True,False
sensibilidade_10a,A036,CRISTALINA,GO,Centro-Oeste,0.06904431984775122,0.28888280402716393,0.010981554725508307,0.45683574070356087,0.5422887724720445,0.21967370445535767,-0.3202614379084967,0.1895424836601307,0.4444444444444444,18,18,18,-0.05782737731933594,0.05837673611111111,0.13333333333333333,-0.5782737731933594,0.5837673611111112,1.3333333333333333,False,False,False,-0.7495659722222221,True,False
sensibilidade_10a,A037,SILVANIA,GO,Centro-Oeste,0.8762696636277618,0.6404287874127911,0.5846479572713805,1.0,0.7876537960134328,0.727410830558578,0.05454545454545454,0.12727272727272726,0.14545454545454545,11,11,11,0.02263784408569336,0.08076171875,0.059999847412109376,0.2263784408569336,0.8076171875,0.5999984741210938,False,False,False,0.20761871337890625,True,False
sensibilidade_10a,A045,AGUAS EMENDADAS,DF,Centro-Oeste,0.015083622594694817,0.14937517875498973,0.008179529633231984,0.3372956564378985,0.447801807115027,0.21967370445535767,-0.4411764705882353,0.2647058823529412,0.47794117647058826,17,17,17,-0.07740473747253418,0.11142985026041666,0.16547616322835285,-0.7740473747253418,1.1142985026041665,1.6547616322835283,False,False,False,-0.5404631296793618,True,False
sensibilidade_10a,A046,GAMA (PONTE ALTA),DF,Centro-Oeste,0.00812342330427351,0.6404287874127911,0.43347418315950703,0.3372956564378985,0.7876537960134328,0.6438816191163673,-0.6363636363636364,-0.12727272727272726,0.2,11,11,11,-0.156005859375,-0.066650390625,0.08333333333333333,-1.56005859375,-0.66650390625,0.8333333333333333,False,False,False,-1.4998372395833333,False,False
sensibilidade_10a,A101,MANAUS,AM,Norte,0.0528715926149876,0.007899662130493713,0.8215356536608815,0.4190563266521239,0.32834275201196383,0.8834604516755209,0.36666666666666664,0.5,0.05,16,16,16,0.13182566716120792,0.16987173897879465,0.01714259556361607,1.3182566716120792,1.6987173897879466,0.1714259556361607,False,False,False,1.527291434151786,True,False
sensibilidade_10a,A119,MANACAPURU,AM,Norte,0.016393316888809063,0.4506702853141802,0.24149677939515377,0.3372956564378985,0.665127179705066,0.4643703705627494,0.5454545454545454,0.18181818181818182,-0.2727272727272727,12,12,12,0.1453137927585178,0.0459442138671875,-0.07812488079071045,1.453137927585178,0.459442138671875,-0.7812488079071045,False,False,False,1.2406909465789795,False,False
sensibilidade_10a,A121,ITACOATIARA,AM,Norte,0.8580276569875213,0.5915050369949166,0.8553307112512754,1.0,0.7446004583347774,0.9000878362516154,-0.06666666666666667,0.15555555555555556,-0.06666666666666667,10,10,10,-0.0012655258178710938,0.025983537946428572,0.0,-0.012655258178710938,0.2598353794642857,0.0,False,False,False,0.2598353794642857,False,False
sensibilidade_10a,A201,BELEM,PA,Norte,0.004207551285491754,1.0,0.03679467871054446,0.3372956564378985,1.0,0.24953104328965495,-0.7333333333333333,-0.022222222222222223,0.5333333333333333,10,10,10,-0.15401898897611177,-0.00146484375,0.10000101725260417,-1.5401898897611177,-0.0146484375,1.0000101725260417,False,False,False,-1.0146586100260417,False,False
sensibilidade_10a,A202,CASTANHAL,PA,Norte,0.7554968749288828,0.2757578478275093,0.69621535124374,0.9647390916123593,0.5361947462101079,0.8277226953675575,0.09090909090909091,0.2727272727272727,0.10909090909090909,11,11,11,0.01099853515625,0.0379638671875,0.03076934814453125,0.1099853515625,0.379638671875,0.3076934814453125,False,False,False,0.0719451904296875,True,False
sensibilidade_10a,A203,SAO LUIS,MA,Nordeste,0.3710933695226976,0.4742743507673296,0.47070299251140946,0.7676285276712584,0.6766314070947236,0.6627002657726423,0.24444444444444444,0.2,-0.2,10,10,10,0.047183990478515625,0.00885009765625,-0.042857578822544644,0.47183990478515625,0.0885009765625,-0.42857578822544645,False,False,False,0.5170767647879464,False,False
sensibilidade_10a,A206,CHAPADINHA,MA,Nordeste,0.07363827012030268,0.2104977000553374,0.47070299251140946,0.45683574070356087,0.4899263139963653,0.6627002657726423,-0.4666666666666667,-0.3333333333333333,0.2,10,10,10,-0.09062385559082031,-0.02880859375,0.04999987284342448,-0.9062385559082031,-0.2880859375,0.49999872843424475,False,False,False,-0.7880846659342448,False,False
sensibilidade_10a,A225,IMPERATRIZ,MA,Nordeste,0.1147567343186491,0.7317017232242102,0.4506702853141802,0.5011824723304267,0.8464009122701674,0.6560778303213236,-0.36363636363636365,0.09090909090909091,0.18181818181818182,12,12,12,-0.04848600362802481,0.011838640485491072,0.052777634726630315,-0.4848600362802481,0.11838640485491073,0.5277763472663032,False,False,False,-0.4093899424113925,True,False
sensibilidade_10a,A226,BRAGANCA,PA,Norte,0.3710933695226976,0.4742743507673296,0.2831308706623467,0.7676285276712584,0.6766314070947236,0.48087306604557295,-0.24444444444444444,0.2,0.28888888888888886,10,10,10,-0.05955791473388672,0.033721923828125,0.08461526724008414,-0.5955791473388672,0.33721923828125,0.8461526724008415,False,False,False,-0.5089334341195915,True,False
sensibilidade_10a,A229,TUCURUI,PA,Norte,0.2104977000553374,0.15240628395674935,0.08796147430808014,0.641734467629042,0.447801807115027,0.29366917979502327,-0.3333333333333333,0.37777777777777777,0.4444444444444444,10,10,10,-0.04221343994140625,0.06328876201923077,0.08000030517578124,-0.4221343994140625,0.6328876201923077,0.8000030517578125,False,False,False,-0.1671154315655048,True,False
sensibilidade_10a,A238,BURITICUPU,MA,Nordeste,0.07363827012030268,0.8580276569875213,0.17796742596806472,0.45683574070356087,0.922703108519244,0.4008950437596405,-0.4666666666666667,-0.06666666666666667,0.35555555555555557,10,10,10,-0.26900990804036456,-0.00732421875,0.2999992370605469,-2.6900990804036455,-0.0732421875,2.9999923706054688,False,False,False,-3.0732345581054688,False,False
sensibilidade_10a,A303,MACEIO,AL,Nordeste,0.09245959511086127,0.3730531162514527,0.19711005177131616,0.4890338760569001,0.5827253056774516,0.41763911959466987,0.3333333333333333,0.18095238095238095,-0.2571428571428571,15,15,15,0.08995225694444445,0.032063802083333336,-0.07333323160807291,0.8995225694444444,0.32063802083333337,-0.7333323160807291,False,False,False,1.0539703369140625,False,False
sensibilidade_10a,A307,PETROLINA,PE,Nordeste,0.011793457077065013,0.7425568219265776,0.11075979101310413,0.3372956564378985,0.8543395693133743,0.32342316245842884,-0.5164835164835165,-0.07692307692307693,0.32967032967032966,14,14,14,-0.07466506958007812,-0.018510298295454544,0.06666666666666667,-0.7466506958007812,-0.18510298295454544,0.6666666666666666,False,False,False,-0.851769649621212,False,False
sensibilidade_10a,A309,ARCO VERDE,PE,Nordeste,1.0,0.2104977000553374,0.037313053202191394,1.0,0.4899263139963653,0.24953104328965495,0.022222222222222223,0.3333333333333333,0.5333333333333333,10,10,10,0.009953180948893229,0.050830078125,0.05454531582919034,0.09953180948893228,0.50830078125,0.5454531582919033,False,False,False,-0.03715237704190333,True,False
sensibilidade_10a,A310,AREIA,PB,Nordeste,0.6206907170753548,0.5526151250628485,0.803863757670262,0.9647390916123593,0.7345319053630408,0.8806236595966173,0.10476190476190476,0.12380952380952381,0.05714285714285714,15,15,15,0.010659731351412259,0.010367838541666667,0.015384674072265625,0.10659731351412259,0.10367838541666667,0.15384674072265625,False,False,False,-0.05016835530598958,True,False
sensibilidade_10a,A313,CAMPINA GRANDE,PB,Nordeste,0.43627492884052926,0.5334165134726945,0.7520792651759998,0.848753043380666,0.7229348769550762,0.8582051455244359,0.2,0.16363636363636364,-0.09090909090909091,11,11,11,0.0342041015625,0.0269775390625,-0.008333206176757812,0.342041015625,0.269775390625,-0.08333206176757812,False,False,False,0.3531074523925781,False,False
sensibilidade_10a,A322,GARANHUNS,PE,Nordeste,1.0,0.19261627432960213,0.169228567389673,1.0,0.4899263139963653,0.38940767119774217,0.0,0.30303030303030304,0.3181818181818182,12,12,12,0.001116472132065717,0.038216659000941684,0.046875596046447754,0.01116472132065717,0.38216659000941683,0.46875596046447754,False,False,False,-0.08658937045506071,True,False
sensibilidade_10a,A329,CABROBO,PE,Nordeste,1.0,0.04674494105371121,0.08647112777407259,1.0,0.32834275201196383,0.29366917979502327,0.0,0.45454545454545453,0.3939393939393939,12,12,12,-0.0032253265380859375,0.09688517252604167,0.08303570747375488,-0.032253265380859375,0.9688517252604167,0.8303570747375488,False,False,False,0.1384946505228679,True,False
sensibilidade_10a,A342,CRATEUS,CE,Nordeste,0.43627492884052926,0.21291190281150457,0.8136637157667919,0.848753043380666,0.4899263139963653,0.8806236595966173,0.2,0.3090909090909091,-0.07272727272727272,11,11,11,0.053356170654296875,0.0693359375,-0.016666412353515625,0.5335617065429688,0.693359375,-0.16666412353515625,False,False,False,0.8600234985351562,False,False
sensibilidade_10a,A346,URUCUI,PI,Nordeste,0.16112494928905177,0.04296014602842507,0.3472624244875814,0.574678985797618,0.32834275201196383,0.5464276385319295,0.34545454545454546,0.4909090909090909,0.23636363636363636,11,11,11,0.09258804321289063,0.111083984375,0.05555555555555555,0.9258804321289062,1.11083984375,0.5555555555555556,False,False,False,0.5552842881944444,True,False
sensibilidade_10a,A348,CABACEIRAS,PB,Nordeste,0.5334165134726945,0.2757578478275093,0.21012684666927425,0.9059613800250526,0.5361947462101079,0.43657422511868627,-0.16363636363636364,0.2727272727272727,0.3090909090909091,11,11,11,-0.026175572321965143,0.03925432477678571,0.08333333333333333,-0.26175572321965146,0.3925432477678571,0.8333333333333333,False,False,False,-0.44079008556547616,True,False
sensibilidade_10a,A349,IBIMIRIM,PE,Nordeste,0.5829505577618919,0.03273560958832078,0.10888417540400147,0.9446423725142699,0.32834275201196383,0.32342316245842884,0.1282051282051282,0.46153846153846156,0.34615384615384615,13,13,13,0.019360224405924477,0.07618931361607142,0.06547621318272182,0.19360224405924475,0.7618931361607142,0.6547621318272181,False,False,False,0.1071310043334961,True,False
sensibilidade_10a,A357,PALMARES,PE,Nordeste,0.7205147871362553,1.0,0.24303496029452304,0.9647390916123593,1.0,0.4643703705627494,0.1111111111111111,-0.022222222222222223,-0.3111111111111111,10,10,10,0.11039377848307291,-0.007098858173076923,-0.20666656494140626,1.103937784830729,-0.07098858173076923,-2.0666656494140625,False,False,False,1.9956770676832933,True,False
sensibilidade_10a,A358,JAGUARIBE,CE,Nordeste,0.4742743507673296,0.15240628395674935,0.27925094536873774,0.8749544057259356,0.447801807115027,0.48087306604557295,0.2,0.37777777777777777,0.28888888888888886,10,10,10,0.04938507080078125,0.08878580729166667,0.0666656494140625,0.4938507080078125,0.8878580729166667,0.666656494140625,False,False,False,0.22120157877604174,True,False
sensibilidade_10a,A363,VALENCA DO PIAUI,PI,Nordeste,0.2831308706623467,0.5915050369949166,0.27925094536873774,0.6807865878847438,0.7446004583347774,0.48087306604557295,0.28888888888888886,0.15555555555555556,-0.28888888888888886,10,10,10,0.06931522914341517,0.0283203125,-0.03333333333333333,0.6931522914341517,0.283203125,-0.3333333333333333,False,False,False,0.6165364583333333,False,False
sensibilidade_10a,A401,SALVADOR,BA,Nordeste,0.2762784158080179,0.6921807727218765,0.45624182590897855,0.6807865878847438,0.8275233819133049,0.6568645848356515,0.21904761904761905,0.08571428571428572,-0.1523809523809524,15,15,15,0.0499267578125,0.019566127232142856,-0.03333409627278646,0.499267578125,0.19566127232142855,-0.3333409627278646,False,False,False,0.5290022350492931,False,False
sensibilidade_10a,A402,BARREIRAS,BA,Nordeste,0.24372228477217445,0.303673214899419,0.2684049970372207,0.6674290512184655,0.5507293897328447,0.48087306604557295,0.2727272727272727,0.24242424242424243,0.25757575757575757,12,12,12,0.023778279622395836,0.03600658069957387,0.05857118879045759,0.23778279622395837,0.36006580699573865,0.585711887904576,False,False,False,-0.2256460809088373,True,False
sensibilidade_10a,A404,LUIZ EDUARDO MAGALHAES,BA,Nordeste,0.6404287874127911,0.16112494928905177,0.69621535124374,0.9647390916123593,0.447801807115027,0.8277226953675575,0.12727272727272726,0.34545454545454546,0.10909090909090909,11,11,11,0.028949260711669922,0.10578264508928571,0.045454545454545456,0.2894926071166992,1.0578264508928572,0.4545454545454546,False,False,False,0.6032809963474026,True,False
sensibilidade_10a,A407,ITIRUCU,BA,Nordeste,0.6312218204782533,0.8370114751054462,0.7809976057010769,0.9647390916123593,0.922703108519244,0.8704869146876586,0.12121212121212122,0.06060606060606061,-0.07575757575757576,12,12,12,0.017360750834147134,0.0182861328125,-0.018181887539950283,0.17360750834147134,0.182861328125,-0.18181887539950284,False,False,False,0.3646802035245028,False,False
sensibilidade_10a,A408,ITABERABA,BA,Nordeste,0.19167059142275544,0.8218916912511594,0.3214411113021264,0.641734467629042,0.922703108519244,0.5225160114893238,-0.25,0.05,0.19166666666666668,16,16,16,-0.05425665928767277,0.02535400390625,0.06515146505953086,-0.5425665928767277,0.2535400390625,0.6515146505953086,False,False,False,-0.39797461153280855,True,False
sensibilidade_10a,A409,ARACAJU,SE,Nordeste,1.0,0.43627492884052926,0.7554968749288828,1.0,0.6574847519146004,0.8582051455244359,0.01818181818181818,0.2,0.09090909090909091,11,11,11,0.013954925537109374,0.0899810791015625,0.1214284896850586,0.13954925537109375,0.899810791015625,1.214284896850586,False,False,False,-0.31447410583496094,True,False
sensibilidade_10a,A414,VITORIA DA CONQUISTA,BA,Nordeste,0.42771051029746415,0.6693340144640528,0.5410490087900592,0.848753043380666,0.80925129432377,0.69332028671301,-0.1794871794871795,0.10256410256410256,0.14102564102564102,13,13,13,-0.016816881569949066,0.040417262486049106,0.04772729997511034,-0.16816881569949066,0.40417262486049105,0.4772729997511034,False,False,False,-0.07310037489061233,True,False
