rede,codigo,estacao,uf,regiao,mk_p_delta_tmax,mk_p_tmax_era5,mk_p_tmax_inmet,mk_p_fdr_delta_tmax,mk_p_fdr_tmax_era5,mk_p_fdr_tmax_inmet,mk_tau_delta_tmax,mk_tau_tmax_era5,mk_tau_tmax_inmet,n_anos_delta_tmax,n_anos_tmax_era5,n_anos_tmax_inmet,sen_slope_c_ano_delta_tmax,sen_slope_c_ano_tmax_era5,sen_slope_c_ano_tmax_inmet,sen_slope_c_decada_delta_tmax,sen_slope_c_decada_tmax_era5,sen_slope_c_decada_tmax_inmet,significativo_fdr05_delta_tmax,significativo_fdr05_tmax_era5,significativo_fdr05_tmax_inmet,diferenca_sen_era5_menos_inmet_c_decada,mesmo_sinal_sen_inmet_era5,ambos_significativos_fdr
principal_15a,A506,MONTES CLAROS,MG,Sudeste,0.26035056965599135,0.5583509093759853,0.2412879445016494,0.5651149414254911,0.6442510492799831,0.4176137500990086,-0.21666666666666667,0.11666666666666667,0.225,16,16,16,-0.02918985154893663,0.0369720458984375,0.06794890379294372,-0.2918985154893663,0.369720458984375,0.6794890379294372,False,False,False,-0.30976857894506216,True,False
principal_15a,A507,UBERLANDIA,MG,Sudeste,0.5444860568259107,0.05824026959156134,0.0744081317635724,0.8021832460589736,0.23825564832911458,0.1969627017271034,0.1111111111111111,0.3333333333333333,0.3137254901960784,18,18,18,0.016911824544270832,0.11015973772321429,0.09999990463256836,0.16911824544270831,1.1015973772321428,0.9999990463256836,False,False,False,0.1015983309064592,True,False
principal_15a,A509,MONTE VERDE,MG,Sudeste,0.5444860568259107,0.05824026959156134,0.19564975830780015,0.8021832460589736,0.23825564832911458,0.3547980931883691,0.1111111111111111,0.3333333333333333,0.22875816993464052,18,18,18,0.018045152936662947,0.109832763671875,0.05555555555555555,0.18045152936662948,1.09832763671875,0.5555555555555556,False,False,False,0.5427720811631944,True,False
principal_15a,A510,VICOSA,MG,Sudeste,0.7526419827681855,0.0957466564738153,0.1619522382109209,0.9022184938160344,0.32364744699706693,0.3224711539795633,0.06666666666666667,0.31666666666666665,0.26666666666666666,16,16,16,0.02235126495361328,0.12365964253743489,0.15277793672349718,0.2235126495361328,1.2365964253743489,1.5277793672349718,False,False,False,-0.2911829418606229,True,False
principal_15a,A513,OURO BRANCO,MG,Sudeste,0.9211586502250249,0.42848041949799653,0.7659681439026508,0.9869556966696694,0.5671064375708778,0.8597466142962713,0.02857142857142857,0.1619047619047619,0.06666666666666667,15,15,15,0.0031476338704427083,0.059651692708333336,0.0444441901312934,0.031476338704427086,0.5965169270833334,0.44444190131293404,False,False,False,0.15207502577039933,True,False
principal_15a,A521,PAMPULHA,MG,Sudeste,0.7618733947779847,0.15005063655725911,0.05253433340051772,0.9022184938160344,0.3553830865829821,0.1818496156171767,0.058823529411764705,0.2549019607843137,0.33986928104575165,18,18,18,0.018246014912923176,0.144134521484375,0.10000010899135045,0.18246014912923175,1.44134521484375,1.0000010899135046,False,False,False,0.44134412493024544,True,False
principal_15a,A525,SACRAMENTO,MG,Sudeste,0.022821503671488098,0.047761242675103704,0.013122023533042437,0.17116127753616073,0.23825564832911458,0.09841517649781828,-0.44761904761904764,0.3904761904761905,0.4857142857142857,15,15,15,-0.0639190673828125,0.1250762939453125,0.19999991522894967,-0.639190673828125,1.250762939453125,1.9999991522894967,False,False,False,-0.7492362128363717,True,False
principal_15a,A528,TRES MARIAS,MG,Sudeste,0.8430852292699837,0.2349547837033433,0.8043360683870272,0.9484708829287317,0.4066525102557865,0.8597466142962713,0.047619047619047616,0.23809523809523808,0.05714285714285714,15,15,15,0.01823743184407552,0.1150390625,0.023076864389272835,0.1823743184407552,1.150390625,0.23076864389272836,False,False,False,0.9196219811072717,True,False
principal_15a,A530,CALDAS,MG,Sudeste,0.3222995958719193,0.037666922228628705,0.005467894284964219,0.6199515413623299,0.23825564832911458,0.09841517649781828,-0.2,0.4095238095238095,0.5428571428571428,15,15,15,-0.03785371780395508,0.20487139775202826,0.20000012715657553,-0.3785371780395508,2.0487139775202827,2.0000012715657554,False,False,False,0.04871270595452737,True,False
principal_15a,A531,MARIA DA FE,MG,Sudeste,1.0,0.018853377367019176,0.02532628610277907,1.0,0.1696803963031726,0.12376516481550319,-0.006535947712418301,0.4117647058823529,0.39215686274509803,18,18,18,-0.0034418106079101562,0.157745361328125,0.13333352406819662,-0.03441810607910156,1.57745361328125,1.3333352406819663,False,False,False,0.2441183725992837,True,False
principal_15a,A533,GUANHAES,MG,Sudeste,0.3444175229790722,0.11507464782117936,0.01127251163275514,0.6199515413623299,0.32364744699706693,0.09841517649781828,-0.18333333333333332,0.3,0.475,16,16,16,-0.04577951431274414,0.12711588541666669,0.16666666666666666,-0.4577951431274414,1.271158854166667,1.6666666666666665,False,False,False,-0.39550781249999956,True,False
principal_15a,A538,CURVELO,MG,Sudeste,0.16585666034290997,0.2762784158080179,0.13668123738715698,0.5564718561394973,0.44401888254860017,0.2928883658296221,-0.2761904761904762,0.21904761904761905,0.29523809523809524,15,15,15,-0.04077744483947754,0.08327229817708333,0.10833358764648438,-0.4077744483947754,0.8327229817708333,1.0833358764648438,False,False,False,-0.2506128946940105,True,False
principal_15a,A539,MOCAMBINHO,MG,Sudeste,0.2762784158080179,0.6921807727218765,0.32111161917785963,0.5651149414254911,0.7416222564877248,0.483449393807879,-0.21904761904761905,0.08571428571428572,0.2,15,15,15,-0.03933143615722656,0.045200892857142856,0.07142857142857142,-0.3933143615722656,0.45200892857142855,0.7142857142857142,False,False,False,-0.26227678571428564,True,False
principal_15a,A550,ITAOBIM,MG,Sudeste,0.6921807727218765,0.3222995958719193,0.3222995958719193,0.8899467077852699,0.4713566869797926,0.483449393807879,-0.08571428571428572,0.2,0.2,15,15,15,-0.011560880220853366,0.096337890625,0.08749985694885254,-0.11560880220853366,0.96337890625,0.8749985694885254,False,False,False,0.08838033676147461,True,False
principal_15a,A554,CARATINGA,MG,Sudeste,0.3730531162514527,0.3730531162514527,0.07316400108296825,0.6456688550505911,0.5087087948883445,0.1969627017271034,-0.18095238095238095,0.18095238095238095,0.3523809523809524,15,15,15,-0.06148052215576172,0.092529296875,0.14615367009089544,-0.6148052215576172,0.92529296875,1.4615367009089544,False,False,False,-0.5362437321589544,True,False
principal_15a,A555,IBIRITE (ROLA MOCA),MG,Sudeste,0.047761242675103704,0.037666922228628705,0.12454228158188534,0.264357963074938,0.23825564832911458,0.2928883658296221,0.3904761904761905,0.4095238095238095,0.3047619047619048,15,15,15,0.09155893325805664,0.254058837890625,0.11428587777273995,0.9155893325805664,2.54058837890625,1.1428587777273995,False,False,False,1.3977296011788505,True,False
principal_15a,A601,ECOLOGIA AGRICOLA,RJ,Sudeste,0.8887055908352302,0.44148821101397295,0.05824323867414074,0.9754085753069599,0.5676276998751081,0.1872104100240238,-0.029239766081871343,0.13450292397660818,0.3216374269005848,19,19,19,-0.0096435546875,0.036865234375,0.07500028610229492,-0.096435546875,0.36865234375,0.7500028610229492,False,False,False,-0.3813505172729492,True,False
principal_15a,A607,CAMPOS,RJ,Sudeste,0.013347575926843172,0.6206907170753548,0.4573496408435143,0.17116127753616073,0.6982770567097741,0.6053157011164161,0.4857142857142857,0.10476190476190476,-0.1523809523809524,15,15,15,0.10490937666459517,0.04258510044642857,-0.04000015258789062,1.0490937666459517,0.4258510044642857,-0.40000152587890625,False,False,False,0.825852530343192,False,False
principal_15a,A616,SAO MATEUS,ES,Sudeste,1.0,0.22413430196016673,0.5272297230696295,1.0,0.4066525102557865,0.6412253388684682,0.0,0.23333333333333334,0.125,16,16,16,0.000900109608968099,0.029422433035714284,0.05555576748318142,0.00900109608968099,0.29422433035714285,0.5555576748318142,False,False,False,-0.2613333444746713,True,False
principal_15a,A617,ALEGRE,ES,Sudeste,0.07482460710308471,0.5526151250628485,1.0,0.30610066542171016,0.6442510492799831,1.0,0.3523809523809524,0.12380952380952381,0.0,15,15,15,0.06965351104736328,0.051091974431818184,0.0,0.6965351104736328,0.5109197443181819,0.0,False,False,False,0.5109197443181819,False,False
principal_15a,A701,SAO PAULO - MIRANTE,SP,Sudeste,0.49536629880308886,0.32471238436385713,0.027503369959000712,0.7961244087906785,0.4713566869797926,0.12376516481550319,-0.12418300653594772,0.17647058823529413,0.38562091503267976,18,18,18,-0.033397674560546875,0.10111860795454546,0.14000015258789061,-0.33397674560546875,1.0111860795454546,1.4000015258789062,False,False,False,-0.38881544633345166,True,False
principal_15a,A703,PONTA PORA,MS,Centro-Oeste,0.7618733947779847,0.16077154674467664,0.06864581379085412,0.9022184938160344,0.35540712930623564,0.1969627017271034,0.058823529411764705,0.24836601307189543,0.3202614379084967,18,18,18,0.013502756754557291,0.0903063322368421,0.08333333333333333,0.1350275675455729,0.903063322368421,0.8333333333333333,False,False,False,0.06972998903508776,True,False
principal_15a,A707,PRESIDENTE PRUDENTE,SP,Sudeste,0.007899662130493713,0.0045622611532226106,0.03433985000756264,0.17116127753616073,0.0867269771768492,0.1287744375283599,0.5,0.5333333333333333,0.4,16,16,16,0.09795236587524414,0.22560628255208331,0.13541682561238605,0.9795236587524414,2.256062825520833,1.3541682561238604,False,False,False,0.9018945693969727,True,False
