ano,codigo,estacao,uf,regiao,latitude_inmet,longitude_inmet,altitude_inmet_m,latitude_era5,longitude_era5,grid_index,distancia_centro_km,cobertura_temp,n_pares,dias_equivalentes,media_inmet_c,media_era5_c,bias_c,mae_c,rmse_c,correlacao_pearson,desvio_erro_c,erro_min_c,erro_p05_c,erro_mediana_c,erro_p95_c,erro_max_c,erro_abs_max_c,n_abs_erro_gt10,pct_abs_erro_gt10,n_abs_erro_gt20,pct_abs_erro_gt20,temp_inmet_min_c,temp_inmet_max_c,temp_era5_min_c,temp_era5_max_c,observacoes_inmet,pareamento_completo,anos_metricas,bias_mediana_estacao,rmse_mediana_estacao,correlacao_mediana_estacao,desvio_bias_mediana_estacao,desvio_rmse_mediana_estacao,flag_poucos_pares,flag_cobertura_baixa,flag_bias_extremo,flag_rmse_extremo,flag_correlacao_baixa,flag_salto_bias_historico,flag_salto_rmse_historico,n_flags,flag_investigar,motivos_flag,flag_desempenho,amostra_suficiente,categoria_diagnostico,ano_anterior,ano_posterior,grid_index_anterior,grid_index_posterior,latitude_inmet_anterior,latitude_inmet_posterior,longitude_inmet_anterior,longitude_inmet_posterior,altitude_inmet_m_anterior,altitude_inmet_m_posterior,bias_c_anterior,bias_c_posterior,rmse_c_anterior,rmse_c_posterior,correlacao_pearson_anterior,correlacao_pearson_posterior,anterior_consecutivo,posterior_consecutivo,mudou_celula_vs_anterior,mudou_celula_vs_posterior,mudanca_coord_vs_anterior_km,mudanca_altitude_vs_anterior_m,delta_bias_vs_anterior,delta_rmse_vs_anterior,delta_correlacao_vs_anterior
2025,A345,SAO RAIMUNDO NONATO,PI,NE,-9.03305554,-42.70111111,385.0,-9.0,-42.75,9785,6.506659227977047,0.0043378995433789,38,1.5833333333333333,28.976315699125593,25.27486931650262,-3.7014464704613936,3.7014464704613936,3.768158160186925,0.8883449598977898,0.7153864570173833,-5.43349552154541,-4.91110565662384,-3.6187496185302734,-2.8031270265579225,-2.4842281341552734,5.43349552154541,0.0,0.0,0.0,0.0,26.899999618530273,31.100000381469727,22.460107803344727,28.058496475219727,38,True,18,-1.2938687345619764,2.5107807825197943,0.9160055742458812,-2.4075777358994173,1.2573773776671309,True,True,False,False,False,False,False,2,True,poucos_pares|cobertura_baixa,False,False,amostra_insuficiente,2024.0,,9785.0,,-9.03305554,,-42.70111111,,385.0,,-1.2650213284772174,,2.0985065385051924,,0.9159101421743284,,True,False,False,False,0.0,0.0,-2.4364251419841763,1.6696516216817328,-0.02756518227653859
2021,A415,SANTA RITA DE CASSIA,BA,NE,-11.00277777,-44.52499999,450.01,-11.0,-44.5,11066,2.7462141475611217,0.0105022831050228,92,3.8333333333333335,25.256521743276846,25.18649511751921,-0.07002662267515679,1.3823910719644197,1.840981347376895,0.813095729202396,1.8497293850265248,-3.0925776958465576,-2.5917769193649294,-0.3635738343000412,3.51120653152466,5.750293254852295,5.750293254852295,0.0,0.0,0.0,0.0,21.299999237060547,34.400001525878906,20.808740615844727,32.140037536621094,92,True,18,-0.18790660528317926,2.0123357245546094,0.9373642526477992,0.11787998260802247,-0.1713543771777144,True,True,False,False,False,False,False,2,True,poucos_pares|cobertura_baixa,False,False,amostra_insuficiente,2019.0,2022.0,11066.0,11066.0,-11.00277777,-11.00277777,-44.52499999,-44.52499999,450.01,450.01,0.014940732917270752,0.3381485903723481,1.9686424986751176,2.467086073439184,0.9435781411372702,0.9370226556277408,False,True,False,False,,,,,
2025,A425,LENCOIS,BA,NE,-12.55777777,-41.38888888,438.09,-12.5,-41.5,12044,13.665223802012392,0.0003424657534246,3,0.125,28.33333396911621,25.302799860636394,-3.03053347269694,3.03053347269694,3.114067313131932,0.9991196143313011,0.8774526496456831,-3.9759762287139893,-3.8657076597213744,-2.873290538787842,-2.3054293394088745,-2.2423336505889893,3.9759762287139893,0.0,0.0,0.0,0.0,26.200000762939453,30.700000762939453,23.957666397094727,26.724023818969727,3,True,18,-2.909525381850064,3.228797680411461,0.9379397155660865,-0.12100809084687603,-0.11473036727952923,True,True,False,False,False,False,False,2,True,poucos_pares|cobertura_baixa,False,False,amostra_insuficiente,2024.0,,12044.0,,-12.55777777,,-41.38888888,,438.09,,-2.578945191867434,,2.9049932962301437,,0.9413818881386566,,True,False,False,False,0.0,0.0,-0.451588280829506,0.20907401690178817,0.0577377261926445
2021,A435,UAUA,BA,NE,-9.8336111,-39.49555555,450.6,-9.75,-39.5,10281,9.30988925504807,0.0028538812785388,25,1.0416666666666667,24.471999893188478,25.583600158691407,1.111600170880556,1.2576392662525178,1.4683446140544405,0.979821841319852,0.9791476766178041,-0.7307144403457642,-0.6390523612499237,1.1299320459365845,2.406543397903442,2.853516101837158,2.853516101837158,0.0,0.0,0.0,0.0,20.0,33.099998474121094,20.878320693969727,32.369285583496094,25,True,14,-0.46092733433389643,1.295076064426214,0.9621603869718482,1.5725275052144525,0.17326854962822646,True,True,False,False,False,False,False,2,True,poucos_pares|cobertura_baixa,False,False,amostra_insuficiente,2020.0,,10281.0,,-9.833617,,-39.495631,,450.6,,0.09418922915188671,,1.1801436691243927,,0.9611974720295847,,True,False,False,False,0.008292399095385454,0.0,1.0174109417286694,0.2882009449300478,0.01862436929026723
2024,A436,QUEIMADAS,BA,NE,-10.98472221,-39.61694443,310.11,-11.0,-39.5,11086,12.877607972719469,0.007627504553734,67,2.7916666666666665,29.79850754809024,29.29819098515297,-0.5003164798619031,0.9508252718847301,1.242257090891893,0.9633098399502799,1.1456331363839127,-2.265773057937622,-2.1101920366287232,-0.3908218443393707,1.1068070292472838,3.9623031616210938,3.9623031616210938,0.0,0.0,0.0,0.0,23.899999618530273,36.79999923706055,23.543603897094727,34.706687927246094,67,True,18,-0.9233324355900694,1.6323342458610886,0.9572765269854806,0.4230159557281663,-0.3900771549691955,True,True,False,False,False,False,False,2,True,poucos_pares|cobertura_baixa,False,False,amostra_insuficiente,2023.0,2025.0,11086.0,11086.0,-10.98472221,-10.98472221,-39.61694443,-39.61694443,310.11,310.11,-0.9189154738786937,-4.0578902933608605,1.651566421063544,4.361364553591877,0.9612842137517893,0.7104836617507642,True,True,False,False,0.0,0.0,0.41859899401679057,-0.40930933017165083,0.00202562619849056
2025,A436,QUEIMADAS,BA,NE,-10.98472221,-39.61694443,310.11,-11.0,-39.5,11086,12.877607972719469,0.0030821917808219,27,1.125,30.46296289232042,26.40507267139576,-4.0578902933608605,4.062245066933058,4.361364553591877,0.7104836617507642,1.6288945364422358,-6.617968559265137,-6.4334272861480715,-4.041943073272705,-1.181664633750916,0.0587894432246685,6.617968559265137,0.0,0.0,0.0,0.0,25.700000762939453,34.70000076293945,22.517648696899414,32.668846130371094,27,True,18,-0.9233324355900694,1.6323342458610886,0.9572765269854806,-3.1345578577707913,2.7290303077307887,True,True,False,False,False,False,False,2,True,poucos_pares|cobertura_baixa,False,False,amostra_insuficiente,2024.0,,11086.0,,-10.98472221,,-39.61694443,,310.11,,-0.5003164798619031,,1.242257090891893,,0.9633098399502799,,True,False,False,False,0.0,0.0,-3.5575738134989576,3.119107462699984,-0.2528261781995157
2021,A451,ITABAIANA,SE,NE,-10.67166666,-37.47138888,213.0,-10.75,-37.5,10933,9.254232167515866,0.0001141552511415,1,0.041666666666666664,23.299999237060547,23.694482803344727,0.3944827914237976,0.3944827914237976,0.3944827914237976,,,0.3944827914237976,0.3944827914237976,0.3944827914237976,0.3944827914237976,0.3944827914237976,0.3944827914237976,0.0,0.0,0.0,0.0,23.299999237060547,23.299999237060547,23.694482803344727,23.694482803344727,1,True,5,-0.31923622711601357,1.1400355920198186,0.9639362689633244,0.7137190185398112,-0.745552800596021,True,True,False,False,False,False,False,2,True,poucos_pares|cobertura_baixa,False,False,amostra_insuficiente,2020.0,,10933.0,,-10.67166666,,-37.47138888,,213.0,,-0.42771440405261435,,1.3024370900525015,,0.9445516821501926,,True,False,False,False,0.0,0.0,0.822197195476412,-0.9079542986287039,
2021,A842,NOVA FATIMA,PR,S,-23.41527777,-50.57777777,664.31,-23.5,-50.5,19092,12.316404154405292,0.0002283105022831,2,0.08333333333333333,23.65000057220459,23.688745498657227,0.03874549828469753,0.03874549828469753,0.03874587518675283,1.0,0.0002416884686076899,0.03857459872961044,0.03859168868511915,0.03874549828469753,0.03889930788427591,0.03891639783978462,0.03891639783978462,0.0,0.0,0.0,0.0,23.600000381469727,23.700000762939453,23.638574600219727,23.738916397094727,2,True,18,-0.7348472216346289,1.807178219651747,0.9423711322338806,0.7735927199193264,-1.768432344464994,True,True,False,False,False,False,False,2,True,poucos_pares|cobertura_baixa,False,False,amostra_insuficiente,2020.0,2022.0,19092.0,19092.0,-23.415284,-23.41527777,-50.577744,-50.57777777,664.31,664.31,-0.7264094034014877,-0.7994943475271198,1.741844090340656,1.9201683976069217,0.9433304902646141,0.9393724656179506,True,True,False,False,0.003514768584613007,0.0,0.7651549016861853,-1.7030982151539031,0.05666950973538587
2021,A843,DOIS VIZINHOS,PR,S,-25.69916666,-53.09527777,545.95,-25.75,-53.0,20531,11.092595601334182,0.0014840182648401,13,0.5416666666666666,27.353846036470852,25.661636499258186,-1.6922096518369822,1.9631682955301726,2.1225834141812387,0.9137243906121137,1.3336425363464646,-3.2175776958465576,-2.834931182861328,-2.2847652435302734,0.721562862396238,1.6758792400360107,3.2175776958465576,0.0,0.0,0.0,0.0,22.299999237060547,32.29999923706055,20.629785537719727,29.082422256469727,13,True,19,-0.5746817739091603,1.8372371490159236,0.9518983482436973,-1.117527877927822,0.28534626516531514,True,True,False,False,False,False,False,2,True,poucos_pares|cobertura_baixa,False,False,amostra_insuficiente,2020.0,2022.0,20531.0,20531.0,-25.69916666,-25.69916666,-53.09527777,-53.09527777,545.95,545.95,-0.4789014796813111,-0.4903885114649666,1.6763165077864501,1.8819820961861193,0.9650024266323186,0.9370645029734813,True,True,False,False,0.0,0.0,-1.213308172155671,0.4462669063947886,-0.051278036020204865
2021,A855,PLANALTO,PR,S,-25.72194443,-53.74805555,399.1,-25.75,-53.75,20528,3.125715270846369,0.0052511415525114,46,1.9166666666666667,23.58695652173913,24.225308210953422,0.6383516962599495,1.3122750793624183,1.740311678037943,0.7968664414519965,1.636899678154985,-4.310790538787842,-1.934044986963272,0.7235843539237976,3.1184330582618713,4.388916492462158,4.388916492462158,0.0,0.0,0.0,0.0,19.299999237060547,33.79999923706055,18.883691787719727,30.873682022094727,46,True,19,-0.574206988648071,1.7902665318380595,0.9563936409086954,1.2125586849080205,-0.04995485380011644,True,True,False,False,False,False,False,2,True,poucos_pares|cobertura_baixa,False,False,amostra_insuficiente,2020.0,2022.0,20528.0,20528.0,-25.721863,-25.72194443,-53.74792,-53.74805555,399.1,399.1,-0.5015178584517523,-0.7647226990404269,1.7081832290944,1.932741627834463,0.965414070264427,0.9496656415248357,True,True,False,False,0.016320989181416154,0.0,1.139869554711702,0.032128448943543164,-0.16854762881243057
