ano,codigo,estacao,uf,regiao,latitude_inmet,longitude_inmet,altitude_inmet_m,latitude_era5,longitude_era5,grid_index,distancia_centro_km,cobertura_temp,n_pares,dias_equivalentes,media_inmet_c,media_era5_c,bias_c,mae_c,rmse_c,correlacao_pearson,desvio_erro_c,erro_min_c,erro_p05_c,erro_mediana_c,erro_p95_c,erro_max_c,erro_abs_max_c,n_abs_erro_gt10,pct_abs_erro_gt10,n_abs_erro_gt20,pct_abs_erro_gt20,temp_inmet_min_c,temp_inmet_max_c,temp_era5_min_c,temp_era5_max_c,observacoes_inmet,pareamento_completo,anos_metricas,bias_mediana_estacao,rmse_mediana_estacao,correlacao_mediana_estacao,desvio_bias_mediana_estacao,desvio_rmse_mediana_estacao,flag_poucos_pares,flag_cobertura_baixa,flag_bias_extremo,flag_rmse_extremo,flag_correlacao_baixa,flag_salto_bias_historico,flag_salto_rmse_historico,n_flags,flag_investigar,motivos_flag,categoria_diagnostico,anomalia_temporal,motivo_qc_principal,usar_amostra_completa,usar_validacao_principal,usar_resumo_estacao_ano,coordenada_estavel_5km,candidata_tendencia_10a,candidata_tendencia_15a,ano_cobertura_80,usar_tendencia_10a,usar_tendencia_15a
2001,A402,BARREIRAS,BA,NE,-12.15,-45.01666666,470.37,-12.25,-45.0,11869,11.26608251930016,0.4930555555555556,142,5.916666666666667,24.97112673101291,24.845029884660747,-0.12609687329492938,1.1867066587150936,1.6044875248312966,0.8823101108006172,1.6051869182945107,-4.89760684967041,-2.8509614825248715,-0.19858360290527344,2.619473040103911,4.403125286102295,4.89760684967041,0.0,0.0,0.0,0.0,21.200000762939453,35.0,20.653467178344727,31.926660537719727,142,True,24,-0.8376733948044273,2.24141919020645,0.9271105476115289,0.7115765215094979,-0.6369316653751536,False,True,False,False,False,False,False,1,True,cobertura_baixa,,False,aprovado,True,True,True,True,True,True,False,False,False
2001,A601,ECOLOGIA AGRICOLA,RJ,SE,-22.8,-43.68333333,33.0,-22.75,-43.75,18636,8.810703090067518,0.7760273972602739,6798,283.25,24.923359816338813,23.256245720277782,-1.667114091421269,2.0693075616009535,2.5348435978468764,0.9167254092227055,1.9096332393384456,-8.120800018310547,-4.66500678062439,-1.5816402435302734,1.4228006541728957,7.280447959899902,8.120800018310547,0.0,0.0,0.0,0.0,11.699999809265137,37.900001525878906,13.474817276000977,33.305076599121094,6798,True,26,-1.6494358694489584,2.465682798866861,0.9245325831137603,-0.017678221972310615,0.06916079898001559,False,True,False,False,False,False,False,1,True,cobertura_baixa,,False,aprovado,True,True,True,True,True,True,False,False,False
2001,A702,CAMPO GRANDE,MS,CO,-20.45,-54.6,530.0,-20.5,-54.5,17144,11.80785368509936,0.9730825958702064,2639,109.95833333333333,24.544751792299156,23.839705605631572,-0.7050461944127978,1.6470264829894177,2.101510244822163,0.8853377754495025,1.9800860750770408,-7.608593463897705,-3.5077144622802736,-0.8592769503593445,2.6831377983093256,9.30126953125,9.30126953125,0.0,0.0,0.0,0.0,7.400000095367432,35.0,8.982065200805664,33.613670349121094,2639,True,25,-0.7050461944127978,1.9774860673316497,0.9345067424029196,0.0,0.12402417749051353,False,False,False,False,False,False,False,0,False,sem_flag,,False,aprovado,True,True,True,False,False,False,True,False,False
2001,A703,PONTA PORA,MS,CO,-22.5525,-55.71638888,675.0,-22.5,-55.75,18427,6.782124507540232,0.9576149425287356,2666,111.08333333333333,22.73068268229348,23.386224620787612,0.6555419491103507,1.573126445626771,2.0991054626060386,0.9014424776179434,1.9944925718994624,-7.183056354522705,-2.2694576382637024,0.569458395242691,3.982155203819275,10.786279678344727,10.786279678344727,2.0,0.07501875468867217,0.0,0.0,5.0,33.79999923706055,6.302377223968506,34.537986755371094,2666,True,24,0.5095475208812696,1.8645399038724164,0.9494721870227818,0.14599442822908104,0.23456555873362217,False,False,False,False,False,False,False,0,False,sem_flag,,False,aprovado,True,True,True,True,True,True,True,True,True
2001,A704,TRES LAGOAS,MS,CO,-20.78999999,-51.71222222,313.0,-20.75,-51.75,17316,5.93378592108283,0.9767361111111112,2813,117.20833333333333,26.049946677841582,25.542158654352292,-0.507788022315848,1.7419301744914362,2.2006025823206063,0.8847553730597131,2.1415960150692444,-7.704589366912842,-3.685107135772705,-0.6825191378593445,3.1839653015136724,12.26640510559082,12.26640510559082,3.0,0.10664770707429791,0.0,0.0,8.399999618530273,38.79999923706055,10.943002700805664,36.840965270996094,2813,True,25,-0.645250892863401,1.942357769360151,0.9424645469002342,0.13746287054755302,0.2582448129604553,False,False,False,False,False,False,False,0,False,sem_flag,,False,aprovado,True,True,True,True,True,True,True,True,True
2001,A705,BAURU,SP,SE,-22.35805555,-49.02888888,666.0,-22.25,-49.0,18293,12.377346559326243,0.98252688172043,2924,121.83333333333333,23.065834483924217,23.36088950461141,0.2950550308089946,1.3510827414130313,1.7467314396974327,0.9383006319883964,1.7219254578639922,-9.793993949890137,-2.6206782817840577,0.3507572114467621,2.989614713191986,8.698389053344727,9.793993949890137,0.0,0.0,0.0,0.0,6.699999809265137,35.29999923706055,10.517221450805664,34.595603942871094,2924,True,25,0.4588099990488697,1.6888969865942027,0.9497272850318954,-0.16375496823987512,0.05783445310322999,False,False,False,False,False,False,False,0,False,sem_flag,,False,aprovado,True,True,True,True,True,True,True,True,True
2001,A801,PORTO ALEGRE,RS,S,-30.05,-51.16666666,46.97,-30.0,-51.25,23275,9.76094487470288,0.8614155251141552,7546,314.4166666666667,21.34192949061112,20.72937093405391,-0.6125585645058428,1.291488238646115,1.710304370115724,0.9561664085663629,1.5969505327747249,-8.042284965515137,-3.183959662914276,-0.5934719145298004,1.9425784647464752,8.93320369720459,8.93320369720459,0.0,0.0,0.0,0.0,3.0,35.900001525878906,3.0930418968200684,34.112205505371094,7546,True,26,-0.5400876388158806,1.4936584766898413,0.971437723080848,-0.07247092568996216,0.21664589342588259,False,False,False,False,False,False,False,0,False,sem_flag,,False,aprovado,True,True,True,True,True,True,True,True,True
2001,A802,RIO GRANDE,RS,S,-32.03333333,-52.1,2.46,-32.0,-52.0,24560,10.130568013538154,0.8894927536231884,982,40.916666666666664,21.187474533399595,20.28939955686115,-0.8980749848710331,1.7070617352682498,2.1793919961148616,0.7629510625177817,1.986763795006142,-7.545653820037842,-4.054057049751282,-0.6517574191093445,2.077295398712158,5.297754287719727,7.545653820037842,0.0,0.0,0.0,0.0,11.399999618530273,29.200000762939453,15.567529678344727,23.414209365844727,982,True,25,-0.17235046103709836,2.4392296788768744,0.9001734309676505,-0.7257245238339347,-0.2598376827620128,False,False,False,False,False,False,False,0,False,sem_flag,,False,aprovado,True,True,True,False,False,False,True,False,False
2001,A803,SANTA MARIA,RS,S,-29.70833333,-53.70361111,95.0,-29.75,-53.75,23104,6.444369486898702,0.9745370370370372,842,35.083333333333336,23.102969143566213,21.683646938296793,-1.4193221824911464,1.6600775163151453,1.946096495698629,0.9589698170686847,1.3322627739018067,-5.370800495147705,-3.280312168598175,-1.5354732275009155,0.7376322060823436,6.540527820587158,6.540527820587158,0.0,0.0,0.0,0.0,12.899999618530273,36.20000076293945,12.041894912719727,33.445701599121094,842,True,25,-0.5740794241166188,1.8185571582303117,0.9637966785771455,-0.8452427583745276,0.12753933746831736,False,False,False,False,False,False,False,0,False,sem_flag,,False,aprovado,True,True,True,True,True,True,True,True,True
2001,A804,SANTANA DO LIVRAMENTO,RS,S,-30.84249999,-55.61277777,196.0,-30.75,-55.5,23741,14.893948520583605,0.8677083333333333,833,34.708333333333336,21.591596635449836,21.901517856593323,0.3099212164178352,1.1532384137399965,1.5890837177767625,0.9511142775120063,1.559504900990875,-3.853515148162842,-1.9431148529052735,0.1791507750749588,2.7048832416534423,9.3671875,9.3671875,0.0,0.0,0.0,0.0,8.199999809265137,33.5,9.511621475219727,32.601707458496094,833,True,23,0.3099212164178352,1.633968370723726,0.9675539433886149,0.0,-0.04488465294696353,False,False,False,False,False,False,False,0,False,sem_flag,,False,aprovado,True,True,True,False,False,False,True,False,False
2001,A805,SANTO AUGUSTO,RS,S,-27.85416666,-53.7911111,490.0,-27.75,-53.75,21816,12.26836775593502,0.9629629629629628,624,26.0,24.47403845878748,23.128194310726265,-1.3458441512641282,1.7612652487228984,2.1753811691264358,0.943206340542839,1.7104605618849296,-7.53725528717041,-3.9826485991477965,-1.3391353487968445,1.2898587465286258,6.416797161102295,7.53725528717041,0.0,0.0,0.0,0.0,14.199999809265137,35.400001525878906,14.853418350219727,32.171043395996094,624,True,25,-0.2849236779869912,1.7120161175156692,0.961417577470984,-1.060920473277137,0.4633650516107666,False,False,False,False,False,False,False,0,False,sem_flag,,False,aprovado,True,True,True,True,True,True,True,True,True
2002,A001,BRASILIA,DF,CO,-15.78944444,-47.92583332,1159.54,-15.75,-48.0,14111,9.067874754249852,0.9148401826484018,8014,333.9166666666667,22.264062895154847,22.229398671248504,-0.034664218858372384,0.9852562165922908,1.3569722566899403,0.9343000188407682,1.3566140739689876,-7.953661918640137,-2.015771102905273,-0.10119285807013512,2.1716923236846917,8.903614044189453,8.903614044189453,0.0,0.0,0.0,0.0,11.600000381469727,33.400001525878906,12.468515396118164,33.785057067871094,8014,True,26,-0.11593779841806151,1.331293635078306,0.9378639832481799,0.08127357955968913,0.025678621611634256,False,False,False,False,False,False,False,0,False,sem_flag,,False,aprovado,True,True,True,True,True,True,True,True,True
2002,A002,GOIANIA,GO,CO,-16.64277777,-49.21999999,770.0,-16.75,-49.25,14750,12.343314852630815,0.910159817351598,7973,332.2083333333333,24.423692459236584,24.215630376890672,-0.20806208580910218,1.6690997015491158,2.0727739480376397,0.9293111828129956,2.0624343657753053,-8.160350799560547,-3.171034812927246,-0.4657222628593445,3.4658206462860104,8.605908393859863,8.605908393859863,0.0,0.0,0.0,0.0,10.0,37.599998474121094,13.500482559204102,35.707908630371094,7973,True,25,-0.6492037631203316,2.0631982970241056,0.9359499036402078,0.4411416773112294,0.009575651013534081,False,False,False,False,False,False,False,0,False,sem_flag,,False,aprovado,True,True,True,True,True,True,True,True,True
2002,A003,MORRINHOS,GO,CO,-17.71666667,-49.1,771.42,-17.75,-49.0,15395,11.220997656564998,0.9188356164383562,8049,335.375,24.0230960241681,24.39408356454124,0.3709875271400331,1.470220883064541,1.9148490539402518,0.9282766318271104,1.8786840207978666,-5.841308116912842,-2.271874713897705,0.09079017490148544,3.7895804882049533,10.14609432220459,10.14609432220459,2.0,0.024847807181016274,0.0,0.0,5.900000095367432,37.0,11.004388809204102,35.959129333496094,8049,True,24,0.33345187307362517,1.8823039668501134,0.940128967341118,0.03753565406640791,0.03254508709013848,False,False,False,False,False,False,False,0,False,sem_flag,,False,aprovado,True,True,True,True,True,True,True,True,True
2002,A101,MANAUS,AM,N,-3.10333333,-60.01638888,61.25,-3.0,-60.0,5852,11.633371062005196,0.6412100456621005,5617,234.04166666666666,27.662791512414444,26.575789886754414,-1.087001638565292,1.4903519862205463,1.8428717863187707,0.8665863474645116,1.4882870008368758,-7.389697074890137,-3.492890167236328,-1.1028804779052734,1.354277753829956,6.081103801727295,7.389697074890137,0.0,0.0,0.0,0.0,21.700000762939453,36.5,22.28263282775879,35.147361755371094,5617,True,26,-1.4371868482990986,2.0561563326964283,0.8712734996963911,0.3501852097338065,-0.2132845463776576,False,True,False,False,False,False,False,1,True,cobertura_baixa,,False,aprovado,True,True,True,True,True,True,False,False,False
2002,A401,SALVADOR,BA,NE,-13.01666666,-38.51666666,51.41,-13.0,-38.5,12378,2.5874811367889103,0.8953196347031963,7843,326.7916666666667,25.84317225527128,25.481276905264583,-0.3618953508078761,1.39413673001273,1.7371479199316298,0.6628606776483775,1.6991417716836716,-5.359618663787842,-3.4573238372802733,0.12900428473949432,1.8856192588806147,4.608978748321533,5.359618663787842,0.0,0.0,0.0,0.0,20.100000381469727,32.20000076293945,21.976709365844727,29.930322647094727,7843,True,26,-0.6211801992488846,1.9903633083887717,0.6774835779729045,0.25928484844100846,-0.253215388457142,False,False,False,False,False,False,False,0,False,sem_flag,,False,aprovado,True,True,True,True,True,True,True,True,True
2002,A402,BARREIRAS,BA,NE,-12.15,-45.01666666,470.37,-12.25,-45.0,11869,11.26608251930016,0.6035388127853881,5287,220.29166666666666,25.845413257792966,25.021301402291662,-0.824111876491558,1.9692516524290251,2.352050166928993,0.929529005873753,2.2031563004985606,-7.297558307647705,-3.902147960662842,-1.1068843603134155,3.206256484985351,7.983960151672363,7.983960151672363,0.0,0.0,0.0,0.0,12.600000381469727,38.29999923706055,14.220468521118164,35.129051208496094,5287,True,24,-0.8376733948044273,2.24141919020645,0.9271105476115289,0.013561518312869225,0.11063097672254285,False,True,False,False,False,False,False,1,True,cobertura_baixa,,False,aprovado,True,True,True,True,True,True,False,False,False
2002,A404,LUIZ EDUARDO MAGALHAES,BA,NE,-12.15222222,-45.82972221,754.04,-12.25,-45.75,11866,13.902605555152324,0.911498708010336,5644,235.16666666666666,24.861091407793452,24.455387958645566,-0.40570346520357375,1.313135372794186,1.6300866343619005,0.9514535468250097,1.578932819016274,-6.52871036529541,-2.655327761173248,-0.6233150362968445,2.337629687786102,11.20829963684082,11.20829963684082,1.0,0.01771793054571226,0.0,0.0,12.800000190734863,36.599998474121094,13.378671646118164,34.195213317871094,5644,True,24,-0.45335069281447393,1.7230870666096665,0.9420858385504765,0.04764722761090018,-0.093000432247766,False,False,False,False,False,False,False,0,False,sem_flag,,False,aprovado,True,True,True,True,True,True,True,True,True
2002,A405,CARAVELAS,BA,NE,-17.73333333,-39.26666666,2.88,-17.75,-39.25,15434,2.5593272588675533,0.8333333333333334,240,10.0,25.32541671593984,25.81317481994629,0.487758152516714,1.7194993912746819,1.9342605655019565,0.8651279957329752,1.8756638108386607,-2.7886226177215576,-2.539984881877899,0.977905660867691,3.0747978329658503,4.053027629852295,4.053027629852295,0.0,0.0,0.0,0.0,20.700000762939453,31.700000762939453,24.021631240844727,29.217432022094727,240,True,23,-0.41132768187338203,2.0465606710197917,0.803330078985458,0.899085834390096,-0.1123001055178352,False,False,False,False,False,False,False,0,False,sem_flag,,False,aprovado,True,True,True,True,True,True,True,True,True
2002,A505,ARAXA,MG,SE,-19.60555555,-46.94944444,1020.0,-19.5,-47.0,16530,12.877313135494113,0.9519230769230768,297,12.375,24.08989898604576,23.0677318958321,-1.0221670887586645,1.5158653345573632,1.8754454509627385,0.8956431270430826,1.5750628627652767,-5.263964653015137,-3.359921550750732,-1.0177730321884155,1.3404105424880974,5.304443836212158,5.304443836212158,0.0,0.0,0.0,0.0,18.600000381469727,30.799999237060547,18.213525772094727,29.364892959594727,297,True,24,-0.8399252469436754,1.7489033931711107,0.9327384341040565,-0.18224184181498904,0.12654205779162786,False,False,False,False,False,False,False,0,False,sem_flag,,False,aprovado,True,True,True,True,True,True,True,True,True
2002,A506,MONTES CLAROS,MG,SE,-16.71666666,-43.86666666,646.29,-16.75,-43.75,14772,12.964557427394915,1.0,312,13.0,24.658974390763504,23.61192727700258,-1.0470470853026013,1.5000022996391635,1.897776634973488,0.9064649491923643,1.5853403480041817,-6.467480182647705,-3.477255403995514,-1.0681636929512024,1.6865482568740844,3.7040042877197266,6.467480182647705,0.0,0.0,0.0,0.0,19.899999618530273,33.900001525878906,18.486963272094727,31.605615615844727,312,True,24,-1.2785703945680313,1.9441198100748345,0.9557614947152453,0.23152330926543008,-0.046343175101346556,False,False,False,False,False,False,False,0,False,sem_flag,,False,aprovado,True,True,True,True,True,True,True,True,True
2002,A508,ALMENARA,MG,SE,-16.16666666,-40.68777777,194.0,-16.25,-40.75,14462,11.40191467631017,0.9975490196078431,407,16.958333333333332,27.407616739483956,24.99488301476331,-2.412733695046468,2.4571951415746747,2.7391606866627694,0.9502020189974055,1.298406540799527,-6.04628849029541,-4.600839424133301,-2.353466510772705,-0.236693948507309,2.0751469135284424,6.04628849029541,0.0,0.0,0.0,0.0,20.600000381469727,36.900001525878906,19.410058975219727,33.551658630371094,407,True,24,-2.795823704965258,3.159641323005406,0.944529311846489,0.38309000991878994,-0.42048063634263677,False,False,False,False,False,False,False,0,False,sem_flag,,False,aprovado,True,True,True,True,True,True,True,True,True
2002,A601,ECOLOGIA AGRICOLA,RJ,SE,-22.8,-43.68333333,33.0,-22.75,-43.75,18636,8.810703090067518,0.853310502283105,7475,311.4583333333333,25.1267826075219,23.63098096637024,-1.4958016419008722,1.8759713562258482,2.3166624575613266,0.9294352326345674,1.769158305212907,-8.030126571655273,-4.284198999404907,-1.4196285009384155,1.3369828224182125,6.873242378234863,8.030126571655273,0.0,0.0,0.0,0.0,10.699999809265137,39.70000076293945,13.252435684204102,35.698143005371094,7475,True,26,-1.6494358694489584,2.465682798866861,0.9245325831137603,0.1536342275480862,-0.1490203413055342,False,False,False,False,False,False,False,0,False,sem_flag,,False,aprovado,True,True,True,True,True,True,True,True,True
2002,A602,MARAMBAIA,RJ,SE,-23.05,-43.6,9.7,-23.0,-43.5,18798,11.646404466243496,0.9074074074074074,1176,49.0,26.140221118116056,25.792622626233264,-0.3475984611830513,1.3015838802594049,1.768734236470949,0.8964261330605102,1.7349800475252393,-6.639013290405273,-3.3130000829696655,-0.23740196228027344,2.2706425189971924,7.147996425628662,7.147996425628662,0.0,0.0,0.0,0.0,15.5,40.900001525878906,17.155420303344727,34.748435974121094,1176,True,24,-0.21575022979231567,1.7659527912209427,0.8960312769256078,-0.13184823139073565,0.0027814452500063425,False,False,False,False,False,False,False,0,False,sem_flag,,False,aprovado,True,True,True,True,True,True,True,True,True
2002,A603,XEREM,RJ,SE,-22.58972221,-43.28222221,33.0,-22.5,-43.25,18477,10.511152175857386,0.6886574074074074,1190,49.583333333333336,26.84411765026445,23.957234110151017,-2.886883537063156,2.963785087381795,3.5228784137807465,0.9173321630779,2.0199020611873713,-9.978075981140137,-6.511432743072509,-2.5103511810302734,0.12976600416004538,3.7789554595947266,9.978075981140137,0.0,0.0,0.0,0.0,13.5,39.599998474121094,13.387842178344727,33.496971130371094,1190,True,24,-2.2038207791062785,2.921364378901403,0.9346016287836536,-0.6830627579568773,0.6015140348793433,False,True,False,False,False,False,False,1,True,cobertura_baixa,,False,aprovado,True,True,True,True,True,True,False,False,False
2002,A604,CAMBUCI,RJ,SE,-21.56666666,-41.95,35.0,-21.5,-42.0,17838,9.038759896771698,0.4890873015873015,493,20.541666666666668,26.336511190232592,25.084251523743294,-1.25225963420518,1.6212132019250565,2.058621813615385,0.8709699853111555,1.6356026231846283,-5.777782917022705,-4.2182516098022464,-1.1270015239715576,1.1272953510284418,4.935351848602295,5.777782917022705,0.0,0.0,0.0,0.0,19.700000762939453,35.400001525878906,19.414453506469727,32.782371520996094,493,True,24,-0.8953931818049254,1.9209138088456919,0.945890674789866,-0.3568664524002545,0.13770800476969303,False,True,False,False,False,False,False,1,True,cobertura_baixa,,False,aprovado,True,True,True,True,True,True,False,False,False
2002,A702,CAMPO GRANDE,MS,CO,-20.45,-54.6,530.0,-20.5,-54.5,17144,11.80785368509936,0.8912100456621005,7807,325.2916666666667,25.192058405467545,24.394514974809354,-0.7975434337015079,1.6194983264533913,2.0015958351130863,0.9303332977742017,1.8359580925094852,-8.735107421875,-3.497704696655273,-0.9355953335762024,2.4798489809036233,8.00190258026123,8.735107421875,0.0,0.0,0.0,0.0,4.5,36.599998474121094,7.034051418304443,34.820945739746094,7807,True,25,-0.7050461944127978,1.9774860673316497,0.9345067424029196,-0.09249723928871012,0.024109767781436586,False,False,False,False,False,False,False,0,False,sem_flag,,False,aprovado,True,True,True,False,False,False,True,False,False
