ano,codigo,estacao,uf,n_pares,cobertura_temp,bias_c,mae_c,rmse_c,correlacao_pearson,motivo_qc_principal
2014,A316,CAICO,RN,7377,0.8421232876712329,-1.1127908422127386,5.3980525179029835,6.80992064142707,-0.30190411789246174,descontinuidade_temporal_com_melhora_forte_em_lag_11h
2015,A316,CAICO,RN,8072,0.921461187214612,-1.1600190359294038,6.5778242073213296,7.64033784681597,-0.5634791548718737,descontinuidade_temporal_com_melhora_forte_em_lag_11h
2015,A355,CORURIPE,AL,8758,0.9997716894977168,-5.712087478400615,5.75766956002874,6.2642878233548585,0.6864341379052706,descontinuidade_isolada_nao_resolvida_por_lag
2005,A402,BARREIRAS,BA,1153,0.13162100456621,16.72970718936308,16.72970718936308,17.19735987802451,0.2817324983693749,descontinuidade_isolada_extrema_nao_resolvida_por_lag
