ano,codigo,estacao,uf,regiao,latitude_inmet,longitude_inmet,altitude_inmet_m,latitude_era5,longitude_era5,grid_index,distancia_centro_km,cobertura_temp,n_pares,dias_equivalentes,media_inmet_c,media_era5_c,bias_c,mae_c,rmse_c,correlacao_pearson,desvio_erro_c,erro_min_c,erro_p05_c,erro_mediana_c,erro_p95_c,erro_max_c,erro_abs_max_c,n_abs_erro_gt10,pct_abs_erro_gt10,n_abs_erro_gt20,pct_abs_erro_gt20,temp_inmet_min_c,temp_inmet_max_c,temp_era5_min_c,temp_era5_max_c,observacoes_inmet,pareamento_completo,anos_metricas,bias_mediana_estacao,rmse_mediana_estacao,correlacao_mediana_estacao,desvio_bias_mediana_estacao,desvio_rmse_mediana_estacao,flag_poucos_pares,flag_cobertura_baixa,flag_bias_extremo,flag_rmse_extremo,flag_correlacao_baixa,flag_salto_bias_historico,flag_salto_rmse_historico,n_flags,flag_investigar,motivos_flag,prioridade_diagnostico
2013,A925,PORTO VELHO,RO,N,-8.76388888,-63.47499999,98.0,-8.75,-63.5,9541,3.151777879694636,0.7601598173515982,6659,277.4583333333333,26.432992934178152,26.14762235751183,-0.28537058380160923,1.5399855615342728,1.9813255171012893,0.880647706035785,1.9608140700689294,-6.928222179412842,-3.505497622489929,-0.22436484694480896,2.9732573032379146,7.4101057052612305,7.4101057052612305,0.0,0.0,0.0,0.0,13.5,35.900001525878906,17.420236587524414,35.471336364746094,6659,True,17,-0.28537058380160923,1.8850354717328501,0.880647706035785,0.0,0.09629004536843921,False,True,False,False,False,False,False,1,True,cobertura_baixa,102.26669610090289
2022,A527,TEOFILO OTONI,MG,SE,-17.89284,-41.515423,467.17,-18.0,-41.5,15586,12.02684186895188,0.7850456621004567,6877,286.5416666666667,23.025985167230026,22.211741647280736,-0.8142435207929946,1.1828751044451957,1.4487775561094138,0.9564641071814004,1.1984042444152228,-5.94350528717041,-2.57581992149353,-0.9014522433280945,1.2217679500579832,6.036572456359863,6.036572456359863,0.0,0.0,0.0,0.0,10.399999618530273,36.5,11.169717788696289,34.908348083496094,6877,True,20,-0.7957900630244167,1.4532217873587712,0.954257993017421,-0.018453457768577874,-0.004444231249357333,False,True,False,False,False,False,False,1,True,cobertura_baixa,102.26302107690242
2024,A708,FRANCA,SP,SE,-20.58444444,-47.38249999,1002.74,-20.5,-47.5,17172,15.422545580091876,0.4997723132969034,4390,182.91666666666666,23.54339408765893,22.963318391595724,-0.5800756854291821,1.2919148855147606,1.681704311064815,0.9079919395860265,1.5786732690651142,-6.096340656280518,-3.174234485626221,-0.5780513882637024,1.9189457178115852,7.543262004852295,7.543262004852295,0.0,0.0,0.0,0.0,10.199999809265137,32.70000076293945,9.348794937133789,31.635156631469727,4390,True,24,-0.052904200671319596,1.6484507346181898,0.9215448590767751,-0.5271714847578625,0.0332535764466253,False,True,False,False,False,False,False,1,True,cobertura_baixa,102.261779996494
2021,A325,QUIXERAMOBIM,CE,NE,-5.17444443,-39.28944444,221.04,-5.25,-39.25,7384,9.469008674521808,0.1199771689497716,1051,43.791666666666664,32.42835390216163,31.457168018330176,-0.9711859293895012,1.1016254012771332,1.2902221143756858,0.9611101828606845,0.8497988645633864,-4.207274913787842,-2.2592281103134155,-1.0139644145965576,0.38649749755859375,3.266113758087158,4.207274913787842,0.0,0.0,0.0,0.0,22.399999618530273,37.79999923706055,21.559701919555664,36.714988708496094,1051,True,19,-0.7531847067230921,1.4280887550982189,0.9505264949142489,-0.2180012226664091,-0.13786664072253307,False,True,False,False,False,False,False,1,True,cobertura_baixa,102.26140804376519
2011,A333,SAO GONCALO,PB,NE,-6.75666666,-38.22749999,233.06,-6.75,-38.25,8354,2.5927632699858463,0.6236301369863013,5463,227.625,28.450997606599024,28.038342961369473,-0.41265465924684136,1.4394156671163827,1.8486558100850696,0.8644048106337027,1.8021761711900117,-6.912353038787842,-2.7558833599090575,-0.6806148290634155,3.0467679262161247,8.123631477355957,8.123631477355957,0.0,0.0,0.0,0.0,19.0,37.20000076293945,20.64092445373535,35.823631286621094,5463,True,19,-0.37452365815770344,1.7365356897615,0.9090676541494923,-0.03813100108913792,0.11212012032356955,False,True,False,False,False,False,False,1,True,cobertura_baixa,102.2613104693319
2009,A929,NOVA UBIRATA,MT,CO,-13.68638888,-54.95611111,518.0,-13.75,-55.0,12795,8.515162434886701,0.6867579908675799,6016,250.66666666666666,25.56141953297118,25.01376390235221,-0.5476556453371126,1.3303834067979659,1.7134159313885176,0.9237877258811766,1.6236704295418067,-6.153613090515137,-3.242381751537323,-0.5127925872802734,2.0067509412765503,6.849023818969727,6.849023818969727,0.0,0.0,0.0,0.0,12.100000381469727,36.599998474121094,13.553842544555664,34.247947692871094,6016,True,17,-0.5644991810005938,1.8135622174121295,0.9282061592923238,0.01684353566348118,-0.10014628602361197,False,True,False,False,False,False,False,1,True,cobertura_baixa,102.26107157672563
2015,A940,ARIQUEMES,RO,N,-9.94888888,-62.96194444,140.0,-10.0,-63.0,10348,7.04763106505699,0.6805936073059361,5962,248.41666666666666,27.372458893354608,27.095321519308463,-0.27713738705405633,1.4965710865825637,1.9826876525548145,0.9195897790006082,1.963387830572393,-8.509960174560547,-3.6728291630744936,-0.23310508579015732,2.8879434466361995,9.054344177246094,9.054344177246094,0.0,0.0,0.0,0.0,16.600000381469727,38.900001525878906,18.40989112854004,38.096824645996094,5962,True,15,-0.14848266984989916,1.8910927491970884,0.9028223083539884,-0.12865471720415717,0.09159490335772613,False,True,False,False,False,False,False,1,True,cobertura_baixa,102.25982503960887
2016,A454,MACAUBAS,BA,NE,-13.03888888,-42.61722221,574.0,-13.0,-42.5,12362,13.415495032810584,0.7862453531598513,5076,211.5,26.45287627437342,25.85191422433154,-0.6009620561848504,1.35509012619315,1.6587710952580426,0.9542348887944474,1.5462332170790616,-5.735106945037842,-2.701452314853668,-0.8183025419712067,2.4221774339675903,7.546387195587158,7.546387195587158,0.0,0.0,0.0,0.0,13.899999618530273,38.400001525878906,15.336816787719727,36.318016052246094,5076,True,3,-0.5730820856295054,1.6587710952580426,0.9542348887944474,-0.02787997055534508,0.0,False,True,False,False,False,False,False,1,True,cobertura_baixa,102.2597331514429
2018,A724,CORUMBA,MS,CO,-18.99666666,-57.63749999,126.0,-19.0,-57.75,16165,11.833839429927805,0.5085616438356164,4455,185.625,26.295375976819383,25.827876048403823,-0.4674999327256551,1.3779077700839282,1.7916631365500897,0.9356274240921393,1.7297896552404821,-6.749251842498779,-3.0973470687866214,-0.5507839322090149,2.463130235671998,8.626805305480957,8.626805305480957,0.0,0.0,0.0,0.0,10.399999618530273,36.400001525878906,9.620264053344727,35.536766052246094,4455,True,20,-0.623911855411245,1.932542291737492,0.929388084063718,0.15641192268558995,-0.14087915518740224,False,True,False,False,False,False,False,1,True,cobertura_baixa,102.25916306927574
2015,A204,BALSAS,MA,NE,-7.45527777,-46.02749999,254.0,-7.5,-46.0,8806,5.824244241518934,0.7488584474885844,6560,273.3333333333333,28.041996953545546,27.95224190834092,-0.0897550425837347,1.784067570174459,2.1690918470174263,0.937882143811024,2.1673992649424347,-6.77529239654541,-3.1289198875427244,-0.2619869261980057,3.8344929695129286,7.660889148712158,7.660889148712158,0.0,0.0,0.0,0.0,14.0,40.70000076293945,20.52445411682129,37.808982849121094,6560,True,18,-0.26440784112427196,2.0446004357723604,0.9250799768905676,0.17465279854053725,0.12449141124506591,False,True,False,False,False,False,False,1,True,cobertura_baixa,102.25884688960116
2022,A850,PARANAPOEMA,PR,S,-22.65833333,-52.13444444,308.7,-22.75,-52.25,18602,15.633325161126084,0.6812785388127854,5968,248.66666666666666,24.066521449718653,23.687359451928025,-0.37916199570156445,1.473509781179865,1.8767770330743168,0.9461973544084336,1.8382313279449265,-8.85693359375,-3.1610799908638,-0.3874019533395767,2.7062967658042876,10.888623237609863,10.888623237609863,2.0,0.03351206434316354,0.0,0.0,6.300000190734863,39.29999923706055,6.971230983734131,36.779930114746094,5968,True,18,-0.20650668169633957,1.7909650571174582,0.9503171113077069,-0.17265531400522488,0.08581197595685852,False,True,False,False,False,False,False,1,True,cobertura_baixa,102.25593902877588
2024,A538,CURVELO,MG,SE,-18.74777777,-44.45388888,669.48,-18.75,-44.5,16057,4.861538767398932,0.69933970856102,6143,255.95833333333334,24.69868143098121,24.054682010512156,-0.6439994159874396,1.2823876750110927,1.6107395441514887,0.9530744943134665,1.4765166857492007,-6.699023246765137,-2.9408344984054566,-0.6887691617012024,1.8056644439697243,7.041504383087158,7.041504383087158,0.0,0.0,0.0,0.0,11.699999809265137,35.29999923706055,12.323968887329102,32.655418395996094,6143,True,20,-0.4511538577183817,1.59226250722732,0.9559290420639934,-0.19284555826905792,0.018477036924168688,False,True,False,False,False,False,False,1,True,cobertura_baixa,102.25473896013892
2020,A436,QUEIMADAS,BA,NE,-10.984645,-39.617009,310.11,-11.0,-39.5,11086,12.885730978109144,0.6434426229508197,5652,235.5,26.710014153100545,26.08329526937691,-0.6267188850207599,1.2183578515218374,1.6276300088799267,0.9384927176321074,1.5022656814412045,-8.493212699890137,-3.113741457462311,-0.46433067321777344,1.5157173097133636,9.693748474121094,9.693748474121094,0.0,0.0,0.0,0.0,15.199999809265137,40.0,16.993722915649414,37.324851989746094,5652,True,18,-0.9233324355900694,1.6323342458610886,0.9572765269854806,0.2966135505693095,-0.004704236981161847,False,True,False,False,False,False,False,1,True,cobertura_baixa,102.2543488939007
2020,A811,CANGUCU,RS,S,-31.403299,-52.700699,446.81,-31.5,-52.75,24235,11.72564411863446,0.3697632058287796,3248,135.33333333333334,20.402339904472747,20.981998176997518,0.5796582751160305,1.3274117252232442,1.6671104724678865,0.9559491970896753,1.5633317230922577,-4.966161727905273,-2.0732955813407896,0.6854496002197266,2.8067557811737047,10.907615661621094,10.907615661621094,2.0,0.06157635467980296,0.0,0.0,6.099999904632568,38.400001525878906,5.793847560882568,36.397605895996094,3248,True,19,0.44897078920054306,1.6594385522169344,0.9615061591329536,0.13068748591548746,0.007671920250952091,False,True,False,False,False,False,False,1,True,cobertura_baixa,102.24676874758391
2022,A351,FLORESTA,PE,NE,-8.59888888,-38.58416666,327.42,-8.5,-38.5,9480,14.372356134671572,0.348972602739726,3057,127.375,27.65152109687064,26.824130872202964,-0.8273902263021734,1.1207977110885359,1.4190709008003548,0.9636998478877775,1.153092614890831,-7.388134479522705,-2.5485835552215574,-0.8186031579971313,0.9999988555908189,6.979150772094727,7.388134479522705,0.0,0.0,0.0,0.0,17.799999237060547,38.400001525878906,18.072839736938477,36.493064880371094,3057,True,18,-0.9142821104713021,1.4933910821694747,0.9647544537590067,0.08689188416912874,-0.07432018136911989,False,True,False,False,False,False,False,1,True,cobertura_baixa,102.24646112710252
2011,A933,ITIQUIRA,MT,CO,-17.29722221,-54.83722221,585.0,-17.25,-54.75,15050,10.646239267332035,0.6117579908675799,5359,223.29166666666666,24.944261976577693,25.466109398074682,0.5218474082329597,1.2885664755141781,1.7235699613452933,0.8919394476512297,1.6428244912599512,-5.894140243530273,-2.055961585044861,0.45922890305519104,3.027036428451536,9.777295112609863,9.777295112609863,0.0,0.0,0.0,0.0,14.5,37.29999923706055,16.202295303344727,36.001609802246094,5359,True,16,0.0071665848381467735,1.890453932228839,0.9189718546232756,0.5146808233948129,-0.16688397088354567,False,True,False,False,False,False,False,1,True,cobertura_baixa,102.24541736957825
2016,A805,SANTO AUGUSTO,RS,S,-27.85416666,-53.7911111,490.0,-27.75,-53.75,21816,12.26836775593502,0.5708105646630237,5014,208.91666666666666,18.16451934913168,17.626145158441513,-0.538374188037277,1.3092007167336455,1.7068385438548135,0.9684011815385568,1.6198686298575131,-7.21303653717041,-3.2861397862434387,-0.5158443450927734,2.0518826723098726,8.789112091064453,8.789112091064453,0.0,0.0,0.0,0.0,0.6000000238418579,34.599998474121094,0.06028137356042862,31.943262100219727,5014,True,25,-0.2849236779869912,1.7120161175156692,0.961417577470984,-0.2534505100502858,-0.005177573660855694,False,True,False,False,False,False,False,1,True,cobertura_baixa,102.2452127318921
2021,A346,URUCUI,PI,NE,-7.44138888,-44.34499999,398.83,-7.5,-44.25,8813,12.335987119920492,0.1655251141552511,1450,60.416666666666664,26.571241353791336,26.13440332741573,-0.43683805024805317,1.4534714591033469,1.8078794941060232,0.8941840840310915,1.754914451235439,-7.011523246765137,-3.0931051135063172,-0.34851035475730896,2.291811895370483,6.812744617462158,7.011523246765137,0.0,0.0,0.0,0.0,19.799999237060547,34.0,21.153955459594727,32.384666442871094,1450,True,18,-0.43108052919583456,1.9144120504158748,0.9135037155918184,-0.005757521052218606,-0.10653255630985159,False,True,False,False,False,False,False,1,True,cobertura_baixa,102.24471754435407
2021,A869,CIDADE GAUCHA,PR,S,-23.359156,-52.931912,365.79,-23.25,-53.0,18921,13.988239291101472,0.6617579908675799,5797,241.54166666666666,25.69199585005685,25.20263752115581,-0.48935833875024637,1.3866327362910489,1.7540969505809658,0.9510564344412569,1.6845990829206403,-7.156493663787842,-2.8562105655670167,-0.6784683465957642,2.3717483520507807,9.5087890625,9.5087890625,0.0,0.0,0.0,0.0,5.099999904632568,39.70000076293945,5.631066799163818,38.991600036621094,5797,True,18,-0.5630923918627853,1.7549492379320428,0.9518617165081789,0.07373405311253889,-0.0008522873510770079,False,True,False,False,False,False,False,1,True,cobertura_baixa,102.24345528933122
2022,A810,SANTA ROSA,RS,S,-27.89055555,-54.47999999,272.84,-28.0,-54.5,21974,12.32723868635412,0.7963470319634703,6976,290.6666666666667,19.533271212297397,19.01440561092843,-0.5188656050548353,1.3348108295021404,1.7238052025728734,0.9714443093987449,1.6439800133743663,-10.367968559265137,-3.0928828716278076,-0.5191417634487152,2.1140750646591187,9.450047492980957,10.367968559265137,1.0,0.014334862385321102,0.0,0.0,-0.10000000149011612,41.099998474121094,1.4874359369277954,37.805564880371094,6976,True,20,-0.3782957612720078,1.8486796047028333,0.9649524796636235,-0.14056984378282744,-0.12487440212995993,False,True,False,False,False,False,False,1,True,cobertura_baixa,102.24267080762772
2021,B803,CAMPINA DA LAGOA,PR,S,-24.57083332,-52.80027777,598.0,-24.5,-52.75,19727,9.37560934537209,0.1744292237442922,1528,63.666666666666664,25.831937173274174,25.4465305106178,-0.38540666159648473,1.4275764749024362,1.8571620726964628,0.9287427685054574,1.8173260866977428,-7.295897960662842,-3.1926851034164425,-0.4231206923723221,2.4489431738853447,9.050732612609863,9.050732612609863,0.0,0.0,0.0,0.0,14.399999618530273,36.79999923706055,14.768701553344727,35.442527770996094,1528,True,10,-0.596145560120166,1.9979431383703536,0.930104892198832,0.21073889852368122,-0.14078106567389082,False,True,False,False,False,False,False,1,True,cobertura_baixa,102.24256873429296
2008,A920,JUINA,MT,CO,-11.36694443,-58.73305554,220.0,-11.25,-58.75,11170,13.13424043471586,0.6848816029143898,6016,250.66666666666666,26.656865034014622,26.329535096883774,-0.32732992937604416,1.4271935781599223,1.9142467809339205,0.8810017917125844,1.886209755874936,-6.319286823272705,-3.138716459274292,-0.4850093722343445,2.8346652388572693,12.262351989746094,12.262351989746094,7.0,0.1163563829787234,0.0,0.0,14.0,37.70000076293945,17.341211318969727,36.381004333496094,6016,True,20,-0.05943220847446175,1.718410478402435,0.9070993004973278,-0.2678977209015824,0.19583630253148554,False,True,False,False,False,False,False,1,True,cobertura_baixa,102.24157671030997
2021,A120,AUTAZES,AM,N,-3.58333333,-59.12944443,19.9,-3.5,-59.25,6177,16.275034506158626,0.247945205479452,2172,90.5,27.15980663176619,26.634568100256594,-0.5252385287490067,1.3236591993004159,1.7160217899753953,0.8408856983789293,1.6340393484560376,-5.888183116912842,-3.2741939067840575,-0.36022910475730896,1.9692362368106833,5.408838272094727,5.888183116912842,0.0,0.0,0.0,0.0,22.299999237060547,34.70000076293945,23.054346084594727,31.870019912719727,2172,True,17,-1.3110787688886194,2.21635380361124,0.8582440253540694,0.7858402401396127,-0.5003320136358447,False,True,False,False,False,False,False,1,True,cobertura_baixa,102.2412603187244
